"cost_ldc","a0","b0","eta_a","eta_b","bound","drift","ter","cost_ddm","sub","difflevel","manip","model","z","vratio"
0.00836700671304814,5.70910494442694,6.31423433249071,8.33114094807650e-11,7.10711407456773e-10,0.0853684202701332,0.168777670561207,0.582151482291796,0.00120012757382077,"100","easy","alpha","both",0,1
0.00836700671304814,5.70910494442694,6.31423433249071,8.33114094807650e-11,7.10711407456773e-10,0.0853684202701332,0.0447832758068112,0.582151482291796,0.00120012757382077,"100","hard","alpha","both",0,1
0.00836700671304814,5.70910494442694,6.31423433249071,8.33114094807650e-11,7.10711407456773e-10,0.0853684202701332,0.120172207322918,0.582151482291796,0.00120012757382077,"100","medium","alpha","both",0,1
0.00610372655487871,7.37193451853174,1.9207475564932,1.35976121373488e-10,1.78388120200043e-10,0.0729855975085697,0.172030290943066,0.374580890330205,0.00157465339135369,"101","easy","alpha","both",0,1
0.00610372655487871,7.37193451853174,1.9207475564932,1.35976121373488e-10,1.78388120200043e-10,0.0729855975085697,0.0729272537269987,0.374580890330205,0.00157465339135369,"101","hard","alpha","both",0,1
0.00610372655487871,7.37193451853174,1.9207475564932,1.35976121373488e-10,1.78388120200043e-10,0.0729855975085697,0.126333936543238,0.374580890330205,0.00157465339135369,"101","medium","alpha","both",0,1
0.01313283245199,15.6053326748636,-13.4876053894794,0.0245199366141587,13.9884080045238,0.0756281688203643,0.137199138711128,0.493600131101358,0.00120015274358227,"102","easy","alpha","both",0,1
0.01313283245199,15.6053326748636,-13.4876053894794,0.0245199366141587,13.9884080045238,0.0756281688203643,0.051580654495395,0.493600131101358,0.00120015274358227,"102","hard","alpha","both",0,1
0.01313283245199,15.6053326748636,-13.4876053894794,0.0245199366141587,13.9884080045238,0.0756281688203643,0.104855439929918,0.493600131101358,0.00120015274358227,"102","medium","alpha","both",0,1
0.00468993884606953,7.44796628924044,8.21243970522975,0.748413270740961,0.129486537026279,0.0760547613772059,0.204569146341687,0.464681391888497,0.00113590789564187,"103","easy","alpha","both",0,1
0.00468993884606953,7.44796628924044,8.21243970522975,0.748413270740961,0.129486537026279,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,"103","hard","alpha","both",0,1
0.00468993884606953,7.44796628924044,8.21243970522975,0.748413270740961,0.129486537026279,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,"103","medium","alpha","both",0,1
0.00566481766761249,1.54544970239457,21.6671079261382,6.38383720042129,0.0050749878512435,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,"104","easy","alpha","both",0,1
0.00566481766761249,1.54544970239457,21.6671079261382,6.38383720042129,0.0050749878512435,0.0578520700950877,0.063644079662763,0.427725764070437,0.00170138843142009,"104","hard","alpha","both",0,1
0.00566481766761249,1.54544970239457,21.6671079261382,6.38383720042129,0.0050749878512435,0.0578520700950877,0.136177343315592,0.427725764070437,0.00170138843142009,"104","medium","alpha","both",0,1
0.00724705927787259,2.8649029783066,13.6795898991898,1.37850460318564,0.230864885846965,0.0845773544497561,0.139489117565683,0.514151854673906,0.00268689214690086,"105","easy","alpha","both",0,1
0.00724705927787259,2.8649029783066,13.6795898991898,1.37850460318564,0.230864885846965,0.0845773544497561,0.0498655588118164,0.514151854673906,0.00268689214690086,"105","hard","alpha","both",0,1
0.00724705927787259,2.8649029783066,13.6795898991898,1.37850460318564,0.230864885846965,0.0845773544497561,0.0979697025891218,0.514151854673906,0.00268689214690086,"105","medium","alpha","both",0,1
0.00553286695870683,2.88936618952972,9.06161855121802,0.00110564972635473,0.296125728829112,0.108524089667354,0.138708252557184,0.428190836411879,0.0016686267921147,"106","easy","alpha","both",0,1
0.00553286695870683,2.88936618952972,9.06161855121802,0.00110564972635473,0.296125728829112,0.108524089667354,0.0561144019083175,0.428190836411879,0.0016686267921147,"106","hard","alpha","both",0,1
0.00553286695870683,2.88936618952972,9.06161855121802,0.00110564972635473,0.296125728829112,0.108524089667354,0.103871977517132,0.428190836411879,0.0016686267921147,"106","medium","alpha","both",0,1
0.0054619907351743,8.07942087598891,3.76903589312643,1.69780730320309e-09,1.45446406875793e-10,0.0740391179386189,0.100035438017202,0.43238334317546,0.00209978082533448,"107","easy","alpha","both",0,1
0.0054619907351743,8.07942087598891,3.76903589312643,1.69780730320309e-09,1.45446406875793e-10,0.0740391179386189,0.0298392275738418,0.43238334317546,0.00209978082533448,"107","hard","alpha","both",0,1
0.0054619907351743,8.07942087598891,3.76903589312643,1.69780730320309e-09,1.45446406875793e-10,0.0740391179386189,0.043032214064213,0.43238334317546,0.00209978082533448,"107","medium","alpha","both",0,1
0.00679302704637035,48.722184486575,11.8341010460383,4.39512983675064,0.0901300212142145,0.0684725693923008,0.0961773954394394,0.451313907131977,0.00244311123588648,"108","easy","alpha","both",0,1
0.00679302704637035,48.722184486575,11.8341010460383,4.39512983675064,0.0901300212142145,0.0684725693923008,0.0596829513612153,0.451313907131977,0.00244311123588648,"108","hard","alpha","both",0,1
0.00679302704637035,48.722184486575,11.8341010460383,4.39512983675064,0.0901300212142145,0.0684725693923008,0.0629893428235774,0.451313907131977,0.00244311123588648,"108","medium","alpha","both",0,1
0.00566030261161859,7.48879619230272,13.4007470284696,2.48164766393122e-09,7.57125009865991e-10,0.0646620991517064,0.153821791382414,0.429951682109649,0.00204364204529548,"109","easy","alpha","both",0,1
0.00566030261161859,7.48879619230272,13.4007470284696,2.48164766393122e-09,7.57125009865991e-10,0.0646620991517064,0.0692553839823373,0.429951682109649,0.00204364204529548,"109","hard","alpha","both",0,1
0.00566030261161859,7.48879619230272,13.4007470284696,2.48164766393122e-09,7.57125009865991e-10,0.0646620991517064,0.107737153969621,0.429951682109649,0.00204364204529548,"109","medium","alpha","both",0,1
0.00380417114434308,23.2659869901437,12.4748858088262,0.000803041549860771,0.914573030206523,0.106133576177661,0.192582207384859,0.451410663554325,0.00312751995461675,"110","easy","alpha","both",0,1
0.00380417114434308,23.2659869901437,12.4748858088262,0.000803041549860771,0.914573030206523,0.106133576177661,0.0823331940254305,0.451410663554325,0.00312751995461675,"110","hard","alpha","both",0,1
0.00380417114434308,23.2659869901437,12.4748858088262,0.000803041549860771,0.914573030206523,0.106133576177661,0.12514096928345,0.451410663554325,0.00312751995461675,"110","medium","alpha","both",0,1
0.00945340222683711,2.57577533372029,13.1823566118971,5.5344158055443,0.0961326555631727,0.0755819518225742,0.206391003224193,0.438435092517504,0.00270752934281596,"111","easy","alpha","both",0,1
0.00945340222683711,2.57577533372029,13.1823566118971,5.5344158055443,0.0961326555631727,0.0755819518225742,0.0861252263817966,0.438435092517504,0.00270752934281596,"111","hard","alpha","both",0,1
0.00945340222683711,2.57577533372029,13.1823566118971,5.5344158055443,0.0961326555631727,0.0755819518225742,0.141306269459329,0.438435092517504,0.00270752934281596,"111","medium","alpha","both",0,1
0.015242402155345,0.919042536700935,3.12095573466116,4.93098211731771,0.315514676966625,0.0514668956271513,0.103708095625623,0.239034957676541,0.00556241775330975,"112","easy","alpha","both",0,1
0.015242402155345,0.919042536700935,3.12095573466116,4.93098211731771,0.315514676966625,0.0514668956271513,0.0374693551390107,0.239034957676541,0.00556241775330975,"112","hard","alpha","both",0,1
0.015242402155345,0.919042536700935,3.12095573466116,4.93098211731771,0.315514676966625,0.0514668956271513,0.100529748944117,0.239034957676541,0.00556241775330975,"112","medium","alpha","both",0,1
0.00617314830247213,1.36087892360978,16.6741239058811,1.56085435163249,0.0671915703486873,0.10735173838759,0.175270795616457,0.354719923321014,0.00211163260807621,"113","easy","alpha","both",0,1
0.00617314830247213,1.36087892360978,16.6741239058811,1.56085435163249,0.0671915703486873,0.10735173838759,0.0395778654927845,0.354719923321014,0.00211163260807621,"113","hard","alpha","both",0,1
0.00617314830247213,1.36087892360978,16.6741239058811,1.56085435163249,0.0671915703486873,0.10735173838759,0.101461717241691,0.354719923321014,0.00211163260807621,"113","medium","alpha","both",0,1
0.00420855267064591,19.4253351281297,19.7590659877346,1.81507772391831e-10,2.54245622330453e-10,0.0705779979200756,0.160240452757603,0.393799508236771,0.00115145852579715,"115","easy","alpha","both",0,1
0.00420855267064591,19.4253351281297,19.7590659877346,1.81507772391831e-10,2.54245622330453e-10,0.0705779979200756,0.0662465089417774,0.393799508236771,0.00115145852579715,"115","hard","alpha","both",0,1
0.00420855267064591,19.4253351281297,19.7590659877346,1.81507772391831e-10,2.54245622330453e-10,0.0705779979200756,0.0976940361460794,0.393799508236771,0.00115145852579715,"115","medium","alpha","both",0,1
0.00783033529676867,11.6032137019404,13.3917046827316,5.75432688717499e-11,3.09262230564996e-09,0.0655797727005153,0.224193303250118,0.441307860196743,0.00200598912404468,"116","easy","alpha","both",0,1
0.00783033529676867,11.6032137019404,13.3917046827316,5.75432688717499e-11,3.09262230564996e-09,0.0655797727005153,0.0604147710035848,0.441307860196743,0.00200598912404468,"116","hard","alpha","both",0,1
0.00783033529676867,11.6032137019404,13.3917046827316,5.75432688717499e-11,3.09262230564996e-09,0.0655797727005153,0.15129924503628,0.441307860196743,0.00200598912404468,"116","medium","alpha","both",0,1
0.0104707987196272,10.6264964230847,0.418407924300991,9.90756246107626e-10,1.47076898181134e-10,0.0828171290760622,0.170763437018582,0.344279684070819,0.00215928750749552,"117","easy","alpha","both",0,1
0.0104707987196272,10.6264964230847,0.418407924300991,9.90756246107626e-10,1.47076898181134e-10,0.0828171290760622,0.0568963425336982,0.344279684070819,0.00215928750749552,"117","hard","alpha","both",0,1
0.0104707987196272,10.6264964230847,0.418407924300991,9.90756246107626e-10,1.47076898181134e-10,0.0828171290760622,0.104852302622695,0.344279684070819,0.00215928750749552,"117","medium","alpha","both",0,1
0.00700211962385377,22.2943198116586,6.01630608822798,0.176469687059623,8.80478537432948,0.0591665941466145,0.183829904006304,0.399288428657369,0.00190219639853671,"118","easy","alpha","both",0,1
0.00700211962385377,22.2943198116586,6.01630608822798,0.176469687059623,8.80478537432948,0.0591665941466145,0.0353181550515606,0.399288428657369,0.00190219639853671,"118","hard","alpha","both",0,1
0.00700211962385377,22.2943198116586,6.01630608822798,0.176469687059623,8.80478537432948,0.0591665941466145,0.0910572875201444,0.399288428657369,0.00190219639853671,"118","medium","alpha","both",0,1
0.00681013586623206,10.6822934488448,7.8684125609078,1.45209941110273e-08,6.42760148619442e-10,0.067699534360066,0.100903009374423,0.298152325815616,0.00209620129486481,"120","easy","alpha","both",0,1
