"bound","drift","ter","sub","condition","difflevel","manip"
0.0756723379906485,0.10241180411726,0.406296985800666,"128","plus","medium","alpha"
0.0904819590966953,0.0994864726543311,0.290842035631393,"130","minus","easy","alpha"
0.0904819590966953,0.0286627606531169,0.290842035631393,"130","minus","hard","alpha"
0.0904819590966953,0.0682448517301495,0.290842035631393,"130","minus","medium","alpha"
0.0904819590966953,0.0994864726543311,0.290842035631393,"130","plus","easy","alpha"
0.0904819590966953,0.0286627606531169,0.290842035631393,"130","plus","hard","alpha"
0.0904819590966953,0.0682448517301495,0.290842035631393,"130","plus","medium","alpha"
0.0709150179568276,0.154863893172777,0.302679576705147,"132","minus","easy","alpha"
0.0709150179568276,0.0941582979220368,0.302679576705147,"132","minus","hard","alpha"
0.0709150179568276,0.150987917490781,0.302679576705147,"132","minus","medium","alpha"
0.0709150179568276,0.154863893172777,0.302679576705147,"132","plus","easy","alpha"
0.0709150179568276,0.0941582979220368,0.302679576705147,"132","plus","hard","alpha"
0.0709150179568276,0.150987917490781,0.302679576705147,"132","plus","medium","alpha"
0.080275460455159,0.163738826965672,0.461443331904512,"1320","minus","easy","alpha"
0.080275460455159,0.0386988225069197,0.461443331904512,"1320","minus","hard","alpha"
0.080275460455159,0.0732936000583713,0.461443331904512,"1320","minus","medium","alpha"
0.080275460455159,0.163738826965672,0.461443331904512,"1320","plus","easy","alpha"
0.080275460455159,0.0386988225069197,0.461443331904512,"1320","plus","hard","alpha"
0.080275460455159,0.0732936000583713,0.461443331904512,"1320","plus","medium","alpha"
0.0723668604010193,0.101450399830038,0.405986252337261,"134","minus","easy","alpha"
0.0723668604010193,0.0300165352246381,0.405986252337261,"134","minus","hard","alpha"
0.0723668604010193,0.0721728281139771,0.405986252337261,"134","minus","medium","alpha"
0.0723668604010193,0.101450399830038,0.405986252337261,"134","plus","easy","alpha"
0.0723668604010193,0.0300165352246381,0.405986252337261,"134","plus","hard","alpha"
0.0723668604010193,0.0721728281139771,0.405986252337261,"134","plus","medium","alpha"
0.0715050730627727,0.256246829105177,0.346587762932602,"75","minus","easy","alpha"
0.0715050730627727,0.0760109208287059,0.346587762932602,"75","minus","hard","alpha"
0.0715050730627727,0.15063193643991,0.346587762932602,"75","minus","medium","alpha"
0.0715050730627727,0.256246829105177,0.346587762932602,"75","plus","easy","alpha"
0.0715050730627727,0.0760109208287059,0.346587762932602,"75","plus","hard","alpha"
0.0715050730627727,0.15063193643991,0.346587762932602,"75","plus","medium","alpha"
0.091416949590215,0.179359632730138,0.355577991940702,"76","minus","easy","alpha"
0.091416949590215,0.0709285179563969,0.355577991940702,"76","minus","hard","alpha"
0.091416949590215,0.127915756298441,0.355577991940702,"76","minus","medium","alpha"
0.091416949590215,0.179359632730138,0.355577991940702,"76","plus","easy","alpha"
0.091416949590215,0.0709285179563969,0.355577991940702,"76","plus","hard","alpha"
0.091416949590215,0.127915756298441,0.355577991940702,"76","plus","medium","alpha"
0.0782043632676897,0.186612800190992,0.419455373613264,"77","minus","easy","alpha"
0.0782043632676897,0.0476886948810288,0.419455373613264,"77","minus","hard","alpha"
0.0782043632676897,0.110113307241789,0.419455373613264,"77","minus","medium","alpha"
0.0782043632676897,0.186612800190992,0.419455373613264,"77","plus","easy","alpha"
0.0782043632676897,0.0476886948810288,0.419455373613264,"77","plus","hard","alpha"
0.0782043632676897,0.110113307241789,0.419455373613264,"77","plus","medium","alpha"
0.0627399872311884,0.268769161168505,0.560128456721249,"78","minus","easy","alpha"
0.0627399872311884,0.098758184231532,0.560128456721249,"78","minus","hard","alpha"
0.0627399872311884,0.13625471563623,0.560128456721249,"78","minus","medium","alpha"
0.0627399872311884,0.268769161168505,0.560128456721249,"78","plus","easy","alpha"
0.0627399872311884,0.098758184231532,0.560128456721249,"78","plus","hard","alpha"
0.0627399872311884,0.13625471563623,0.560128456721249,"78","plus","medium","alpha"
0.0962674335327471,0.171854664780965,0.454253155331852,"79","minus","easy","alpha"
0.0962674335327471,0.0526891544675471,0.454253155331852,"79","minus","hard","alpha"
0.0962674335327471,0.0897129513036269,0.454253155331852,"79","minus","medium","alpha"
0.0962674335327471,0.171854664780965,0.454253155331852,"79","plus","easy","alpha"
0.0962674335327471,0.0526891544675471,0.454253155331852,"79","plus","hard","alpha"
0.0962674335327471,0.0897129513036269,0.454253155331852,"79","plus","medium","alpha"
0.0625420803366987,0.194143246023641,0.510794942294166,"80","minus","easy","alpha"
0.0625420803366987,0.0736950141013872,0.510794942294166,"80","minus","hard","alpha"
0.0625420803366987,0.144298159422835,0.510794942294166,"80","minus","medium","alpha"
0.0625420803366987,0.194143246023641,0.510794942294166,"80","plus","easy","alpha"
0.0625420803366987,0.0736950141013872,0.510794942294166,"80","plus","hard","alpha"
0.0625420803366987,0.144298159422835,0.510794942294166,"80","plus","medium","alpha"
0.0697791094869668,0.141489732373357,0.325445145345906,"81","minus","easy","alpha"
0.0697791094869668,0.0404824887853902,0.325445145345906,"81","minus","hard","alpha"
0.0697791094869668,0.0973382531988539,0.325445145345906,"81","minus","medium","alpha"
0.0697791094869668,0.141489732373357,0.325445145345906,"81","plus","easy","alpha"
0.0697791094869668,0.0404824887853902,0.325445145345906,"81","plus","hard","alpha"
0.0697791094869668,0.0973382531988539,0.325445145345906,"81","plus","medium","alpha"
0.0878716717165965,0.186568588101316,0.338927506847261,"82","minus","easy","alpha"
0.0878716717165965,0.0495060935560012,0.338927506847261,"82","minus","hard","alpha"
0.0878716717165965,0.104072876118999,0.338927506847261,"82","minus","medium","alpha"
0.0878716717165965,0.186568588101316,0.338927506847261,"82","plus","easy","alpha"
0.0878716717165965,0.0495060935560012,0.338927506847261,"82","plus","hard","alpha"
0.0878716717165965,0.104072876118999,0.338927506847261,"82","plus","medium","alpha"
0.0827725753297597,0.192521783909454,0.390274539910559,"84","minus","easy","alpha"
0.0827725753297597,0.0735572056702165,0.390274539910559,"84","minus","hard","alpha"
0.0827725753297597,0.11324400685709,0.390274539910559,"84","minus","medium","alpha"
0.0827725753297597,0.192521783909454,0.390274539910559,"84","plus","easy","alpha"
0.0827725753297597,0.0735572056702165,0.390274539910559,"84","plus","hard","alpha"
0.0827725753297597,0.11324400685709,0.390274539910559,"84","plus","medium","alpha"
0.0801748817842018,0.175053449623731,0.403235400846966,"85","minus","easy","alpha"
0.0801748817842018,0.0580294522853741,0.403235400846966,"85","minus","hard","alpha"
0.0801748817842018,0.130955540186927,0.403235400846966,"85","minus","medium","alpha"
0.0801748817842018,0.175053449623731,0.403235400846966,"85","plus","easy","alpha"
0.0801748817842018,0.0580294522853741,0.403235400846966,"85","plus","hard","alpha"
0.0801748817842018,0.130955540186927,0.403235400846966,"85","plus","medium","alpha"
0.0633901467567521,0.325169823693209,0.39248352100853,"86","minus","easy","alpha"
0.0633901467567521,0.077354309708762,0.39248352100853,"86","minus","hard","alpha"
0.0633901467567521,0.143319616983644,0.39248352100853,"86","minus","medium","alpha"
0.0633901467567521,0.325169823693209,0.39248352100853,"86","plus","easy","alpha"
0.0633901467567521,0.077354309708762,0.39248352100853,"86","plus","hard","alpha"
0.0633901467567521,0.143319616983644,0.39248352100853,"86","plus","medium","alpha"
0.0536427750201847,0.326995561415796,0.466417519417024,"87","minus","easy","alpha"
0.0536427750201847,0.116533669933987,0.466417519417024,"87","minus","hard","alpha"
0.0536427750201847,0.17772361341486,0.466417519417024,"87","minus","medium","alpha"
0.0536427750201847,0.326995561415796,0.466417519417024,"87","plus","easy","alpha"
0.0536427750201847,0.116533669933987,0.466417519417024,"87","plus","hard","alpha"
0.0536427750201847,0.17772361341486,0.466417519417024,"87","plus","medium","alpha"
0.0702505753516192,0.15909611728649,0.358992354060883,"89","minus","easy","alpha"
0.0702505753516192,0.0786955886081555,0.358992354060883,"89","minus","hard","alpha"
0.0702505753516192,0.09115970966916,0.358992354060883,"89","minus","medium","alpha"
0.0702505753516192,0.15909611728649,0.358992354060883,"89","plus","easy","alpha"
0.0702505753516192,0.0786955886081555,0.358992354060883,"89","plus","hard","alpha"
0.0702505753516192,0.09115970966916,0.358992354060883,"89","plus","medium","alpha"
0.0672347276979011,0.165741851546424,0.527776841641768,"91","minus","easy","alpha"
0.0672347276979011,0.0563882721584588,0.527776841641768,"91","minus","hard","alpha"
0.0672347276979011,0.125350824540646,0.527776841641768,"91","minus","medium","alpha"
0.0672347276979011,0.165741851546424,0.527776841641768,"91","plus","easy","alpha"
0.0672347276979011,0.0563882721584588,0.527776841641768,"91","plus","hard","alpha"
0.0672347276979011,0.125350824540646,0.527776841641768,"91","plus","medium","alpha"
0.0760445083513983,0.170032335657593,0.541583617273759,"92","minus","easy","alpha"
0.0760445083513983,0.044261702500273,0.541583617273759,"92","minus","hard","alpha"
0.0760445083513983,0.109270697457487,0.541583617273759,"92","minus","medium","alpha"
0.0760445083513983,0.170032335657593,0.541583617273759,"92","plus","easy","alpha"
0.0760445083513983,0.044261702500273,0.541583617273759,"92","plus","hard","alpha"
0.0760445083513983,0.109270697457487,0.541583617273759,"92","plus","medium","alpha"
0.0542602062724669,0.275784525597554,0.441348525772874,"94","minus","easy","alpha"
0.0542602062724669,0.0949382565168803,0.441348525772874,"94","minus","hard","alpha"
0.0542602062724669,0.17345696770449,0.441348525772874,"94","minus","medium","alpha"
0.0542602062724669,0.275784525597554,0.441348525772874,"94","plus","easy","alpha"
0.0542602062724669,0.0949382565168803,0.441348525772874,"94","plus","hard","alpha"
0.0542602062724669,0.17345696770449,0.441348525772874,"94","plus","medium","alpha"
0.0714325206210141,0.242181084664942,0.529564609332961,"95","minus","easy","alpha"
0.0714325206210141,0.114365604888066,0.529564609332961,"95","minus","hard","alpha"
0.0714325206210141,0.183774958735535,0.529564609332961,"95","minus","medium","alpha"
0.0714325206210141,0.242181084664942,0.529564609332961,"95","plus","easy","alpha"
0.0714325206210141,0.114365604888066,0.529564609332961,"95","plus","hard","alpha"
0.0714325206210141,0.183774958735535,0.529564609332961,"95","plus","medium","alpha"
0.0520304567077909,0.234961660242203,0.493957688988674,"96","minus","easy","alpha"
0.0520304567077909,0.0950656506448584,0.493957688988674,"96","minus","hard","alpha"
0.0520304567077909,0.125526813501645,0.493957688988674,"96","minus","medium","alpha"
0.0520304567077909,0.234961660242203,0.493957688988674,"96","plus","easy","alpha"
0.0520304567077909,0.0950656506448584,0.493957688988674,"96","plus","hard","alpha"
0.0520304567077909,0.125526813501645,0.493957688988674,"96","plus","medium","alpha"
0.0762317752112232,0.201271847104704,0.35117263434907,"97","minus","easy","alpha"
0.0762317752112232,0.0902201534161449,0.35117263434907,"97","minus","hard","alpha"
0.0762317752112232,0.133985083073646,0.35117263434907,"97","minus","medium","alpha"
0.0762317752112232,0.201271847104704,0.35117263434907,"97","plus","easy","alpha"
0.0762317752112232,0.0902201534161449,0.35117263434907,"97","plus","hard","alpha"
0.0762317752112232,0.133985083073646,0.35117263434907,"97","plus","medium","alpha"
0.0643656963569084,0.163419131155457,0.416872635074587,"98","minus","easy","alpha"
0.0643656963569084,0.0402510956994273,0.416872635074587,"98","minus","hard","alpha"
0.0643656963569084,0.116432683238005,0.416872635074587,"98","minus","medium","alpha"
0.0643656963569084,0.163419131155457,0.416872635074587,"98","plus","easy","alpha"
0.0643656963569084,0.0402510956994273,0.416872635074587,"98","plus","hard","alpha"
0.0643656963569084,0.116432683238005,0.416872635074587,"98","plus","medium","alpha"
0.0668278248483527,0.237832836826373,0.407320378991658,"99","minus","easy","alpha"
0.0668278248483527,0.0839254539208606,0.407320378991658,"99","minus","hard","alpha"
0.0668278248483527,0.161887644368653,0.407320378991658,"99","minus","medium","alpha"
0.0668278248483527,0.237832836826373,0.407320378991658,"99","plus","easy","alpha"
0.0668278248483527,0.0839254539208606,0.407320378991658,"99","plus","hard","alpha"
0.0668278248483527,0.161887644368653,0.407320378991658,"99","plus","medium","alpha"
0.0702215085746894,0.147455421388311,0.351202370963879,"10","minus","easy","beta"
0.0702215085746894,0.0442437786059231,0.351202370963879,"10","minus","hard","beta"
0.0702215085746894,0.113670124508205,0.351202370963879,"10","minus","medium","beta"
0.0702215085746894,0.147455421388311,0.351202370963879,"10","plus","easy","beta"
0.0702215085746894,0.0442437786059231,0.351202370963879,"10","plus","hard","beta"
0.0702215085746894,0.113670124508205,0.351202370963879,"10","plus","medium","beta"
0.0771845540582884,0.152573604438537,0.451732968307513,"11","minus","easy","beta"
0.0771845540582884,0.0540224942013955,0.451732968307513,"11","minus","hard","beta"
0.0771845540582884,0.102338616222144,0.451732968307513,"11","minus","medium","beta"
0.0771845540582884,0.152573604438537,0.451732968307513,"11","plus","easy","beta"
0.0771845540582884,0.0540224942013955,0.451732968307513,"11","plus","hard","beta"
0.0771845540582884,0.102338616222144,0.451732968307513,"11","plus","medium","beta"
0.0686545436716789,0.237053941162595,0.439962657488282,"12","minus","easy","beta"
0.0686545436716789,0.111936223151198,0.439962657488282,"12","minus","hard","beta"
0.0686545436716789,0.156759996061851,0.439962657488282,"12","minus","medium","beta"
0.0686545436716789,0.237053941162595,0.439962657488282,"12","plus","easy","beta"
0.0686545436716789,0.111936223151198,0.439962657488282,"12","plus","hard","beta"
0.0686545436716789,0.156759996061851,0.439962657488282,"12","plus","medium","beta"
0.0685268444629123,0.252178135971932,0.530693801838606,"13","minus","easy","beta"
0.0685268444629123,0.0682887780831329,0.530693801838606,"13","minus","hard","beta"
0.0685268444629123,0.125548415085357,0.530693801838606,"13","minus","medium","beta"
0.0685268444629123,0.252178135971932,0.530693801838606,"13","plus","easy","beta"
0.0685268444629123,0.0682887780831329,0.530693801838606,"13","plus","hard","beta"
0.0685268444629123,0.125548415085357,0.530693801838606,"13","plus","medium","beta"
0.0740972761761291,0.183522602340936,0.363078373681258,"15","minus","easy","beta"
0.0740972761761291,0.0669522015173644,0.363078373681258,"15","minus","hard","beta"
0.0740972761761291,0.103618582608382,0.363078373681258,"15","minus","medium","beta"
0.0740972761761291,0.183522602340936,0.363078373681258,"15","plus","easy","beta"
0.0740972761761291,0.0669522015173644,0.363078373681258,"15","plus","hard","beta"
0.0740972761761291,0.103618582608382,0.363078373681258,"15","plus","medium","beta"
0.0680030731671369,0.254071823924333,0.468088356313981,"16","minus","easy","beta"
0.0680030731671369,0.129989175972064,0.468088356313981,"16","minus","hard","beta"
0.0680030731671369,0.15344405155046,0.468088356313981,"16","minus","medium","beta"
0.0680030731671369,0.254071823924333,0.468088356313981,"16","plus","easy","beta"
0.0680030731671369,0.129989175972064,0.468088356313981,"16","plus","hard","beta"
0.0680030731671369,0.15344405155046,0.468088356313981,"16","plus","medium","beta"
0.0904317587717607,0.162178628790216,0.461336481111119,"17","minus","easy","beta"
0.0904317587717607,0.0634585688224484,0.461336481111119,"17","minus","hard","beta"
0.0904317587717607,0.130042725808007,0.461336481111119,"17","minus","medium","beta"
0.0904317587717607,0.162178628790216,0.461336481111119,"17","plus","easy","beta"
0.0904317587717607,0.0634585688224484,0.461336481111119,"17","plus","hard","beta"
0.0904317587717607,0.130042725808007,0.461336481111119,"17","plus","medium","beta"
0.0840043233001117,0.217833932743944,0.529877876383559,"2","minus","easy","beta"
0.0840043233001117,0.07049834018542,0.529877876383559,"2","minus","hard","beta"
