trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
34,34,34,0,0,47,33,634,['c'],1,left,['2'],5,130,[0.10705168],94,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
35,35,35,0,0,27,53,416,['n'],1,right,['2'],5,149,[-0.15945802],98,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
36,36,36,0,0,27,53,434,['n'],1,right,['2'],5,167,[-0.07653212],84,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
37,37,37,0,0,53,27,484,['c'],1,left,['2'],5,159,[0.09662005],90,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
38,38,38,0,0,33,47,600,['c'],0,right,['2'],5,145,[-0.00201367],49,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
39,39,39,0,0,47,33,934,['c'],1,left,['2'],5,111,[0.04244009],76,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
40,40,40,0,0,44,36,782,['c'],1,left,['2'],5,148,[0.09049582],89,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
41,41,41,0,0,36,44,833,['c'],0,right,['8'],3,839,[0.07246531],67,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
42,42,0,1,0,33,47,2951,['n'],1,right,['2'],5,209,[-0.09753984],87,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
43,43,1,1,0,44,36,584,['c'],1,left,['2'],5,106,[0.11038328],95,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
44,44,2,1,0,33,47,583,['c'],0,right,['2'],5,160,[0.08594899],87,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
45,45,3,1,0,27,53,549,['c'],0,right,['2'],5,172,[0.06434361],80,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
46,46,4,1,0,47,33,783,['c'],1,left,['2'],5,104,[0.10932082],95,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
47,47,5,1,0,27,53,950,['n'],1,right,['2'],5,239,[-0.06912441],78,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
48,48,6,1,0,36,44,1399,['c'],0,right,['2'],5,182,[0.0661694],80,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
49,49,7,1,0,53,27,633,['c'],1,left,['2'],5,231,[0.12176808],91,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
50,50,8,1,0,44,36,866,['c'],1,left,['2'],5,244,[0.09811372],86,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
51,51,9,1,0,27,53,633,['n'],1,right,['2'],5,186,[-0.11333545],91,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
52,52,10,1,0,36,44,1317,['n'],1,right,['2'],5,120,[-0.05720622],82,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
53,53,11,1,0,33,47,651,['n'],1,right,['2'],5,139,[-0.09553277],91,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
54,54,12,1,0,36,44,650,['c'],0,right,['2'],5,172,[0.02410025],63,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
55,55,13,1,0,27,53,700,['n'],1,right,['2'],5,203,[-0.14256339],95,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
56,56,14,1,0,36,44,683,['c'],0,right,['2'],5,225,[0.10905791],89,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
57,57,15,1,0,44,36,667,['c'],1,left,['2'],5,335,[0.07598073],77,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
58,58,16,1,0,53,27,617,['c'],1,left,['2'],5,226,[0.12048526],91,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
59,59,17,1,0,47,33,683,['c'],1,left,['2'],5,583,[0.06170936],67,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
60,60,18,1,0,33,47,1050,['c'],0,right,['2'],5,287,[-0.00672068],47,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
61,61,19,1,0,27,53,484,['n'],1,right,['2'],5,177,[-0.02900926],65,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
62,62,20,1,0,36,44,1133,['n'],1,right,['2'],5,150,[-0.05005865],76,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
63,63,21,1,0,44,36,667,['c'],1,left,['2'],5,167,[0.09760042],90,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
64,64,22,1,0,33,47,867,['c'],0,right,['2'],5,111,[0.02016533],63,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
65,65,23,1,0,44,36,933,['c'],1,left,['2'],5,110,[0.09025447],92,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
66,66,24,1,0,44,36,916,['c'],1,left,['2'],5,126,[0.07188713],86,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
67,67,25,1,0,53,27,800,['c'],1,left,['2'],5,234,[0.19959505],98,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
68,68,26,1,0,33,47,851,['n'],1,right,['2'],5,176,[-0.10955035],91,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
69,69,27,1,0,47,33,1450,['c'],1,left,['2'],5,128,[0.05662001],81,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
70,70,28,1,0,47,33,734,['c'],1,left,['2'],5,199,[0.04656996],72,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
71,71,29,1,0,33,47,1117,['c'],0,right,['2'],5,171,[0.043892],72,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
72,72,30,1,0,47,33,665,['c'],1,left,['2'],5,235,[0.14848214],94,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
73,73,31,1,0,44,36,750,['c'],1,left,['2'],5,213,[0.00186588],51,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
74,74,32,1,0,27,53,667,['n'],1,right,['2'],5,163,[-0.11225034],92,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
75,75,33,1,0,27,53,533,['n'],1,right,['2'],5,129,[-0.10027238],93,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
76,76,34,1,0,36,44,500,['n'],1,right,['2'],5,137,[-0.0862702],89,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
77,77,35,1,0,47,33,867,['c'],1,left,['2'],5,90,[0.08183251],92,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
78,78,36,1,0,36,44,784,['c'],0,right,['2'],5,120,[0.08461327],90,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
79,79,37,1,0,53,27,684,['c'],1,left,['2'],5,129,[0.11635394],95,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
80,80,38,1,0,53,27,533,['c'],1,left,['2'],5,160,[0.09438614],89,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
81,81,39,1,0,47,33,700,['c'],1,left,['2'],5,255,[0.13229985],91,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
82,82,40,1,0,53,27,700,['c'],1,left,['2'],5,210,[0.05398093],74,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
83,83,41,1,0,53,27,567,['c'],1,left,['2'],5,147,[0.12416376],95,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
84,84,0,2,0,47,33,684,['c'],1,left,['2'],5,124,[0.07559214],87,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
85,85,1,2,0,44,36,633,['c'],1,left,['2'],5,134,[0.08422344],89,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
86,86,2,2,0,33,47,467,['c'],0,right,['2'],5,304,[-0.02618121],39,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
87,87,3,2,0,44,36,367,['n'],0,left,['2'],5,182,[-0.03747529],69,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
88,88,4,2,0,53,27,450,['c'],1,left,['2'],5,182,[0.10188543],90,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
89,89,5,2,0,36,44,683,['n'],1,right,['2'],5,149,[-0.06638148],82,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
90,90,6,2,0,44,36,750,['c'],1,left,['2'],5,138,[0.11098326],94,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
91,91,7,2,0,33,47,484,['n'],1,right,['2'],5,139,[-0.1169979],94,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
92,92,8,2,0,53,27,567,['c'],1,left,['2'],5,112,[0.06420149],85,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
93,93,9,2,0,53,27,583,['c'],1,left,['2'],5,118,[0.12161472],96,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
94,94,10,2,0,27,53,567,['n'],1,right,['2'],5,116,[-0.06210579],84,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
95,95,11,2,0,33,47,466,['n'],1,right,['2'],5,150,[-0.10272266],92,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
96,96,12,2,0,47,33,600,['c'],1,left,['2'],5,177,[0.05191215],75,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
97,97,13,2,0,47,33,700,['c'],1,left,['2'],5,119,[0.04699621],77,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
98,98,14,2,0,44,36,1484,['n'],0,left,['2'],5,105,[-0.0787446],90,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
99,99,15,2,0,47,33,434,['c'],1,left,['2'],5,132,[0.0719515],86,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
100,100,16,2,0,44,36,584,['c'],1,left,['2'],5,129,[0.0335388],70,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
101,101,17,2,0,27,53,367,['n'],1,right,['2'],5,142,[-0.15130861],97,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
102,102,18,2,0,36,44,483,['n'],1,right,['2'],5,126,[-0.03313584],70,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
103,103,19,2,0,47,33,484,['c'],1,left,['2'],5,199,[0.14306164],95,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
104,104,20,2,0,36,44,834,['n'],1,right,['2'],5,143,[-0.04514469],75,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
105,105,21,2,0,27,53,617,['n'],1,right,['2'],5,145,[-0.11782456],94,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
106,106,22,2,0,27,53,500,['n'],1,right,['2'],5,169,[-0.11306461],92,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
107,107,23,2,0,27,53,533,['n'],1,right,['2'],5,134,[-0.11928092],95,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
108,108,24,2,0,47,33,516,['c'],1,left,['2'],5,158,[0.1285022],95,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
109,109,25,2,0,53,27,600,['c'],1,left,['2'],5,152,[0.09895445],91,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
110,110,26,2,0,53,27,666,['c'],1,left,['1'],6,169,[0.07061003],82,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
111,111,27,2,0,36,44,1584,['c'],0,right,['2'],5,108,[0.09800805],94,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
112,112,28,2,0,36,44,650,['n'],1,right,['2'],5,135,[-0.03549334],70,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
113,113,29,2,0,33,47,600,['n'],1,right,['2'],5,179,[-0.16533539],97,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
114,114,30,2,0,44,36,683,['c'],1,left,['2'],5,114,[0.06610831],85,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
115,115,31,2,0,53,27,583,['c'],1,left,['2'],5,111,[0.07742024],89,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
116,116,32,2,0,33,47,433,['n'],1,right,['2'],5,154,[-0.07478086],85,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
117,117,33,2,0,36,44,634,['c'],0,right,['2'],5,180,[0.00959099],55,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
118,118,34,2,0,36,44,717,['n'],1,right,['2'],5,121,[-0.09126678],91,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
119,119,35,2,0,33,47,501,['n'],1,right,['2'],5,146,[-0.05596362],79,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
120,120,36,2,0,53,27,451,['c'],1,left,['2'],5,164,[0.14903941],96,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
121,121,37,2,0,27,53,449,['n'],1,right,['2'],5,124,[-0.08781066],90,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
122,122,38,2,0,33,47,633,['n'],1,right,['2'],5,119,[-0.04566583],77,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
123,123,39,2,0,47,33,500,['c'],1,left,['2'],5,136,[0.07494556],86,47,medium,minus,dotcolour,alfa,,,93,19,V,R,
124,124,40,2,0,27,53,467,['n'],1,right,['2'],5,137,[-0.08422643],89,53,easy,minus,dotcolour,alfa,,,93,19,V,R,
125,125,41,2,0,44,36,584,['n'],0,left,['2'],5,102,[-0.05719177],83,44,hard,minus,dotcolour,alfa,,,93,19,V,R,
126,0,0,3,1,36,44,934,['c'],0,right,['8'],3,1015,[-0.12549574],1,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
127,1,1,3,1,53,27,517,['n'],0,left,['2'],5,154,[-0.05655329],99,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
128,2,2,3,1,47,33,534,['c'],1,left,['2'],5,129,[0.13064919],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
129,3,3,3,1,47,33,899,['c'],1,left,['2'],5,145,[0.08614565],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
130,4,4,3,1,53,27,717,['c'],1,left,['2'],5,175,[0.06557209],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
131,5,5,3,1,36,44,800,['n'],1,right,['2'],5,170,[-0.13205386],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
132,6,6,3,1,47,33,934,['c'],1,left,['2'],5,191,[0.06190376],99,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
133,7,7,3,1,53,27,584,['c'],1,left,['2'],5,169,[0.10813845],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
134,8,8,3,1,47,33,300,['n'],0,left,['8'],3,984,[0.08825595],4,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
135,9,9,3,1,27,53,783,['n'],1,right,['2'],5,153,[-0.11059823],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
136,10,10,3,1,27,53,549,['n'],1,right,['2'],5,159,[-0.15514898],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
137,11,11,3,1,27,53,433,['n'],1,right,['2'],5,176,[-0.04214306],97,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
138,12,12,3,1,27,53,333,['n'],1,right,['2'],5,189,[-0.05872008],99,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
139,13,13,3,1,33,47,384,['n'],1,right,['2'],5,943,[-0.17554339],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
140,14,14,3,1,33,47,434,['n'],1,right,['2'],5,257,[-0.0490933],97,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
141,15,15,3,1,33,47,1099,['n'],1,right,['2'],5,180,[-0.04844763],98,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
142,16,16,3,1,27,53,483,['n'],1,right,['2'],5,211,[-0.14535286],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
143,17,17,3,1,36,44,566,['c'],0,right,['2'],5,213,[0.07948783],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
144,18,18,3,1,53,27,650,['c'],1,left,['2'],5,203,[0.18302963],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
145,19,19,3,1,33,47,668,['n'],1,right,['2'],5,210,[-0.1087483],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
146,20,20,3,1,53,27,517,['c'],1,left,['2'],5,189,[0.10630189],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
147,21,21,3,1,27,53,567,['n'],1,right,['2'],5,289,[-0.05495503],98,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
148,22,22,3,1,47,33,1200,['c'],1,left,['2'],5,142,[0.07338937],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
149,23,23,3,1,36,44,984,['c'],0,right,['2'],5,82,[0.04690463],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
150,24,24,3,1,44,36,717,['n'],0,left,['8'],3,972,[-0.16650272],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
151,25,25,3,1,44,36,799,['c'],1,left,['2'],5,141,[0.12663702],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
152,26,26,3,1,44,36,750,['n'],0,left,['2'],5,139,[-0.0853588],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
153,27,27,3,1,33,47,665,['n'],1,right,['2'],5,204,[-0.16539937],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
154,28,28,3,1,44,36,533,['c'],1,left,['2'],5,152,[0.152844],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
155,29,29,3,1,44,36,667,['c'],1,left,['2'],5,153,[0.13489018],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
156,30,30,3,1,33,47,666,['n'],1,right,['2'],5,129,[-0.06645484],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
157,31,31,3,1,53,27,617,['c'],1,left,['2'],5,205,[0.12207549],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
158,32,32,3,1,36,44,584,['n'],1,right,['2'],5,455,[-0.08570929],99,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
159,33,33,3,1,47,33,584,['c'],1,left,['2'],5,110,[0.03597563],98,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
160,34,34,3,1,36,44,683,['n'],1,right,['2'],5,160,[-0.11655813],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
161,35,35,3,1,44,36,483,['c'],1,left,['2'],5,159,[0.09481099],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
162,36,36,3,1,36,44,667,['c'],0,right,['2'],5,144,[0.0103951],73,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
163,37,37,3,1,33,47,2400,['c'],0,right,['3'],4,162,[0.04251909],98,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
164,38,38,3,1,44,36,483,['n'],0,left,['2'],5,265,[-0.07103737],99,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
165,39,39,3,1,47,33,566,['c'],1,left,['2'],5,146,[0.13874755],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
166,40,40,3,1,27,53,634,['n'],1,right,['2'],5,147,[-0.13368686],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
167,41,41,3,1,53,27,1250,['n'],0,left,['2'],5,349,[-0.00325054],55,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
168,42,0,4,1,33,47,718,['n'],1,right,['2'],5,128,[-0.15030918],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
169,43,1,4,1,33,47,1201,['n'],1,right,['2'],5,188,[-0.08261362],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
170,44,2,4,1,53,27,584,['c'],1,left,['2'],5,143,[0.14251766],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
171,45,3,4,1,33,47,1600,['c'],0,right,['2'],5,90,[0.02683799],96,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
172,46,4,4,1,44,36,583,['c'],1,left,['2'],5,224,[0.10705951],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
173,47,5,4,1,33,47,651,['n'],1,right,['2'],5,158,[-0.05710553],99,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
174,48,6,4,1,36,44,700,['n'],1,right,['2'],5,165,[-0.05984692],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
175,49,7,4,1,33,47,516,['c'],0,right,['2'],5,155,[0.08658055],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
176,50,8,4,1,44,36,567,['n'],0,left,['2'],5,111,[-0.03836271],98,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
177,51,9,4,1,44,36,550,['c'],1,left,['2'],5,150,[0.13332398],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
178,52,10,4,1,47,33,683,['c'],1,left,['2'],5,174,[0.12164894],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
179,53,11,4,1,47,33,383,['c'],1,left,['2'],5,129,[0.06606187],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
180,54,12,4,1,44,36,301,['n'],0,left,['2'],5,170,[-0.11520574],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
181,55,13,4,1,47,33,467,['c'],1,left,['2'],5,153,[0.04637687],99,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
182,56,14,4,1,33,47,567,['n'],1,right,['2'],5,142,[-0.12478198],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
183,57,15,4,1,27,53,434,['n'],1,right,['2'],5,167,[-0.18967158],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
184,58,16,4,1,47,33,467,['c'],1,left,['2'],5,176,[0.10426911],100,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
185,59,17,4,1,36,44,667,['c'],0,right,['2'],5,135,[0.04474273],99,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
186,60,18,4,1,27,53,434,['n'],1,right,['2'],5,146,[-0.13044214],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
187,61,19,4,1,53,27,467,['n'],0,left,['9'],2,1051,[0.21529461],0,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
188,62,20,4,1,53,27,548,['c'],1,left,['2'],5,123,[0.06915323],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
189,63,21,4,1,36,44,916,['n'],1,right,['2'],5,178,[-0.05602659],99,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
190,64,22,4,1,47,33,584,['n'],0,left,['9'],2,1205,[0.095424],4,47,medium,plus,dotcolour,alfa,,,93,19,V,R,
191,65,23,4,1,36,44,950,['c'],0,right,['2'],5,88,[0.11630115],100,44,hard,plus,dotcolour,alfa,,,93,19,V,R,
192,66,24,4,1,53,27,583,['c'],1,left,['2'],5,111,[0.11447029],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
193,67,25,4,1,27,53,516,['n'],1,right,['2'],5,175,[-0.08878245],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
194,68,26,4,1,53,27,683,['c'],1,left,['2'],5,165,[0.06391784],100,53,easy,plus,dotcolour,alfa,,,93,19,V,R,
