trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
66,66,24,1,0,27,53,666,['n'],1,right,['0'],6,309,[-0.04697102],43,53,easy,minus,dotcolour,beta,,,27,18,V,R,
67,67,25,1,0,27,53,1098,['n'],1,right,['0'],6,350,[-0.111214],84,53,easy,minus,dotcolour,beta,,,27,18,V,R,
68,68,26,1,0,47,33,715,['c'],1,left,['0'],6,365,[0.00831255],20,47,medium,minus,dotcolour,beta,,,27,18,V,R,
69,69,27,1,0,53,27,1165,['c'],1,left,['0'],6,240,[0.16073823],98,53,easy,minus,dotcolour,beta,,,27,18,V,R,
70,70,28,1,0,33,47,1715,['n'],1,right,['0'],6,452,[0.01719892],12,47,medium,minus,dotcolour,beta,,,27,18,V,R,
71,71,29,1,0,36,44,1848,['c'],0,right,['8'],4,841,[0.09474592],68,44,hard,minus,dotcolour,beta,,,27,18,V,R,
72,72,30,1,0,33,47,1432,['n'],1,right,['8'],4,446,[-0.05415615],49,47,medium,minus,dotcolour,beta,,,27,18,V,R,
73,73,31,1,0,36,44,1232,['n'],1,right,['8'],4,380,[-0.04724246],44,44,hard,minus,dotcolour,beta,,,27,18,V,R,
74,74,32,1,0,36,44,914,['n'],1,right,['8'],4,338,[-0.05270845],48,44,hard,minus,dotcolour,beta,,,27,18,V,R,
75,75,33,1,0,47,33,1016,['c'],1,left,['0'],6,381,[0.03703665],37,47,medium,minus,dotcolour,beta,,,27,18,V,R,
76,76,34,1,0,33,47,999,['n'],1,right,['8'],4,351,[-0.187534],98,47,medium,minus,dotcolour,beta,,,27,18,V,R,
77,77,35,1,0,47,33,865,['c'],1,left,['8'],4,455,[0.0375371],38,47,medium,minus,dotcolour,beta,,,27,18,V,R,
78,78,36,1,0,44,36,900,['c'],1,left,['8'],4,1058,[0.0273696],38,44,hard,minus,dotcolour,beta,,,27,18,V,R,
79,79,37,1,0,53,27,882,['c'],1,left,['0'],6,229,[0.17191356],99,53,easy,minus,dotcolour,beta,,,27,18,V,R,
80,80,38,1,0,27,53,781,['n'],1,right,['0'],6,230,[-0.11909317],92,53,easy,minus,dotcolour,beta,,,27,18,V,R,
81,81,39,1,0,33,47,1266,['n'],1,right,['0'],6,268,[-0.12034153],90,47,medium,minus,dotcolour,beta,,,27,18,V,R,
82,82,40,1,0,47,33,731,['c'],1,left,['0'],6,261,[0.03120432],30,47,medium,minus,dotcolour,beta,,,27,18,V,R,
83,83,41,1,0,27,53,1265,['n'],1,right,['0'],6,257,[-0.1145566],89,53,easy,minus,dotcolour,beta,,,27,18,V,R,
84,84,0,2,0,27,53,716,['n'],1,right,['9'],5,815,[-0.31747359],99,53,easy,minus,dotcolour,beta,,,27,18,V,R,
85,85,1,2,0,47,33,699,['c'],1,left,['9'],5,380,[0.06439399],56,47,medium,minus,dotcolour,beta,,,27,18,V,R,
86,86,2,2,0,47,33,497,['c'],1,left,['9'],5,323,[0.13222796],92,47,medium,minus,dotcolour,beta,,,27,18,V,R,
87,87,3,2,0,44,36,1483,['c'],1,left,['9'],5,283,[0.13911669],94,44,hard,minus,dotcolour,beta,,,27,18,V,R,
88,88,4,2,0,47,33,967,['c'],1,left,['9'],5,226,[0.05465152],49,47,medium,minus,dotcolour,beta,,,27,18,V,R,
89,89,5,2,0,27,53,499,['n'],1,right,['0'],6,342,[-0.11480823],86,53,easy,minus,dotcolour,beta,,,27,18,V,R,
90,90,6,2,0,27,53,550,['n'],1,right,['0'],6,307,[-0.07693393],67,53,easy,minus,dotcolour,beta,,,27,18,V,R,
91,91,7,2,0,33,47,1199,['n'],1,right,['0'],6,200,[-0.08330924],75,47,medium,minus,dotcolour,beta,,,27,18,V,R,
92,92,8,2,0,27,53,834,['n'],1,right,['0'],6,264,[-0.10963691],87,53,easy,minus,dotcolour,beta,,,27,18,V,R,
93,93,9,2,0,53,27,816,['c'],1,left,['0'],6,174,[0.05751074],52,53,easy,minus,dotcolour,beta,,,27,18,V,R,
94,94,10,2,0,33,47,1082,['c'],0,right,['0'],6,189,[0.04931852],44,47,medium,minus,dotcolour,beta,,,27,18,V,R,
95,95,11,2,0,44,36,1931,['c'],1,left,['9'],5,530,[0.14164],89,44,hard,minus,dotcolour,beta,,,27,18,V,R,
96,96,12,2,0,36,44,1764,['c'],0,right,['9'],5,296,[0.08613477],73,44,hard,minus,dotcolour,beta,,,27,18,V,R,
97,97,13,2,0,36,44,999,['c'],0,right,['9'],5,172,[0.10985656],91,44,hard,minus,dotcolour,beta,,,27,18,V,R,
98,98,14,2,0,47,33,617,['c'],1,left,['9'],5,182,[0.09580018],85,47,medium,minus,dotcolour,beta,,,27,18,V,R,
99,99,15,2,0,53,27,616,['c'],1,left,['0'],6,271,[0.06140746],55,53,easy,minus,dotcolour,beta,,,27,18,V,R,
100,100,16,2,0,36,44,698,['n'],1,right,['0'],6,266,[-0.01429593],19,44,hard,minus,dotcolour,beta,,,27,18,V,R,
101,101,17,2,0,53,27,632,['c'],1,left,['9'],5,335,[0.11613701],87,53,easy,minus,dotcolour,beta,,,27,18,V,R,
102,102,18,2,0,44,36,632,['c'],1,left,['0'],6,378,[0.14533038],93,44,hard,minus,dotcolour,beta,,,27,18,V,R,
103,103,19,2,0,47,33,682,['n'],0,left,['0'],6,305,[-0.00301087],15,47,medium,minus,dotcolour,beta,,,27,18,V,R,
104,104,20,2,0,47,33,764,['c'],1,left,['0'],6,382,[0.15663422],95,47,medium,minus,dotcolour,beta,,,27,18,V,R,
105,105,21,2,0,36,44,766,['n'],1,right,['0'],6,273,[-0.0951068],80,44,hard,minus,dotcolour,beta,,,27,18,V,R,
106,106,22,2,0,27,53,781,['n'],1,right,['0'],6,304,[-0.14747842],95,53,easy,minus,dotcolour,beta,,,27,18,V,R,
107,107,23,2,0,53,27,599,['c'],1,left,['0'],6,357,[0.14661321],94,53,easy,minus,dotcolour,beta,,,27,18,V,R,
108,108,24,2,0,44,36,498,['c'],1,left,['0'],6,324,[0.07232568],63,44,hard,minus,dotcolour,beta,,,27,18,V,R,
109,109,25,2,0,44,36,598,['c'],1,left,['9'],5,328,[0.06936756],61,44,hard,minus,dotcolour,beta,,,27,18,V,R,
110,110,26,2,0,33,47,698,['n'],1,right,['0'],6,240,[-0.02045118],22,47,medium,minus,dotcolour,beta,,,27,18,V,R,
111,111,27,2,0,44,36,932,['c'],1,left,['9'],5,234,[0.13311842],95,44,hard,minus,dotcolour,beta,,,27,18,V,R,
112,112,28,2,0,33,47,715,['n'],1,right,['9'],5,350,[-0.0998383],79,47,medium,minus,dotcolour,beta,,,27,18,V,R,
113,113,29,2,0,36,44,581,['c'],0,right,['9'],5,218,[0.03800492],34,44,hard,minus,dotcolour,beta,,,27,18,V,R,
114,114,30,2,0,36,44,768,['c'],0,right,['9'],5,275,[0.01246555],19,44,hard,minus,dotcolour,beta,,,27,18,V,R,
115,115,31,2,0,36,44,883,['n'],1,right,['9'],5,254,[-0.0703171],63,44,hard,minus,dotcolour,beta,,,27,18,V,R,
116,116,32,2,0,53,27,530,['c'],1,left,['9'],5,200,[0.07843965],72,53,easy,minus,dotcolour,beta,,,27,18,V,R,
117,117,33,2,0,53,27,734,['c'],1,left,['9'],5,140,[0.0728982],70,53,easy,minus,dotcolour,beta,,,27,18,V,R,
118,118,34,2,0,27,53,783,['n'],1,right,['0'],6,152,[-0.11199716],93,53,easy,minus,dotcolour,beta,,,27,18,V,R,
119,119,35,2,0,53,27,564,['c'],1,left,['9'],5,245,[0.13868709],95,53,easy,minus,dotcolour,beta,,,27,18,V,R,
120,120,36,2,0,44,36,1116,['c'],1,left,['3'],3,119,[0.04835287],41,44,hard,minus,dotcolour,beta,,,27,18,V,R,
121,121,37,2,0,33,47,631,['n'],1,right,['9'],5,299,[-0.06498756],58,47,medium,minus,dotcolour,beta,,,27,18,V,R,
122,122,38,2,0,47,33,933,['c'],1,left,['9'],5,203,[0.11091517],90,47,medium,minus,dotcolour,beta,,,27,18,V,R,
123,123,39,2,0,33,47,683,['n'],1,right,['9'],5,169,[-0.08791682],80,47,medium,minus,dotcolour,beta,,,27,18,V,R,
124,124,40,2,0,27,53,600,['n'],1,right,['9'],5,219,[-0.13470026],95,53,easy,minus,dotcolour,beta,,,27,18,V,R,
125,125,41,2,0,33,47,498,['n'],1,right,['9'],5,144,[-0.1010204],90,47,medium,minus,dotcolour,beta,,,27,18,V,R,
126,0,0,3,1,36,44,815,['c'],0,right,['9'],5,294,[0.08996904],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
127,1,1,3,1,36,44,732,['n'],1,right,['1'],1,1142,[-0.24620309],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
128,2,2,3,1,44,36,1065,['n'],0,left,['0'],6,231,[-0.00415023],90,44,hard,plus,dotcolour,beta,,,27,18,V,R,
129,3,3,3,1,53,27,981,['c'],1,left,['0'],6,207,[0.16541446],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
130,4,4,3,1,44,36,647,['c'],1,left,['8'],4,1158,[0.24119581],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
131,5,5,3,1,53,27,815,['c'],1,left,['0'],6,752,[0.17201026],99,53,easy,plus,dotcolour,beta,,,27,18,V,R,
132,6,6,3,1,53,27,682,['c'],1,left,['0'],6,176,[0.0977619],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
133,7,7,3,1,44,36,933,['n'],0,left,['8'],4,381,[0.00458304],82,44,hard,plus,dotcolour,beta,,,27,18,V,R,
134,8,8,3,1,33,47,1283,['c'],0,right,['8'],4,404,[0.07075736],97,47,medium,plus,dotcolour,beta,,,27,18,V,R,
135,9,9,3,1,44,36,715,['c'],1,left,['9'],5,376,[0.14338145],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
136,10,10,3,1,47,33,599,['c'],1,left,['9'],5,209,[0.13375201],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
137,11,11,3,1,27,53,816,['n'],1,right,['0'],6,194,[-0.05337121],99,53,easy,plus,dotcolour,beta,,,27,18,V,R,
138,12,12,3,1,44,36,965,['c'],1,left,['8'],4,588,[0.17390476],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
139,13,13,3,1,33,47,916,['n'],1,right,['9'],5,417,[-0.11595909],99,47,medium,plus,dotcolour,beta,,,27,18,V,R,
140,14,14,3,1,36,44,1100,['n'],1,right,['0'],6,493,[-0.24293258],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
141,15,15,3,1,47,33,850,['c'],1,left,['0'],6,209,[0.09293449],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
142,16,16,3,1,47,33,1065,['c'],1,left,['9'],5,191,[0.09035591],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
143,17,17,3,1,44,36,1317,['c'],1,left,['9'],5,228,[0.06254329],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
144,18,18,3,1,27,53,798,['n'],1,right,['0'],6,204,[-0.06758357],99,53,easy,plus,dotcolour,beta,,,27,18,V,R,
145,19,19,3,1,36,44,799,['n'],1,right,['9'],5,269,[-0.04362613],97,44,hard,plus,dotcolour,beta,,,27,18,V,R,
146,20,20,3,1,47,33,665,['c'],1,left,['0'],6,249,[0.0207685],94,47,medium,plus,dotcolour,beta,,,27,18,V,R,
147,21,21,3,1,36,44,963,['c'],0,right,['8'],4,226,[0.03493186],97,44,hard,plus,dotcolour,beta,,,27,18,V,R,
148,22,22,3,1,27,53,565,['n'],1,right,['9'],5,203,[-0.02858698],97,53,easy,plus,dotcolour,beta,,,27,18,V,R,
149,23,23,3,1,33,47,714,['n'],1,right,['9'],5,319,[-0.09211972],99,47,medium,plus,dotcolour,beta,,,27,18,V,R,
150,24,24,3,1,33,47,1265,['n'],1,right,['9'],5,289,[-0.109508],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
151,25,25,3,1,27,53,1298,['c'],0,right,['9'],5,235,[0.04099944],97,53,easy,plus,dotcolour,beta,,,27,18,V,R,
152,26,26,3,1,27,53,582,['n'],1,right,['9'],5,220,[-0.16484519],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
153,27,27,3,1,33,47,1231,['n'],1,right,['0'],6,251,[-0.11214391],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
154,28,28,3,1,53,27,649,['c'],1,left,['0'],6,232,[0.08764667],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
155,29,29,3,1,47,33,765,['c'],1,left,['0'],6,185,[0.14319731],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
156,30,30,3,1,33,47,932,['n'],1,right,['0'],6,294,[-0.0735915],99,47,medium,plus,dotcolour,beta,,,27,18,V,R,
157,31,31,3,1,33,47,1016,['n'],1,right,['0'],6,122,[-0.09167935],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
158,32,32,3,1,47,33,1382,['c'],1,left,['0'],6,232,[0.04737377],98,47,medium,plus,dotcolour,beta,,,27,18,V,R,
159,33,33,3,1,53,27,550,['c'],1,left,['0'],6,178,[0.02591729],97,53,easy,plus,dotcolour,beta,,,27,18,V,R,
160,34,34,3,1,27,53,416,['n'],1,right,['0'],6,147,[-0.07929003],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
161,35,35,3,1,44,36,765,['c'],1,left,['0'],6,152,[0.05527349],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
162,36,36,3,1,47,33,764,['c'],1,left,['0'],6,196,[0.1476484],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
163,37,37,3,1,36,44,631,['n'],1,right,['0'],6,213,[-0.11060494],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
164,38,38,3,1,53,27,483,['c'],1,left,['0'],6,194,[0.11662101],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
165,39,39,3,1,36,44,750,['n'],1,right,['0'],6,197,[-0.11861831],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
166,40,40,3,1,27,53,499,['n'],1,right,['0'],6,267,[-0.10113092],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
167,41,41,3,1,53,27,497,['c'],1,left,['0'],6,237,[0.04720924],98,53,easy,plus,dotcolour,beta,,,27,18,V,R,
168,42,0,4,1,47,33,816,['c'],1,left,['0'],6,310,[0.09145058],99,47,medium,plus,dotcolour,beta,,,27,18,V,R,
169,43,1,4,1,33,47,583,['n'],1,right,['9'],5,220,[-0.14027536],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
170,44,2,4,1,27,53,548,['n'],1,right,['0'],6,262,[-0.01779364],93,53,easy,plus,dotcolour,beta,,,27,18,V,R,
171,45,3,4,1,33,47,532,['n'],1,right,['0'],6,199,[-0.01909659],95,47,medium,plus,dotcolour,beta,,,27,18,V,R,
172,46,4,4,1,33,47,448,['c'],0,right,['1'],1,1239,[-0.04288328],55,47,medium,plus,dotcolour,beta,,,27,18,V,R,
173,47,5,4,1,36,44,965,['n'],1,right,['0'],6,303,[-0.25498567],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
174,48,6,4,1,44,36,915,['c'],1,left,['0'],6,272,[0.08589764],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
175,49,7,4,1,53,27,798,['c'],1,left,['0'],6,327,[0.09529285],99,53,easy,plus,dotcolour,beta,,,27,18,V,R,
176,50,8,4,1,36,44,633,['n'],1,right,['0'],6,217,[-0.06283813],99,44,hard,plus,dotcolour,beta,,,27,18,V,R,
177,51,9,4,1,36,44,616,['n'],1,right,['0'],6,273,[-0.13177245],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
178,52,10,4,1,47,33,882,['c'],1,left,['0'],6,228,[0.06964265],99,47,medium,plus,dotcolour,beta,,,27,18,V,R,
179,53,11,4,1,27,53,365,['n'],1,right,['0'],6,301,[-0.19054636],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
180,54,12,4,1,53,27,533,['c'],1,left,['0'],6,196,[0.16940186],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
181,55,13,4,1,47,33,515,['n'],0,left,['1'],1,1153,[-0.03005898],81,47,medium,plus,dotcolour,beta,,,27,18,V,R,
182,56,14,4,1,33,47,899,['n'],1,right,['0'],6,168,[-0.08957185],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
183,57,15,4,1,47,33,666,['c'],1,left,['0'],6,288,[0.12093669],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
184,58,16,4,1,44,36,632,['c'],1,left,['9'],5,269,[0.16061853],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
185,59,17,4,1,44,36,699,['c'],1,left,['9'],5,271,[0.12867334],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
186,60,18,4,1,44,36,2015,['c'],1,left,['3'],3,2021,[0.15215667],93,44,hard,plus,dotcolour,beta,,,27,18,V,R,
187,61,19,4,1,27,53,863,['n'],1,right,['0'],6,226,[-0.1169431],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
188,62,20,4,1,36,44,1100,['n'],1,right,['9'],5,238,[-0.03578027],97,44,hard,plus,dotcolour,beta,,,27,18,V,R,
189,63,21,4,1,53,27,533,['c'],1,left,['0'],6,329,[0.17629224],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
190,64,22,4,1,36,44,1132,['c'],0,right,['9'],5,231,[0.131557],100,44,hard,plus,dotcolour,beta,,,27,18,V,R,
191,65,23,4,1,27,53,800,['n'],1,right,['0'],6,151,[-0.1619853],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
192,66,24,4,1,47,33,1149,['c'],1,left,['9'],5,293,[0.06507694],98,47,medium,plus,dotcolour,beta,,,27,18,V,R,
193,67,25,4,1,33,47,867,['n'],1,right,['9'],5,287,[-0.1272329],100,47,medium,plus,dotcolour,beta,,,27,18,V,R,
194,68,26,4,1,53,27,515,['c'],1,left,['9'],5,256,[0.03642706],96,53,easy,plus,dotcolour,beta,,,27,18,V,R,
195,69,27,4,1,27,53,832,['n'],1,right,['0'],6,230,[-0.02174606],95,53,easy,plus,dotcolour,beta,,,27,18,V,R,
196,70,28,4,1,53,27,501,['c'],1,left,['0'],6,218,[0.10028721],100,53,easy,plus,dotcolour,beta,,,27,18,V,R,
