trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
43,43,1,1,0,27,53,867,['n'],1,right,['9'],5,502,[-0.19493248],92,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
44,44,2,1,0,36,44,933,['n'],1,right,['9'],5,262,[-0.13640394],92,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
45,45,3,1,0,36,44,1417,['c'],0,right,['9'],5,236,[0.168956],96,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
46,46,4,1,0,33,47,867,['n'],1,right,['8'],4,650,[-0.28628475],96,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
47,47,5,1,0,36,44,801,['n'],1,right,['9'],5,361,[-0.10804955],83,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
48,48,6,1,0,47,33,866,['c'],1,left,['8'],4,514,[0.06499892],69,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
49,49,7,1,0,47,33,966,['c'],1,left,['8'],4,783,[0.25534616],93,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
50,50,8,1,0,36,44,866,['n'],1,right,['9'],5,294,[-0.0283265],62,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
51,51,9,1,0,33,47,816,['c'],0,right,['9'],5,739,[0.0419496],61,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
52,52,10,1,0,53,27,800,['c'],1,left,['9'],5,518,[0.1989621],92,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
53,53,11,1,0,33,47,1267,['n'],1,right,['8'],4,1400,[-0.16828956],78,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
54,54,12,1,0,44,36,699,['c'],1,left,['9'],5,445,[-0.03928813],37,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
55,55,13,1,0,33,47,1084,['n'],1,right,['9'],5,257,[-0.14664553],93,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
56,56,14,1,0,47,33,4167,['n'],0,left,['8'],4,482,[-0.04641424],65,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
57,57,15,1,0,47,33,934,['c'],1,left,['9'],5,322,[0.13602165],90,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
58,58,16,1,0,47,33,1900,['c'],1,left,['8'],4,754,[0.14888718],82,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
59,59,17,1,0,44,36,1250,['c'],1,left,['8'],4,619,[0.09578585],75,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
60,60,18,1,0,33,47,1283,['n'],1,right,['8'],4,336,[-0.03162975],62,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
61,61,19,1,0,27,53,967,['n'],1,right,['9'],5,253,[-0.19010391],97,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
62,62,20,1,0,33,47,1701,['c'],0,right,['8'],4,209,[-0.00018262],50,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
63,63,21,1,0,44,36,3017,['n'],0,left,['9'],5,313,[-0.0117603],55,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
64,64,22,1,0,33,47,1168,['n'],1,right,['8'],4,383,[-0.11872029],85,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
65,65,23,1,0,44,36,967,['n'],0,left,['8'],4,618,[-0.09613123],75,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
66,66,24,1,0,53,27,3117,['c'],1,left,['3'],3,2726,[0.33628338],86,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
67,67,25,1,0,27,53,916,['n'],1,right,['9'],5,309,[-0.0680496],75,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
68,68,26,1,0,53,27,1067,['c'],1,left,['9'],5,503,[0.08526211],75,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
69,69,27,1,0,27,53,901,['n'],1,right,['9'],5,264,[-0.09341255],84,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
70,70,28,1,0,44,36,916,['c'],1,left,['8'],4,650,[0.08301705],72,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
71,71,29,1,0,53,27,835,['c'],1,left,['8'],4,216,[0.10852313],89,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
72,72,30,1,0,27,53,967,['n'],1,right,['9'],5,218,[-0.13515135],93,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
73,73,31,1,0,36,44,1683,['n'],1,right,['8'],4,895,[-0.06054641],64,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
74,74,32,1,0,53,27,900,['c'],1,left,['9'],5,242,[0.1649575],95,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
75,75,33,1,0,47,33,1351,['c'],1,left,['9'],5,171,[0.10451675],91,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
76,76,34,1,0,36,44,2267,['n'],1,right,['8'],4,338,[-0.12432447],87,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
77,77,35,1,0,53,27,917,['c'],1,left,['9'],5,225,[0.09399398],86,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
78,78,36,1,0,44,36,1267,['c'],1,left,['9'],5,150,[0.06798731],83,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
79,79,37,1,0,53,27,650,['c'],1,left,['0'],6,584,[0.0985052],76,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
80,80,38,1,0,36,44,1084,['n'],1,right,['9'],5,255,[-0.04243706],68,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
81,81,39,1,0,27,53,934,['n'],1,right,['9'],5,272,[-0.11677389],88,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
82,82,40,1,0,27,53,868,['n'],1,right,['9'],5,364,[-0.09739239],81,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
83,83,41,1,0,44,36,1000,['c'],1,left,['9'],5,351,[-0.04923658],32,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
84,84,0,2,0,44,36,2434,['c'],1,left,['8'],4,661,[0.18882408],89,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
85,85,1,2,0,33,47,801,['n'],1,right,['9'],5,323,[-0.11149856],85,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
86,86,2,2,0,36,44,1517,['n'],1,right,['9'],5,251,[-0.13205622],91,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
87,87,3,2,0,47,33,767,['c'],1,left,['9'],5,243,[0.11461012],89,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
88,88,4,2,0,53,27,784,['c'],1,left,['0'],6,371,[0.0934922],80,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
89,89,5,2,0,33,47,1167,['n'],1,right,['8'],4,415,[0.00221447],49,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
90,90,6,2,0,53,27,717,['c'],1,left,['9'],5,298,[0.11360439],87,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
91,91,7,2,0,33,47,983,['n'],1,right,['9'],5,241,[0.00208903],49,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
92,92,8,2,0,33,47,1666,['n'],1,right,['9'],5,214,[-0.07724213],82,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
93,93,9,2,0,47,33,749,['c'],1,left,['9'],5,441,[0.03084039],60,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
94,94,10,2,0,44,36,1383,['c'],1,left,['9'],5,232,[0.06561671],77,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
95,95,11,2,0,53,27,667,['c'],1,left,['9'],5,357,[0.18158082],94,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
96,96,12,2,0,27,53,984,['n'],1,right,['0'],6,233,[-0.09618942],86,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
97,97,13,2,0,27,53,2233,['n'],1,right,['9'],5,487,[-0.21720734],94,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
98,98,14,2,0,27,53,1000,['n'],1,right,['0'],6,309,[-0.07326083],77,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
99,99,15,2,0,47,33,784,['c'],1,left,['9'],5,234,[0.08677433],83,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
100,100,16,2,0,44,36,899,['c'],1,left,['9'],5,207,[0.10025824],88,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
101,101,17,2,0,53,27,801,['c'],1,left,['9'],5,263,[0.06088821],74,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
102,102,18,2,0,36,44,934,['n'],1,right,['9'],5,208,[-0.09624683],87,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
103,103,19,2,0,53,27,782,['c'],1,left,['9'],5,258,[0.06801196],77,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
104,104,20,2,0,47,33,1618,['c'],1,left,['9'],5,176,[0.03490643],68,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
105,105,21,2,0,33,47,784,['n'],1,right,['9'],5,322,[-0.12067966],87,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
106,106,22,2,0,36,44,883,['n'],1,right,['9'],5,459,[-0.02084689],57,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
107,107,23,2,0,53,27,867,['c'],1,left,['9'],5,215,[0.03422344],66,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
108,108,24,2,0,36,44,2667,['n'],1,right,['8'],4,261,[-0.17424599],96,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
109,109,25,2,0,53,27,1050,['c'],1,left,['8'],4,794,[0.06253792],65,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
110,110,26,2,0,27,53,982,['n'],1,right,['8'],4,348,[-0.10695561],84,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
111,111,27,2,0,33,47,1018,['n'],1,right,['9'],5,246,[-0.17735393],96,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
112,112,28,2,0,44,36,2333,['n'],0,left,['8'],4,337,[0.02947154],39,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
113,113,29,2,0,27,53,933,['n'],1,right,['9'],5,295,[-0.19391531],96,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
114,114,30,2,0,36,44,1417,['n'],1,right,['8'],4,1556,[-0.2227608],83,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
115,115,31,2,0,47,33,966,['c'],1,left,['8'],4,264,[0.0741777],79,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
116,116,32,2,0,27,53,850,['n'],1,right,['8'],4,213,[-0.15766592],96,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
117,117,33,2,0,33,47,1850,['n'],1,right,['8'],4,291,[-0.05657199],72,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
118,118,34,2,0,44,36,850,['c'],1,left,['8'],4,231,[0.12945425],92,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
119,119,35,2,0,36,44,916,['n'],1,right,['8'],4,266,[-0.08350441],81,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
120,120,36,2,0,27,53,682,['n'],1,right,['8'],4,253,[-0.06632301],77,53,easy,minus,dotcolour,alfa,,,95,18,V,R,
121,121,37,2,0,36,44,833,['c'],0,right,['9'],5,235,[0.05746443],74,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
122,122,38,2,0,44,36,1700,['c'],1,left,['8'],4,247,[0.04782409],70,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
123,123,39,2,0,47,33,1434,['c'],1,left,['8'],4,270,[0.09946665],85,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
124,124,40,2,0,44,36,1050,['n'],0,left,['3'],3,1906,[-0.14232417],72,44,hard,minus,dotcolour,alfa,,,95,18,V,R,
125,125,41,2,0,47,33,767,['c'],1,left,['8'],4,312,[0.00931378],54,47,medium,minus,dotcolour,alfa,,,95,18,V,R,
126,0,0,3,1,33,47,1968,['n'],1,right,['8'],4,1009,[-0.19562693],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
127,1,1,3,1,33,47,950,['n'],1,right,['8'],4,276,[-0.01820775],78,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
128,2,2,3,1,27,53,1682,['n'],1,right,['9'],5,335,[-0.04927885],96,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
129,3,3,3,1,44,36,900,['n'],0,left,['8'],4,1158,[0.27421869],0,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
130,4,4,3,1,53,27,1284,['c'],1,left,['0'],6,1246,[0.29289023],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
131,5,5,3,1,44,36,1517,['c'],1,left,['9'],5,312,[0.04385456],94,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
132,6,6,3,1,27,53,900,['n'],1,right,['8'],4,321,[-0.2089991],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
133,7,7,3,1,36,44,1150,['n'],1,right,['8'],4,184,[-0.12528347],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
134,8,8,3,1,53,27,885,['c'],1,left,['9'],5,263,[0.00114242],52,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
135,9,9,3,1,47,33,834,['c'],1,left,['9'],5,308,[0.09805061],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
136,10,10,3,1,53,27,735,['c'],1,left,['9'],5,163,[0.13480114],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
137,11,11,3,1,27,53,950,['n'],1,right,['9'],5,232,[-0.1155451],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
138,12,12,3,1,27,53,834,['n'],1,right,['9'],5,254,[-0.10564547],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
139,13,13,3,1,27,53,933,['n'],1,right,['9'],5,272,[-0.09557246],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
140,14,14,3,1,44,36,850,['c'],1,left,['8'],4,300,[0.14484446],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
141,15,15,3,1,36,44,1666,['c'],0,right,['8'],4,359,[-0.00455708],43,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
142,16,16,3,1,47,33,717,['c'],1,left,['9'],5,509,[0.08067944],98,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
143,17,17,3,1,36,44,1000,['c'],0,right,['9'],5,370,[0.02851155],84,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
144,18,18,3,1,36,44,883,['n'],1,right,['9'],5,209,[-0.06104663],99,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
145,19,19,3,1,36,44,833,['n'],1,right,['9'],5,240,[-0.04902824],97,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
146,20,20,3,1,53,27,650,['c'],1,left,['9'],5,214,[0.04839904],98,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
147,21,21,3,1,27,53,767,['n'],1,right,['0'],6,576,[-0.1242575],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
148,22,22,3,1,53,27,799,['c'],1,left,['0'],6,282,[0.06057687],98,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
149,23,23,3,1,33,47,850,['n'],1,right,['0'],6,262,[-0.07804635],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
150,24,24,3,1,47,33,1250,['c'],1,left,['8'],4,499,[0.05788212],95,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
151,25,25,3,1,33,47,817,['n'],1,right,['9'],5,295,[-0.0569544],98,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
152,26,26,3,1,47,33,717,['c'],1,left,['8'],4,433,[0.18286563],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
153,27,27,3,1,36,44,901,['n'],1,right,['9'],5,188,[-0.13775006],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
154,28,28,3,1,33,47,650,['c'],0,right,['9'],5,220,[0.00150097],53,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
155,29,29,3,1,44,36,1251,['c'],1,left,['8'],4,499,[0.28069883],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
156,30,30,3,1,44,36,1900,['c'],1,left,['8'],4,253,[0.00387753],57,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
157,31,31,3,1,27,53,750,['n'],1,right,['9'],5,253,[-0.1335144],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
158,32,32,3,1,47,33,934,['c'],1,left,['9'],5,192,[0.04039043],97,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
159,33,33,3,1,44,36,716,['c'],1,left,['9'],5,284,[0.10544964],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
160,34,34,3,1,33,47,834,['c'],0,right,['9'],5,233,[0.04937991],98,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
161,35,35,3,1,33,47,900,['c'],0,right,['9'],5,237,[0.10922177],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
162,36,36,3,1,53,27,1350,['n'],0,left,['8'],4,407,[-0.06289065],97,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
163,37,37,3,1,44,36,1617,['c'],1,left,['9'],5,263,[0.07473192],99,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
164,38,38,3,1,36,44,850,['n'],1,right,['9'],5,236,[-0.08749734],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
165,39,39,3,1,47,33,883,['c'],1,left,['9'],5,176,[0.12276746],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
166,40,40,3,1,53,27,634,['c'],1,left,['9'],5,313,[0.21005496],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
167,41,41,3,1,47,33,801,['c'],1,left,['9'],5,166,[0.06654372],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
168,42,0,4,1,33,47,868,['c'],0,right,['9'],5,238,[0.0194764],81,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
169,43,1,4,1,44,36,700,['c'],1,left,['9'],5,178,[0.05597767],99,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
170,44,2,4,1,36,44,834,['n'],1,right,['9'],5,306,[-0.13291262],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
171,45,3,4,1,53,27,617,['c'],1,left,['9'],5,310,[0.20057383],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
172,46,4,4,1,36,44,1466,['n'],1,right,['8'],4,241,[-0.07468438],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
173,47,5,4,1,27,53,1400,['n'],1,right,['0'],6,216,[-0.16433934],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
174,48,6,4,1,33,47,801,['n'],1,right,['0'],6,321,[-0.01661397],74,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
175,49,7,4,1,33,47,1635,['n'],1,right,['8'],4,436,[-0.10998824],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
176,50,8,4,1,44,36,1400,['c'],1,left,['8'],4,348,[-0.01683012],26,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
177,51,9,4,1,44,36,1867,['c'],1,left,['8'],4,181,[0.08144383],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
178,52,10,4,1,44,36,1267,['c'],1,left,['9'],5,172,[0.14268615],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
179,53,11,4,1,53,27,967,['c'],1,left,['0'],6,272,[0.14130128],100,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
180,54,12,4,1,47,33,783,['c'],1,left,['0'],6,359,[0.081342],99,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
181,55,13,4,1,47,33,717,['c'],1,left,['0'],6,181,[0.10542359],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
182,56,14,4,1,44,36,700,['c'],1,left,['0'],6,299,[0.06982297],99,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
183,57,15,4,1,44,36,534,['c'],1,left,['0'],6,523,[0.18865981],100,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
184,58,16,4,1,47,33,717,['c'],1,left,['0'],6,202,[0.09587193],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
185,59,17,4,1,33,47,833,['c'],0,right,['8'],4,242,[0.08550927],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
186,60,18,4,1,27,53,667,['c'],0,right,['8'],4,223,[0.02241495],85,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
187,61,19,4,1,36,44,1233,['c'],0,right,['9'],5,549,[-0.02709549],21,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
188,62,20,4,1,33,47,767,['c'],0,right,['0'],6,250,[-0.01237465],29,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
189,63,21,4,1,27,53,700,['c'],0,right,['9'],5,189,[0.01640639],80,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
190,64,22,4,1,47,33,717,['c'],1,left,['8'],4,858,[-0.05779118],10,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
191,65,23,4,1,36,44,1350,['c'],0,right,['8'],4,611,[0.01565636],67,44,hard,plus,dotcolour,alfa,,,95,18,V,R,
192,66,24,4,1,27,53,766,['c'],0,right,['9'],5,325,[-0.03489982],10,53,easy,plus,dotcolour,alfa,,,95,18,V,R,
193,67,25,4,1,33,47,1301,['n'],1,right,['0'],6,237,[-0.09903909],100,47,medium,plus,dotcolour,alfa,,,95,18,V,R,
