trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
332,80,38,7,2,53,27,814,['c'],1,left,['3'],4,175,[0.10574273],100,53,easy,plus,dotcolour,beta,64,19,V,R,
333,81,39,7,2,36,44,1116,['n'],1,right,['1'],6,325,[-0.18720782],100,44,hard,plus,dotcolour,beta,64,19,V,R,
334,82,40,7,2,33,47,718,['n'],1,right,['1'],6,92,[-0.07732191],100,47,medium,plus,dotcolour,beta,64,19,V,R,
335,83,41,7,2,47,33,1015,['c'],1,left,['2'],5,89,[0.08406518],100,47,medium,plus,dotcolour,beta,64,19,V,R,
336,84,0,8,2,47,33,2051,['n'],0,left,['2'],5,254,[-0.01619419],93,47,medium,plus,dotcolour,beta,64,19,V,R,
337,85,1,8,2,33,47,765,['n'],1,right,['1'],6,23,[-0.08771073],100,47,medium,plus,dotcolour,beta,64,19,V,R,
338,86,2,8,2,53,27,1480,['c'],1,left,['2'],5,101,[0.08682738],100,53,easy,plus,dotcolour,beta,64,19,V,R,
339,87,3,8,2,27,53,614,['n'],1,right,['2'],5,130,[-0.07039364],100,53,easy,plus,dotcolour,beta,64,19,V,R,
340,88,4,8,2,44,36,582,['n'],0,left,['1'],6,599,[-0.09124449],97,44,hard,plus,dotcolour,beta,64,19,V,R,
341,89,5,8,2,27,53,648,['n'],1,right,['1'],6,406,[-0.11951752],99,53,easy,plus,dotcolour,beta,64,19,V,R,
342,90,6,8,2,33,47,817,['n'],1,right,['1'],6,39,[-0.08128029],100,47,medium,plus,dotcolour,beta,64,19,V,R,
343,91,7,8,2,27,53,883,['n'],1,right,['2'],5,92,[-0.02267204],99,53,easy,plus,dotcolour,beta,64,19,V,R,
344,92,8,8,2,27,53,565,['n'],1,right,['1'],6,131,[-0.10954246],100,53,easy,plus,dotcolour,beta,64,19,V,R,
345,93,9,8,2,53,27,782,['c'],1,left,['2'],5,7,[0.07352939],100,53,easy,plus,dotcolour,beta,64,19,V,R,
346,94,10,8,2,53,27,630,['c'],1,left,['1'],6,7,[0.07676289],100,53,easy,plus,dotcolour,beta,64,19,V,R,
347,95,11,8,2,36,44,566,['n'],1,right,['1'],6,97,[-0.0302255],99,44,hard,plus,dotcolour,beta,64,19,V,R,
348,96,12,8,2,36,44,982,['n'],1,right,['1'],6,120,[-0.10738172],100,44,hard,plus,dotcolour,beta,64,19,V,R,
349,97,13,8,2,44,36,682,['n'],0,left,['2'],5,225,[-0.06953568],99,44,hard,plus,dotcolour,beta,64,19,V,R,
350,98,14,8,2,36,44,599,['n'],1,right,['3'],4,217,[-0.11858059],100,44,hard,plus,dotcolour,beta,64,19,V,R,
351,99,15,8,2,36,44,498,['n'],1,right,['0'],1,1278,[0.03306004],59,44,hard,plus,dotcolour,beta,64,19,V,R,
352,100,16,8,2,53,27,814,['c'],1,left,['1'],6,84,[0.1067459],100,53,easy,plus,dotcolour,beta,64,19,V,R,
353,101,17,8,2,44,36,1249,['n'],0,left,['2'],5,216,[-0.06032071],99,44,hard,plus,dotcolour,beta,64,19,V,R,
354,102,18,8,2,53,27,799,['n'],0,left,['3'],4,129,[-0.11813522],100,53,easy,plus,dotcolour,beta,64,19,V,R,
355,103,19,8,2,47,33,1232,['c'],1,left,['1'],6,196,[0.08526464],100,47,medium,plus,dotcolour,beta,64,19,V,R,
356,104,20,8,2,36,44,1116,['n'],1,right,['1'],6,25,[-0.04652196],100,44,hard,plus,dotcolour,beta,64,19,V,R,
357,105,21,8,2,33,47,548,['c'],0,right,['2'],5,372,[0.04085006],95,47,medium,plus,dotcolour,beta,64,19,V,R,
358,106,22,8,2,44,36,1065,['c'],1,left,['3'],4,132,[0.09157364],100,44,hard,plus,dotcolour,beta,64,19,V,R,
359,107,23,8,2,27,53,564,['n'],1,right,['1'],6,81,[-0.10330544],100,53,easy,plus,dotcolour,beta,64,19,V,R,
360,108,24,8,2,33,47,514,['n'],1,right,['2'],5,27,[-0.06619751],100,47,medium,plus,dotcolour,beta,64,19,V,R,
361,109,25,8,2,33,47,566,['n'],1,right,['1'],6,45,[-0.05394957],100,47,medium,plus,dotcolour,beta,64,19,V,R,
362,110,26,8,2,33,47,1549,['n'],1,right,['1'],6,31,[-0.0844122],100,47,medium,plus,dotcolour,beta,64,19,V,R,
363,111,27,8,2,27,53,600,['n'],1,right,['1'],6,7,[-0.07126726],100,53,easy,plus,dotcolour,beta,64,19,V,R,
364,112,28,8,2,47,33,816,['c'],1,left,['2'],5,423,[0.16345928],100,47,medium,plus,dotcolour,beta,64,19,V,R,
365,113,29,8,2,27,53,967,['n'],1,right,['1'],6,313,[-0.07875812],99,53,easy,plus,dotcolour,beta,64,19,V,R,
366,114,30,8,2,44,36,1864,['c'],1,left,['2'],5,219,[0.14366936],100,44,hard,plus,dotcolour,beta,64,19,V,R,
367,115,31,8,2,33,47,732,['n'],1,right,['1'],6,103,[-0.05427692],100,47,medium,plus,dotcolour,beta,64,19,V,R,
368,116,32,8,2,53,27,1064,['c'],1,left,['1'],6,106,[0.11181752],100,53,easy,plus,dotcolour,beta,64,19,V,R,
369,117,33,8,2,36,44,832,['n'],1,right,['1'],6,54,[-0.07895916],100,44,hard,plus,dotcolour,beta,64,19,V,R,
370,118,34,8,2,53,27,1000,['c'],1,left,['1'],6,94,[0.06279447],100,53,easy,plus,dotcolour,beta,64,19,V,R,
371,119,35,8,2,47,33,966,['c'],1,left,['1'],6,173,[0.19268957],100,47,medium,plus,dotcolour,beta,64,19,V,R,
372,120,36,8,2,47,33,864,['c'],1,left,['2'],5,108,[0.11444052],100,47,medium,plus,dotcolour,beta,64,19,V,R,
373,121,37,8,2,47,33,631,['c'],1,left,['1'],6,88,[0.09528039],100,47,medium,plus,dotcolour,beta,64,19,V,R,
374,122,38,8,2,47,33,597,['c'],1,left,['1'],6,134,[0.04667547],99,47,medium,plus,dotcolour,beta,64,19,V,R,
375,123,39,8,2,44,36,1115,['n'],0,left,['1'],6,182,[-0.06301827],99,44,hard,plus,dotcolour,beta,64,19,V,R,
376,124,40,8,2,36,44,1265,['c'],0,right,['2'],5,190,[0.15875185],100,44,hard,plus,dotcolour,beta,64,19,V,R,
377,125,41,8,2,44,36,1264,['c'],1,left,['3'],4,173,[0.01826721],96,44,hard,plus,dotcolour,beta,64,19,V,R,
378,0,0,9,3,47,33,1116,['c'],1,left,['3'],4,124,[0.04005547],31,47,medium,minus,dotcolour,beta,64,19,V,R,
379,1,1,9,3,36,44,1033,['c'],0,right,['1'],6,159,[0.06922858],65,44,hard,minus,dotcolour,beta,64,19,V,R,
380,2,2,9,3,44,36,1582,['n'],0,left,['3'],4,386,[-0.03407363],35,44,hard,minus,dotcolour,beta,64,19,V,R,
381,3,3,9,3,47,33,714,['c'],1,left,['2'],5,119,[0.0780821],76,47,medium,minus,dotcolour,beta,64,19,V,R,
382,4,4,9,3,44,36,997,['n'],0,left,['1'],6,52,[-0.06692014],71,44,hard,minus,dotcolour,beta,64,19,V,R,
383,5,5,9,3,44,36,797,['c'],1,left,['2'],5,916,[0.20103191],94,44,hard,minus,dotcolour,beta,64,19,V,R,
384,6,6,9,3,36,44,766,['n'],1,right,['1'],6,10,[-0.05719878],57,44,hard,minus,dotcolour,beta,64,19,V,R,
385,7,7,9,3,27,53,498,['n'],1,right,['1'],6,39,[-0.06310592],67,53,easy,minus,dotcolour,beta,64,19,V,R,
386,8,8,9,3,33,47,483,['n'],1,right,['1'],6,44,[-0.06749981],74,47,medium,minus,dotcolour,beta,64,19,V,R,
387,9,9,9,3,36,44,516,['n'],1,right,['1'],6,31,[-0.06775995],78,44,hard,minus,dotcolour,beta,64,19,V,R,
388,10,10,9,3,27,53,617,['n'],1,right,['1'],6,334,[-0.160498],96,53,easy,minus,dotcolour,beta,64,19,V,R,
389,11,11,9,3,44,36,783,['c'],1,left,['1'],6,131,[0.10124773],91,44,hard,minus,dotcolour,beta,64,19,V,R,
390,12,12,9,3,47,33,799,['c'],1,left,['2'],5,80,[0.10984103],97,47,medium,minus,dotcolour,beta,64,19,V,R,
391,13,13,9,3,33,47,682,['n'],1,right,['1'],6,83,[-0.10807128],96,47,medium,minus,dotcolour,beta,64,19,V,R,
392,14,14,9,3,27,53,680,['n'],1,right,['1'],6,110,[-0.06485255],62,53,easy,minus,dotcolour,beta,64,19,V,R,
393,15,15,9,3,53,27,682,['c'],1,left,['1'],6,167,[0.09800809],87,53,easy,minus,dotcolour,beta,64,19,V,R,
394,16,16,9,3,33,47,881,['c'],0,right,['0'],1,999,[0.10011637],69,47,medium,minus,dotcolour,beta,64,19,V,R,
395,17,17,9,3,47,33,632,['c'],1,left,['2'],5,142,[0.09645832],88,47,medium,minus,dotcolour,beta,64,19,V,R,
396,18,18,9,3,33,47,1115,['n'],1,right,['1'],6,94,[-0.07976447],81,47,medium,minus,dotcolour,beta,64,19,V,R,
397,19,19,9,3,53,27,666,['c'],1,left,['1'],6,80,[0.04597068],35,53,easy,minus,dotcolour,beta,64,19,V,R,
398,20,20,9,3,53,27,548,['c'],1,left,['1'],6,137,[0.15749309],99,53,easy,minus,dotcolour,beta,64,19,V,R,
399,21,21,9,3,47,33,416,['c'],1,left,['1'],6,101,[0.09853372],92,47,medium,minus,dotcolour,beta,64,19,V,R,
400,22,22,9,3,47,33,1464,['c'],1,left,['2'],5,87,[0.09071095],90,47,medium,minus,dotcolour,beta,64,19,V,R,
401,23,23,9,3,47,33,1915,['c'],1,left,['3'],4,114,[0.04834308],41,47,medium,minus,dotcolour,beta,64,19,V,R,
402,24,24,9,3,33,47,799,['n'],1,right,['1'],6,78,[-0.08393831],86,47,medium,minus,dotcolour,beta,64,19,V,R,
403,25,25,9,3,53,27,2064,['c'],1,left,['2'],5,378,[0.112274],84,53,easy,minus,dotcolour,beta,64,19,V,R,
404,26,26,9,3,44,36,1682,['c'],1,left,['1'],6,129,[0.14693262],99,44,hard,minus,dotcolour,beta,64,19,V,R,
405,27,27,9,3,36,44,732,['n'],1,right,['1'],6,112,[-0.09074225],87,44,hard,minus,dotcolour,beta,64,19,V,R,
406,28,28,9,3,36,44,865,['c'],0,right,['2'],5,163,[0.05812962],53,44,hard,minus,dotcolour,beta,64,19,V,R,
407,29,29,9,3,53,27,1082,['c'],1,left,['3'],4,154,[0.08406436],79,53,easy,minus,dotcolour,beta,64,19,V,R,
408,30,30,9,3,33,47,831,['n'],1,right,['2'],5,147,[-0.02388669],18,47,medium,minus,dotcolour,beta,64,19,V,R,
409,31,31,9,3,53,27,664,['c'],1,left,['1'],6,101,[0.08380857],83,53,easy,minus,dotcolour,beta,64,19,V,R,
410,32,32,9,3,27,53,616,['c'],0,right,['0'],1,786,[0.08501251],65,53,easy,minus,dotcolour,beta,64,19,V,R,
411,33,33,9,3,27,53,1248,['n'],1,right,['1'],6,97,[-0.11604563],97,53,easy,minus,dotcolour,beta,64,19,V,R,
412,34,34,9,3,33,47,532,['n'],1,right,['2'],5,154,[-0.09367157],85,47,medium,minus,dotcolour,beta,64,19,V,R,
413,35,35,9,3,27,53,450,['n'],1,right,['1'],6,131,[-0.10234208],91,53,easy,minus,dotcolour,beta,64,19,V,R,
414,36,36,9,3,53,27,717,['c'],1,left,['2'],5,155,[0.09056422],83,53,easy,minus,dotcolour,beta,64,19,V,R,
415,37,37,9,3,27,53,699,['n'],1,right,['1'],6,75,[-0.0737479],77,53,easy,minus,dotcolour,beta,64,19,V,R,
416,38,38,9,3,36,44,664,['n'],1,right,['2'],5,31,[-0.09213382],98,44,hard,minus,dotcolour,beta,64,19,V,R,
417,39,39,9,3,44,36,1966,['c'],1,left,['8'],3,577,[0.09103366],70,44,hard,minus,dotcolour,beta,64,19,V,R,
418,40,40,9,3,44,36,749,['n'],0,left,['1'],6,45,[-0.12565202],100,44,hard,minus,dotcolour,beta,64,19,V,R,
419,41,41,9,3,36,44,547,['n'],1,right,['1'],6,71,[-0.06334083],63,44,hard,minus,dotcolour,beta,64,19,V,R,
420,42,0,10,3,33,47,1000,['n'],1,right,['2'],5,205,[-0.03414091],30,47,medium,minus,dotcolour,beta,64,19,V,R,
421,43,1,10,3,27,53,516,['n'],1,right,['2'],5,170,[-0.148376],98,53,easy,minus,dotcolour,beta,64,19,V,R,
422,44,2,10,3,53,27,632,['c'],1,left,['1'],6,75,[0.03727628],23,53,easy,minus,dotcolour,beta,64,19,V,R,
423,45,3,10,3,36,44,1332,['n'],1,right,['1'],6,28,[-0.09380561],98,44,hard,minus,dotcolour,beta,64,19,V,R,
424,46,4,10,3,33,47,465,['n'],1,right,['2'],5,82,[-0.09120682],90,47,medium,minus,dotcolour,beta,64,19,V,R,
425,47,5,10,3,44,36,815,['n'],0,left,['1'],6,103,[-0.12063496],97,44,hard,minus,dotcolour,beta,64,19,V,R,
426,48,6,10,3,33,47,516,['n'],1,right,['1'],6,16,[-0.06269091],73,47,medium,minus,dotcolour,beta,64,19,V,R,
427,49,7,10,3,36,44,650,['c'],0,right,['2'],5,118,[0.05961945],55,44,hard,minus,dotcolour,beta,64,19,V,R,
428,50,8,10,3,47,33,633,['c'],1,left,['3'],4,106,[0.13769274],99,47,medium,minus,dotcolour,beta,64,19,V,R,
429,51,9,10,3,27,53,682,['n'],1,right,['2'],5,101,[-0.06631032],65,53,easy,minus,dotcolour,beta,64,19,V,R,
430,52,10,10,3,44,36,932,['c'],1,left,['1'],6,77,[0.02596418],13,44,hard,minus,dotcolour,beta,64,19,V,R,
431,53,11,10,3,36,44,730,['n'],1,right,['2'],5,30,[-0.08834634],97,44,hard,minus,dotcolour,beta,64,19,V,R,
432,54,12,10,3,33,47,517,['n'],1,right,['8'],3,1273,[-0.16432606],85,47,medium,minus,dotcolour,beta,64,19,V,R,
433,55,13,10,3,27,53,6067,['n'],1,right,['2'],5,390,[-0.02551901],30,53,easy,minus,dotcolour,beta,64,19,V,R,
434,56,14,10,3,44,36,982,['n'],0,left,['2'],5,112,[-0.07747941],76,44,hard,minus,dotcolour,beta,64,19,V,R,
435,57,15,10,3,47,33,783,['c'],1,left,['2'],5,126,[0.10896279],94,47,medium,minus,dotcolour,beta,64,19,V,R,
436,58,16,10,3,53,27,883,['c'],1,left,['2'],5,135,[0.14768682],99,53,easy,minus,dotcolour,beta,64,19,V,R,
437,59,17,10,3,27,53,664,['c'],0,right,['0'],1,552,[-0.10965444],2,53,easy,minus,dotcolour,beta,64,19,V,R,
438,60,18,10,3,53,27,1481,['c'],1,left,['3'],4,160,[0.10355259],90,53,easy,minus,dotcolour,beta,64,19,V,R,
439,61,19,10,3,44,36,648,['c'],1,left,['2'],5,89,[0.06230386],60,44,hard,minus,dotcolour,beta,64,19,V,R,
440,62,20,10,3,27,53,616,['n'],1,right,['2'],5,55,[-0.06631221],70,53,easy,minus,dotcolour,beta,64,19,V,R,
441,63,21,10,3,36,44,731,['n'],1,right,['8'],3,289,[-0.05805991],52,44,hard,minus,dotcolour,beta,64,19,V,R,
442,64,22,10,3,53,27,699,['c'],1,left,['3'],4,83,[0.11521538],98,53,easy,minus,dotcolour,beta,64,19,V,R,
443,65,23,10,3,53,27,765,['c'],1,left,['2'],5,106,[0.06609731],64,53,easy,minus,dotcolour,beta,64,19,V,R,
444,66,24,10,3,47,33,831,['c'],1,left,['2'],5,15,[0.07146377],91,47,medium,minus,dotcolour,beta,64,19,V,R,
445,67,25,10,3,33,47,565,['n'],1,right,['2'],5,81,[-0.0801435],83,47,medium,minus,dotcolour,beta,64,19,V,R,
446,68,26,10,3,36,44,648,['n'],1,right,['2'],5,133,[-0.09489597],87,44,hard,minus,dotcolour,beta,64,19,V,R,
447,69,27,10,3,44,36,682,['n'],0,left,['1'],6,78,[-0.06192044],60,44,hard,minus,dotcolour,beta,64,19,V,R,
448,70,28,10,3,47,33,1082,['n'],0,left,['1'],6,121,[-0.03927224],30,47,medium,minus,dotcolour,beta,64,19,V,R,
449,71,29,10,3,44,36,1165,['n'],0,left,['1'],6,239,[-0.04067526],37,44,hard,minus,dotcolour,beta,64,19,V,R,
450,72,30,10,3,27,53,1666,['n'],1,right,['1'],6,45,[-0.04931124],37,53,easy,minus,dotcolour,beta,64,19,V,R,
451,73,31,10,3,36,44,832,['n'],1,right,['1'],6,643,[-0.10219003],74,44,hard,minus,dotcolour,beta,64,19,V,R,
452,74,32,10,3,33,47,665,['n'],1,right,['2'],5,456,[-0.18846855],97,47,medium,minus,dotcolour,beta,64,19,V,R,
453,75,33,10,3,53,27,731,['c'],1,left,['1'],6,66,[0.0359538],20,53,easy,minus,dotcolour,beta,64,19,V,R,
454,76,34,10,3,33,47,648,['n'],1,right,['1'],6,79,[-0.10781088],97,47,medium,minus,dotcolour,beta,64,19,V,R,
455,77,35,10,3,36,44,581,['n'],1,right,['1'],6,38,[-0.06967562],79,44,hard,minus,dotcolour,beta,64,19,V,R,
456,78,36,10,3,27,53,499,['n'],1,right,['1'],6,33,[-0.05129777],40,53,easy,minus,dotcolour,beta,64,19,V,R,
457,79,37,10,3,44,36,1016,['c'],1,left,['1'],6,89,[0.10812464],96,44,hard,minus,dotcolour,beta,64,19,V,R,
458,80,38,10,3,47,33,1497,['c'],1,left,['1'],6,124,[0.11835991],96,47,medium,minus,dotcolour,beta,64,19,V,R,
459,81,39,10,3,53,27,832,['n'],0,left,['1'],6,103,[-0.0281274],18,53,easy,minus,dotcolour,beta,64,19,V,R,
460,82,40,10,3,47,33,5982,['n'],0,left,['3'],4,206,[-0.08764978],78,47,medium,minus,dotcolour,beta,64,19,V,R,
461,83,41,10,3,47,33,1198,['c'],1,left,['3'],4,119,[0.11850316],96,47,medium,minus,dotcolour,beta,64,19,V,R,
462,84,0,11,3,33,47,950,['n'],1,right,['2'],5,49,[-0.08250124],90,47,medium,minus,dotcolour,beta,64,19,V,R,
463,85,1,11,3,36,44,516,['n'],1,right,['1'],6,116,[-0.12123897],97,44,hard,minus,dotcolour,beta,64,19,V,R,
464,86,2,11,3,53,27,767,['n'],0,left,['2'],5,90,[-0.06213387],60,53,easy,minus,dotcolour,beta,64,19,V,R,
465,87,3,11,3,47,33,798,['c'],1,left,['1'],6,104,[0.07215115],72,47,medium,minus,dotcolour,beta,64,19,V,R,
466,88,4,11,3,44,36,816,['n'],0,left,['1'],6,149,[-0.13199944],97,44,hard,minus,dotcolour,beta,64,19,V,R,
467,89,5,11,3,36,44,432,['n'],1,right,['2'],5,40,[-0.07394009],84,44,hard,minus,dotcolour,beta,64,19,V,R,
468,90,6,11,3,53,27,698,['c'],1,left,['1'],6,116,[0.09889744],91,53,easy,minus,dotcolour,beta,64,19,V,R,
469,91,7,11,3,44,36,1466,['n'],0,left,['1'],6,806,[-0.00654998],27,44,hard,minus,dotcolour,beta,64,19,V,R,
470,92,8,11,3,33,47,514,['n'],1,right,['2'],5,82,[-0.09026065],90,47,medium,minus,dotcolour,beta,64,19,V,R,
471,93,9,11,3,27,53,399,['n'],1,right,['1'],6,105,[-0.00261387],5,53,easy,minus,dotcolour,beta,64,19,V,R,
472,94,10,11,3,47,33,815,['c'],1,left,['2'],5,118,[0.11181848],95,47,medium,minus,dotcolour,beta,64,19,V,R,
473,95,11,11,3,44,36,764,['c'],1,left,['1'],6,332,[0.11970711],88,44,hard,minus,dotcolour,beta,64,19,V,R,
474,96,12,11,3,44,36,581,['n'],0,left,['1'],6,57,[-0.10444112],98,44,hard,minus,dotcolour,beta,64,19,V,R,
475,97,13,11,3,36,44,449,['n'],1,right,['2'],5,71,[-0.06571311],67,44,hard,minus,dotcolour,beta,64,19,V,R,
476,98,14,11,3,36,44,499,['n'],1,right,['3'],4,42,[-0.06942978],77,44,hard,minus,dotcolour,beta,64,19,V,R,
477,99,15,11,3,27,53,349,['n'],1,right,['1'],6,60,[-0.1026738],97,53,easy,minus,dotcolour,beta,64,19,V,R,
478,100,16,11,3,36,44,416,['n'],1,right,['1'],6,10,[-0.0748183],97,44,hard,minus,dotcolour,beta,64,19,V,R,
479,101,17,11,3,44,36,615,['n'],0,left,['1'],6,1427,[-0.07876263],59,44,hard,minus,dotcolour,beta,64,19,V,R,
480,102,18,11,3,44,36,1182,['n'],0,left,['2'],5,228,[-0.06613893],60,44,hard,minus,dotcolour,beta,64,19,V,R,
481,103,19,11,3,53,27,516,['n'],0,left,['2'],5,160,[0.00298123],7,53,easy,minus,dotcolour,beta,64,19,V,R,
482,104,20,11,3,33,47,382,['c'],0,right,['1'],6,131,[0.03178441],23,47,medium,minus,dotcolour,beta,64,19,V,R,
483,105,21,11,3,27,53,1666,['n'],1,right,['1'],6,165,[-0.10432706],90,53,easy,minus,dotcolour,beta,64,19,V,R,
484,106,22,11,3,33,47,1815,['c'],0,right,['2'],5,159,[0.04606959],39,47,medium,minus,dotcolour,beta,64,19,V,R,
485,107,23,11,3,27,53,715,['n'],1,right,['1'],6,94,[-0.08303575],83,53,easy,minus,dotcolour,beta,64,19,V,R,
