trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
39,39,39,0,0,53,27,649,['c'],1,left,['2'],5,455,[0.23845759],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
40,40,40,0,0,33,47,583,['n'],1,right,['8'],3,470,[-0.15845475],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
41,41,41,0,0,33,47,550,['n'],1,right,['8'],3,647,[-0.14278628],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
42,42,0,1,0,44,36,584,['n'],0,left,['8'],3,812,[0.06635674],7,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
43,43,1,1,0,53,27,567,['c'],1,left,['2'],5,598,[0.21307166],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
44,44,2,1,0,27,53,534,['n'],1,right,['2'],5,466,[-0.09555437],99,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
45,45,3,1,0,33,47,799,['n'],1,right,['2'],5,465,[-0.05846399],96,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
46,46,4,1,0,44,36,467,['c'],1,left,['3'],4,588,[0.06963223],96,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
47,47,5,1,0,44,36,650,['n'],0,left,['2'],5,628,[-0.05057743],91,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
48,48,6,1,0,27,53,584,['n'],1,right,['2'],5,637,[-0.11496953],99,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
49,49,7,1,0,27,53,499,['c'],0,right,['8'],3,704,[-0.0014796],48,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
50,50,8,1,0,36,44,783,['n'],1,right,['3'],4,1086,[-0.24431609],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
51,51,9,1,0,53,27,784,['c'],1,left,['2'],5,483,[0.27842581],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
52,52,10,1,0,27,53,616,['n'],1,right,['2'],5,554,[-0.23306054],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
53,53,11,1,0,33,47,583,['n'],1,right,['2'],5,349,[-0.14583302],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
54,54,12,1,0,47,33,750,['c'],1,left,['2'],5,690,[0.11918494],99,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
55,55,13,1,0,36,44,634,['n'],1,right,['3'],4,966,[-0.1154662],99,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
56,56,14,1,0,47,33,916,['c'],1,left,['3'],4,620,[0.29822199],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
57,57,15,1,0,27,53,750,['n'],1,right,['2'],5,710,[-0.24061587],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
58,58,16,1,0,36,44,717,['c'],0,right,['2'],5,478,[0.13966192],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
59,59,17,1,0,36,44,733,['n'],1,right,['2'],5,655,[-0.05938788],93,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
60,60,18,1,0,44,36,617,['n'],0,left,['2'],5,477,[0.11129665],0,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
61,61,19,1,0,33,47,617,['n'],1,right,['2'],5,458,[-0.18457185],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
62,62,20,1,0,47,33,783,['n'],0,left,['3'],4,410,[-0.01738467],73,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
63,63,21,1,0,36,44,817,['c'],0,right,['2'],5,522,[-0.07068223],3,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
64,64,22,1,0,47,33,534,['n'],0,left,['8'],3,896,[-0.10608951],98,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
65,65,23,1,0,27,53,716,['n'],1,right,['3'],4,993,[-0.36093266],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
66,66,24,1,0,47,33,1083,['n'],0,left,['3'],4,695,[0.05553661],8,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
67,67,25,1,0,44,36,1132,['c'],1,left,['2'],5,567,[0.09390418],99,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
68,68,26,1,0,36,44,966,['n'],1,right,['2'],5,707,[-0.14533139],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
69,69,27,1,0,47,33,950,['c'],1,left,['3'],4,498,[0.18987316],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
70,70,28,1,0,53,27,1034,['c'],1,left,['2'],5,1670,[0.46232732],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
71,71,29,1,0,53,27,784,['c'],1,left,['2'],5,412,[0.10579681],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
72,72,30,1,0,33,47,717,['n'],1,right,['3'],4,441,[-0.11737332],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
73,73,31,1,0,33,47,1016,['n'],1,right,['1'],6,520,[-0.16977665],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
74,74,32,1,0,53,27,1283,['c'],1,left,['1'],6,401,[0.12482697],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
75,75,33,1,0,27,53,967,['n'],1,right,['2'],5,739,[-0.05916397],92,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
76,76,34,1,0,36,44,684,['n'],1,right,['1'],6,651,[-0.07966599],97,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
77,77,35,1,0,44,36,1317,['c'],1,left,['3'],4,838,[0.13148588],99,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
78,78,36,1,0,47,33,1017,['n'],0,left,['3'],4,525,[-0.08259506],98,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
79,79,37,1,0,53,27,767,['c'],1,left,['2'],5,570,[0.17576238],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
80,80,38,1,0,44,36,900,['n'],0,left,['3'],4,520,[0.08230391],2,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
81,81,39,1,0,53,27,1084,['c'],1,left,['2'],5,680,[0.11056317],99,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
82,82,40,1,0,33,47,700,['n'],1,right,['2'],5,707,[-0.19547678],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
83,83,41,1,0,33,47,618,['n'],1,right,['2'],5,631,[-0.09965318],99,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
84,84,0,2,0,27,53,768,['n'],1,right,['2'],5,701,[-0.35600601],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
85,85,1,2,0,27,53,584,['n'],1,right,['1'],6,603,[-0.21156756],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
86,86,2,2,0,44,36,817,['c'],1,left,['2'],5,563,[0.2106969],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
87,87,3,2,0,44,36,833,['c'],1,left,['2'],5,516,[0.1171647],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
88,88,4,2,0,36,44,717,['n'],1,right,['3'],4,740,[-0.22183125],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
89,89,5,2,0,53,27,1034,['c'],1,left,['2'],5,550,[0.10161698],99,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
90,90,6,2,0,53,27,867,['c'],1,left,['2'],5,431,[0.14056842],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
91,91,7,2,0,47,33,784,['c'],1,left,['2'],5,432,[0.11919623],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
92,92,8,2,0,53,27,749,['c'],1,left,['2'],5,402,[0.12539052],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
93,93,9,2,0,53,27,650,['c'],1,left,['2'],5,401,[0.1629424],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
94,94,10,2,0,44,36,633,['c'],1,left,['2'],5,417,[0.19292392],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
95,95,11,2,0,47,33,584,['c'],1,left,['2'],5,394,[0.04930795],94,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
96,96,12,2,0,47,33,734,['c'],1,left,['2'],5,414,[0.10670445],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
97,97,13,2,0,36,44,633,['c'],0,right,['8'],3,1269,[-0.05157107],16,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
98,98,14,2,0,44,36,900,['n'],0,left,['2'],5,1464,[-0.0413156],77,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
99,99,15,2,0,33,47,633,['n'],1,right,['1'],6,660,[-0.10643422],99,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
100,100,16,2,0,33,47,834,['n'],1,right,['2'],5,258,[-0.12501575],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
101,101,17,2,0,27,53,484,['n'],1,right,['1'],6,429,[-0.27787673],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
102,102,18,2,0,36,44,733,['n'],1,right,['1'],6,487,[-0.12373072],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
103,103,19,2,0,53,27,734,['c'],1,left,['2'],5,640,[0.10561119],99,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
104,104,20,2,0,47,33,767,['c'],1,left,['2'],5,448,[0.0955107],99,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
105,105,21,2,0,27,53,600,['n'],1,right,['2'],5,752,[-0.15390375],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
106,106,22,2,0,36,44,850,['n'],1,right,['2'],5,272,[-0.16550839],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
107,107,23,2,0,47,33,801,['c'],1,left,['2'],5,382,[0.10761477],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
108,108,24,2,0,36,44,766,['c'],0,right,['2'],5,354,[0.06481807],98,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
109,109,25,2,0,47,33,750,['c'],1,left,['2'],5,367,[0.13096426],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
110,110,26,2,0,27,53,584,['n'],1,right,['2'],5,314,[0.04533352],5,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
111,111,27,2,0,33,47,767,['n'],1,right,['2'],5,297,[-0.11480752],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
112,112,28,2,0,36,44,767,['c'],0,right,['2'],5,471,[-0.01534791],31,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
113,113,29,2,0,33,47,717,['n'],1,right,['2'],5,369,[-0.14799457],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
114,114,30,2,0,53,27,883,['c'],1,left,['2'],5,392,[0.14947651],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
115,115,31,2,0,47,33,733,['n'],0,left,['3'],4,684,[0.00651266],43,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
116,116,32,2,0,36,44,733,['n'],1,right,['2'],5,492,[-0.07977104],98,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
117,117,33,2,0,44,36,700,['n'],0,left,['3'],4,430,[-0.10260338],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
118,118,34,2,0,27,53,483,['n'],1,right,['2'],5,650,[-0.31669305],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
119,119,35,2,0,33,47,600,['n'],1,right,['2'],5,298,[-0.0728903],99,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
120,120,36,2,0,44,36,783,['c'],1,left,['2'],5,384,[0.08882043],99,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
121,121,37,2,0,53,27,768,['c'],1,left,['1'],6,452,[0.05514386],95,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
122,122,38,2,0,27,53,600,['n'],1,right,['1'],6,427,[-0.11434629],100,53,easy,plus,dotcolour,alfa,,,96,20,V,R,
123,123,39,2,0,33,47,550,['n'],1,right,['1'],6,317,[-0.10444452],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
124,124,40,2,0,44,36,750,['c'],1,left,['0'],1,1043,[0.21993005],100,44,hard,plus,dotcolour,alfa,,,96,20,V,R,
125,125,41,2,0,33,47,716,['n'],1,right,['1'],6,327,[-0.08674995],100,47,medium,plus,dotcolour,alfa,,,96,20,V,R,
126,0,0,3,1,27,53,618,['n'],1,right,['1'],6,439,[-0.17627837],92,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
127,1,1,3,1,33,47,533,['n'],1,right,['1'],6,337,[-0.11795242],86,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
128,2,2,3,1,33,47,634,['n'],1,right,['2'],5,308,[-0.17802252],95,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
129,3,3,3,1,44,36,683,['n'],0,left,['3'],4,542,[0.11797725],19,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
130,4,4,3,1,53,27,584,['c'],1,left,['1'],6,1017,[0.29340871],93,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
131,5,5,3,1,53,27,784,['c'],1,left,['1'],6,442,[0.19619787],93,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
132,6,6,3,1,47,33,584,['c'],1,left,['2'],5,402,[0.10855215],82,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
133,7,7,3,1,36,44,1483,['n'],1,right,['9'],2,1705,[-0.13391039],72,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
134,8,8,3,1,47,33,750,['c'],1,left,['3'],4,471,[0.17607239],91,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
135,9,9,3,1,44,36,967,['n'],0,left,['3'],4,558,[-0.08010774],72,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
136,10,10,3,1,27,53,667,['n'],1,right,['1'],6,326,[-0.0865639],80,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
137,11,11,3,1,47,33,1033,['c'],1,left,['3'],4,433,[0.15804001],90,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
138,12,12,3,1,47,33,817,['n'],0,left,['3'],4,416,[-0.08381323],76,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
139,13,13,3,1,47,33,650,['n'],0,left,['3'],4,551,[-0.05552172],66,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
140,14,14,3,1,53,27,999,['n'],0,left,['3'],4,563,[0.05466765],34,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
141,15,15,3,1,36,44,801,['n'],1,right,['3'],4,701,[0.05600336],35,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
142,16,16,3,1,27,53,667,['n'],1,right,['3'],4,400,[-0.15330411],90,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
143,17,17,3,1,36,44,666,['n'],1,right,['3'],4,374,[-0.15571824],91,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
144,18,18,3,1,27,53,634,['n'],1,right,['3'],4,391,[-0.10548541],82,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
145,19,19,3,1,33,47,1100,['n'],1,right,['2'],5,556,[-0.09742952],76,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
146,20,20,3,1,27,53,651,['n'],1,right,['3'],4,365,[-0.12020408],86,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
147,21,21,3,1,44,36,1266,['c'],1,left,['2'],5,541,[0.0448415],63,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
148,22,22,3,1,33,47,867,['n'],1,right,['3'],4,525,[-0.07941911],73,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
149,23,23,3,1,47,33,883,['c'],1,left,['3'],4,430,[0.09808396],79,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
150,24,24,3,1,53,27,599,['c'],1,left,['2'],5,511,[0.17112645],90,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
151,25,25,3,1,36,44,667,['n'],1,right,['3'],4,304,[-0.03225998],63,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
152,26,26,3,1,53,27,767,['c'],1,left,['2'],5,391,[0.10927926],83,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
153,27,27,3,1,36,44,850,['c'],0,right,['2'],5,478,[0.03352548],61,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
154,28,28,3,1,44,36,800,['c'],1,left,['2'],5,381,[0.06897857],73,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
155,29,29,3,1,36,44,634,['n'],1,right,['2'],5,293,[-0.08813317],81,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
156,30,30,3,1,33,47,734,['c'],0,right,['0'],1,845,[-0.16661341],16,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
157,31,31,3,1,44,36,867,['n'],0,left,['0'],1,634,[0.03379843],41,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
158,32,32,3,1,33,47,966,['n'],1,right,['2'],5,363,[-0.16413487],92,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
159,33,33,3,1,36,44,1016,['n'],1,right,['2'],5,262,[0.04886963],30,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
160,34,34,3,1,44,36,733,['c'],1,left,['2'],5,326,[0.02841929],61,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
161,35,35,3,1,47,33,817,['c'],1,left,['2'],5,402,[0.20548645],95,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
162,36,36,3,1,53,27,650,['c'],1,left,['2'],5,417,[0.15396897],90,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
163,37,37,3,1,44,36,867,['c'],1,left,['2'],5,439,[0.06662229],71,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
164,38,38,3,1,53,27,583,['c'],1,left,['2'],5,431,[0.04751861],66,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
165,39,39,3,1,33,47,834,['n'],1,right,['2'],5,334,[-0.08084042],78,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
166,40,40,3,1,27,53,650,['n'],1,right,['2'],5,272,[-0.09040602],83,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
167,41,41,3,1,27,53,668,['n'],1,right,['2'],5,476,[-0.07018803],71,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
168,42,0,4,1,53,27,800,['c'],1,left,['2'],5,624,[0.17326518],88,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
169,43,1,4,1,44,36,667,['c'],1,left,['2'],5,389,[0.13353826],87,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
170,44,2,4,1,47,33,633,['n'],0,left,['8'],3,733,[0.11474479],23,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
171,45,3,4,1,53,27,534,['c'],1,left,['3'],4,396,[0.13678263],88,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
172,46,4,4,1,53,27,600,['c'],1,left,['3'],4,341,[0.12698075],88,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
173,47,5,4,1,27,53,700,['n'],1,right,['3'],4,437,[-0.23106889],96,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
174,48,6,4,1,33,47,633,['n'],1,right,['3'],4,411,[-0.03353954],62,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
175,49,7,4,1,53,27,533,['c'],1,left,['2'],5,447,[0.23283067],96,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
176,50,8,4,1,33,47,1000,['n'],1,right,['2'],5,366,[-0.10370142],82,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
177,51,9,4,1,36,44,700,['c'],0,right,['2'],5,364,[0.07981165],77,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
178,52,10,4,1,44,36,650,['c'],1,left,['2'],5,309,[0.05010392],69,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
179,53,11,4,1,47,33,867,['c'],1,left,['2'],5,359,[0.04052638],65,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
180,54,12,4,1,36,44,750,['c'],0,right,['8'],3,1084,[0.10718444],72,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
181,55,13,4,1,33,47,900,['n'],1,right,['2'],5,421,[-0.08208824],76,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
182,56,14,4,1,27,53,650,['n'],1,right,['2'],5,379,[-0.21562263],96,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
183,57,15,4,1,47,33,551,['c'],1,left,['3'],4,423,[0.14276694],88,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
184,58,16,4,1,53,27,599,['c'],1,left,['3'],4,343,[0.19405769],95,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
185,59,17,4,1,44,36,499,['c'],1,left,['3'],4,767,[0.07526748],68,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
186,60,18,4,1,47,33,967,['n'],0,left,['2'],5,347,[-0.08847625],79,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
187,61,19,4,1,27,53,650,['n'],1,right,['2'],5,292,[-0.05622738],72,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
188,62,20,4,1,47,33,968,['n'],0,left,['2'],5,371,[-0.03451217],62,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
189,63,21,4,1,53,27,850,['c'],1,left,['2'],5,499,[0.15489809],88,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
190,64,22,4,1,44,36,733,['n'],0,left,['2'],5,404,[-0.11261835],83,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
191,65,23,4,1,33,47,600,['n'],1,right,['2'],5,542,[-0.14304176],85,47,medium,minus,dotcolour,alfa,,,96,20,V,R,
192,66,24,4,1,44,36,750,['n'],0,left,['2'],5,298,[-0.05532215],71,44,hard,minus,dotcolour,alfa,,,96,20,V,R,
193,67,25,4,1,27,53,617,['n'],1,right,['2'],5,311,[-0.09289774],82,53,easy,minus,dotcolour,alfa,,,96,20,V,R,
