trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
305,53,11,7,2,44,36,565,['c'],1,left,['0'],6,529,[0.15147947],87,44,hard,minus,dotcolour,alfa,119,17,M,R,
306,54,12,7,2,47,33,564,['c'],1,left,['0'],6,39,[0.0910884],98,47,medium,minus,dotcolour,alfa,119,17,M,R,
307,55,13,7,2,36,44,731,['n'],1,right,['9'],5,81,[-0.12280421],98,44,hard,minus,dotcolour,alfa,119,17,M,R,
308,56,14,7,2,53,27,648,['n'],0,left,['9'],5,77,[-0.02383976],68,53,easy,minus,dotcolour,alfa,119,17,M,R,
309,57,15,7,2,27,53,583,['n'],1,right,['9'],5,100,[-0.11448517],96,53,easy,minus,dotcolour,alfa,119,17,M,R,
310,58,16,7,2,33,47,750,['n'],1,right,['9'],5,76,[-0.06648504],90,47,medium,minus,dotcolour,alfa,119,17,M,R,
311,59,17,7,2,27,53,1116,['n'],1,right,['9'],5,45,[-0.07829144],97,53,easy,minus,dotcolour,alfa,119,17,M,R,
312,60,18,7,2,44,36,847,['c'],1,left,['0'],6,74,[0.08672299],95,44,hard,minus,dotcolour,alfa,119,17,M,R,
313,61,19,7,2,44,36,516,['c'],1,left,['0'],6,403,[0.03967844],64,44,hard,minus,dotcolour,alfa,119,17,M,R,
314,62,20,7,2,33,47,881,['n'],1,right,['9'],5,73,[-0.04671828],83,47,medium,minus,dotcolour,alfa,119,17,M,R,
315,63,21,7,2,47,33,547,['n'],0,left,['9'],5,41,[-0.09427286],99,47,medium,minus,dotcolour,alfa,119,17,M,R,
316,64,22,7,2,44,36,631,['c'],1,left,['0'],6,135,[0.00379291],52,44,hard,minus,dotcolour,alfa,119,17,M,R,
317,65,23,7,2,36,44,749,['n'],1,right,['9'],5,52,[-0.03575033],80,44,hard,minus,dotcolour,alfa,119,17,M,R,
318,66,24,7,2,33,47,1633,['c'],0,right,['9'],5,18,[0.06086451],98,47,medium,minus,dotcolour,alfa,119,17,M,R,
319,67,25,7,2,36,44,683,['n'],1,right,['9'],5,128,[-0.09845869],92,44,hard,minus,dotcolour,alfa,119,17,M,R,
320,68,26,7,2,53,27,1298,['c'],1,left,['0'],6,56,[0.0930734],97,53,easy,minus,dotcolour,alfa,119,17,M,R,
321,69,27,7,2,36,44,748,['n'],1,right,['9'],5,89,[-0.08848786],94,44,hard,minus,dotcolour,alfa,119,17,M,R,
322,70,28,7,2,33,47,798,['n'],1,right,['9'],5,87,[-0.09121835],94,47,medium,minus,dotcolour,alfa,119,17,M,R,
323,71,29,7,2,53,27,917,['n'],0,left,['9'],5,112,[-0.03411725],71,53,easy,minus,dotcolour,alfa,119,17,M,R,
324,72,30,7,2,53,27,532,['c'],1,left,['0'],6,39,[0.0618405],94,53,easy,minus,dotcolour,alfa,119,17,M,R,
325,73,31,7,2,27,53,399,['c'],0,right,['9'],5,447,[-0.01349177],45,53,easy,minus,dotcolour,alfa,119,17,M,R,
326,74,32,7,2,47,33,326,['n'],0,left,['8'],4,144,[-0.08046919],87,47,medium,minus,dotcolour,alfa,119,17,M,R,
327,75,33,7,2,47,33,76,['n'],0,left,['9'],5,1235,[0.12293918],27,47,medium,minus,dotcolour,alfa,119,17,M,R,
328,76,34,7,2,33,47,848,['c'],0,right,['0'],6,56,[0.05532769],89,47,medium,minus,dotcolour,alfa,119,17,M,R,
329,77,35,7,2,33,47,998,['n'],1,right,['8'],4,144,[-0.0919642],90,47,medium,minus,dotcolour,alfa,119,17,M,R,
330,78,36,7,2,53,27,614,['n'],0,left,['9'],5,66,[-0.07282849],93,53,easy,minus,dotcolour,alfa,119,17,M,R,
331,79,37,7,2,44,36,499,['n'],0,left,['0'],6,917,[0.1092813],26,44,hard,minus,dotcolour,alfa,119,17,M,R,
332,80,38,7,2,27,53,299,['c'],0,right,['9'],5,149,[0.07563385],85,53,easy,minus,dotcolour,alfa,119,17,M,R,
333,81,39,7,2,47,33,680,['c'],1,left,['0'],6,77,[0.03155917],74,47,medium,minus,dotcolour,alfa,119,17,M,R,
334,82,40,7,2,27,53,532,['n'],1,right,['0'],6,110,[-0.06874263],87,53,easy,minus,dotcolour,alfa,119,17,M,R,
335,83,41,7,2,36,44,734,['c'],0,right,['9'],5,589,[-0.01504193],46,44,hard,minus,dotcolour,alfa,119,17,M,R,
336,84,0,8,2,44,36,999,['c'],1,left,['0'],6,475,[0.07984022],74,44,hard,minus,dotcolour,alfa,119,17,M,R,
337,85,1,8,2,27,53,665,['n'],1,right,['0'],6,54,[-0.09917013],98,53,easy,minus,dotcolour,alfa,119,17,M,R,
338,86,2,8,2,36,44,583,['c'],0,right,['9'],5,102,[0.03082019],70,44,hard,minus,dotcolour,alfa,119,17,M,R,
339,87,3,8,2,33,47,632,['n'],1,right,['9'],5,130,[-0.15056282],98,47,medium,minus,dotcolour,alfa,119,17,M,R,
340,88,4,8,2,36,44,1000,['c'],0,right,['0'],6,30,[0.06222382],96,44,hard,minus,dotcolour,alfa,119,17,M,R,
341,89,5,8,2,27,53,831,['n'],1,right,['9'],5,173,[-0.15793122],97,53,easy,minus,dotcolour,alfa,119,17,M,R,
342,90,6,8,2,33,47,733,['c'],0,right,['0'],6,90,[0.15818005],99,47,medium,minus,dotcolour,alfa,119,17,M,R,
343,91,7,8,2,44,36,1132,['n'],0,left,['0'],6,154,[-0.06947489],83,44,hard,minus,dotcolour,alfa,119,17,M,R,
344,92,8,8,2,33,47,665,['c'],0,right,['9'],5,106,[0.0725129],88,47,medium,minus,dotcolour,alfa,119,17,M,R,
345,93,9,8,2,53,27,632,['c'],1,left,['0'],6,134,[0.09554209],91,53,easy,minus,dotcolour,alfa,119,17,M,R,
346,94,10,8,2,53,27,664,['c'],1,left,['0'],6,391,[0.13838263],88,53,easy,minus,dotcolour,alfa,119,17,M,R,
347,95,11,8,2,36,44,899,['n'],1,right,['0'],6,221,[-0.11422202],90,44,hard,minus,dotcolour,alfa,119,17,M,R,
348,96,12,8,2,33,47,731,['c'],0,right,['9'],5,88,[0.03359532],73,47,medium,minus,dotcolour,alfa,119,17,M,R,
349,97,13,8,2,47,33,931,['n'],0,left,['0'],6,105,[0.00938278],44,47,medium,minus,dotcolour,alfa,119,17,M,R,
350,98,14,8,2,33,47,1315,['c'],0,right,['9'],5,25,[0.05056013],95,47,medium,minus,dotcolour,alfa,119,17,M,R,
351,99,15,8,2,53,27,698,['c'],1,left,['0'],6,93,[0.09223977],94,53,easy,minus,dotcolour,alfa,119,17,M,R,
352,100,16,8,2,33,47,567,['n'],1,right,['0'],6,149,[-0.0923607],90,47,medium,minus,dotcolour,alfa,119,17,M,R,
353,101,17,8,2,27,53,666,['c'],0,right,['9'],5,77,[0.0218929],67,53,easy,minus,dotcolour,alfa,119,17,M,R,
354,102,18,8,2,36,44,782,['c'],0,right,['0'],6,12,[0.08590064],100,44,hard,minus,dotcolour,alfa,119,17,M,R,
355,103,19,8,2,44,36,781,['c'],1,left,['0'],6,45,[0.06650847],94,44,hard,minus,dotcolour,alfa,119,17,M,R,
356,104,20,8,2,53,27,649,['n'],0,left,['0'],6,138,[-0.09764045],91,53,easy,minus,dotcolour,alfa,119,17,M,R,
357,105,21,8,2,53,27,700,['c'],1,left,['9'],5,67,[0.09222842],96,53,easy,minus,dotcolour,alfa,119,17,M,R,
358,106,22,8,2,33,47,549,['n'],1,right,['0'],6,243,[-0.14512383],93,47,medium,minus,dotcolour,alfa,119,17,M,R,
359,107,23,8,2,27,53,564,['c'],0,right,['9'],5,83,[0.04770519],82,53,easy,minus,dotcolour,alfa,119,17,M,R,
360,108,24,8,2,47,33,998,['c'],1,left,['9'],5,146,[0.0515569],77,47,medium,minus,dotcolour,alfa,119,17,M,R,
361,109,25,8,2,47,33,1583,['n'],0,left,['0'],6,38,[-0.07238668],97,47,medium,minus,dotcolour,alfa,119,17,M,R,
362,110,26,8,2,53,27,566,['c'],1,left,['0'],6,79,[0.08976937],95,53,easy,minus,dotcolour,alfa,119,17,M,R,
363,111,27,8,2,27,53,767,['n'],1,right,['0'],6,327,[-0.25582117],98,53,easy,minus,dotcolour,alfa,119,17,M,R,
364,112,28,8,2,47,33,601,['c'],1,left,['0'],6,90,[0.11709584],97,47,medium,minus,dotcolour,alfa,119,17,M,R,
365,113,29,8,2,44,36,683,['c'],1,left,['0'],6,85,[0.08923915],94,44,hard,minus,dotcolour,alfa,119,17,M,R,
366,114,30,8,2,36,44,683,['n'],1,right,['0'],6,704,[-0.17400308],87,44,hard,minus,dotcolour,alfa,119,17,M,R,
367,115,31,8,2,27,53,764,['c'],0,right,['9'],5,86,[0.05519172],84,53,easy,minus,dotcolour,alfa,119,17,M,R,
368,116,32,8,2,36,44,732,['c'],0,right,['0'],6,806,[-0.07034514],33,44,hard,minus,dotcolour,alfa,119,17,M,R,
369,117,33,8,2,44,36,582,['c'],1,left,['0'],6,39,[0.06710348],96,44,hard,minus,dotcolour,alfa,119,17,M,R,
370,118,34,8,2,47,33,332,['c'],1,left,['9'],5,73,[0.06385267],89,47,medium,minus,dotcolour,alfa,119,17,M,R,
371,119,35,8,2,27,53,932,['n'],1,right,['9'],5,58,[-0.07171887],94,53,easy,minus,dotcolour,alfa,119,17,M,R,
372,120,36,8,2,53,27,316,['n'],0,left,['0'],6,77,[-0.11951256],98,53,easy,minus,dotcolour,alfa,119,17,M,R,
373,121,37,8,2,36,44,633,['c'],0,right,['9'],5,17,[0.0723902],99,44,hard,minus,dotcolour,alfa,119,17,M,R,
374,122,38,8,2,44,36,266,['c'],1,left,['9'],5,63,[0.07514846],94,44,hard,minus,dotcolour,alfa,119,17,M,R,
375,123,39,8,2,44,36,399,['c'],1,left,['9'],5,453,[0.01028514],53,44,hard,minus,dotcolour,alfa,119,17,M,R,
376,124,40,8,2,47,33,415,['c'],1,left,['9'],5,52,[0.10765801],99,47,medium,minus,dotcolour,alfa,119,17,M,R,
377,125,41,8,2,47,33,615,['n'],0,left,['9'],5,99,[-0.01308718],59,47,medium,minus,dotcolour,alfa,119,17,M,R,
378,0,0,9,3,36,44,649,['c'],0,right,['0'],6,88,[0.10991897],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
379,1,1,9,3,36,44,316,['c'],0,right,['9'],5,185,[0.116721],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
380,2,2,9,3,27,53,122,['c'],0,right,['9'],5,19,[0.08289283],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
381,3,3,9,3,53,27,59,['n'],0,left,['9'],5,700,[-0.04357826],87,53,easy,plus,dotcolour,alfa,119,17,M,R,
382,4,4,9,3,53,27,248,['n'],0,left,['9'],5,86,[-0.08366073],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
383,5,5,9,3,47,33,281,['c'],1,left,['2'],2,65,[0.08311853],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
384,6,6,9,3,47,33,366,['n'],0,left,['9'],5,57,[-0.04491156],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
385,7,7,9,3,53,27,281,['n'],0,left,['0'],6,53,[-0.05783796],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
386,8,8,9,3,44,36,265,['n'],0,left,['8'],4,81,[-0.0730048],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
387,9,9,9,3,33,47,197,['c'],0,right,['3'],3,39,[0.08511733],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
388,10,10,9,3,44,36,17,['n'],0,left,['9'],5,1391,[-0.2352287],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
389,11,11,9,3,27,53,265,['n'],1,right,['0'],6,733,[-0.2399034],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
390,12,12,9,3,33,47,266,['n'],1,right,['0'],6,55,[-0.09690498],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
391,13,13,9,3,53,27,231,['c'],1,left,['2'],2,77,[0.0922128],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
392,14,14,9,3,27,53,66,['c'],0,right,['3'],3,11,[0.05557085],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
393,15,15,9,3,33,47,99,['c'],0,right,['3'],3,36,[0.0680145],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
394,16,16,9,3,36,44,715,['n'],1,right,['9'],5,127,[-0.04267656],99,44,hard,plus,dotcolour,alfa,119,17,M,R,
395,17,17,9,3,53,27,249,['n'],0,left,['8'],4,313,[-0.01892839],77,53,easy,plus,dotcolour,alfa,119,17,M,R,
396,18,18,9,3,27,53,190,['n'],1,right,['8'],4,37,[-0.09565707],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
397,19,19,9,3,47,33,232,['n'],0,left,['9'],5,44,[-0.08151443],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
398,20,20,9,3,53,27,282,['c'],1,left,['0'],6,656,[0.15021083],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
399,21,21,9,3,33,47,548,['n'],1,right,['9'],5,129,[-0.04393987],99,47,medium,plus,dotcolour,alfa,119,17,M,R,
400,22,22,9,3,44,36,315,['c'],1,left,['0'],6,752,[0.12275361],99,44,hard,plus,dotcolour,alfa,119,17,M,R,
401,23,23,9,3,36,44,249,['n'],1,right,['8'],4,90,[-0.10846253],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
402,24,24,9,3,27,53,332,['n'],1,right,['9'],5,113,[-0.08869936],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
403,25,25,9,3,44,36,247,['c'],1,left,['9'],5,84,[0.13162525],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
404,26,26,9,3,47,33,231,['c'],1,left,['9'],5,9,[0.06757503],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
405,27,27,9,3,27,53,280,['c'],0,right,['9'],5,14,[0.06543015],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
406,28,28,9,3,44,36,190,['n'],0,left,['9'],5,95,[-0.09173523],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
407,29,29,9,3,44,36,149,['c'],1,left,['9'],5,20,[0.08082258],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
408,30,30,9,3,33,47,107,['c'],0,right,['0'],6,20,[0.0659034],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
409,31,31,9,3,44,36,125,['c'],1,left,['9'],5,12,[0.07246624],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
410,32,32,9,3,33,47,36,['c'],0,right,['8'],4,653,[0.04745596],89,47,medium,plus,dotcolour,alfa,119,17,M,R,
411,33,33,9,3,33,47,18,['c'],0,right,['9'],5,2460,[-0.46783851],0,47,medium,plus,dotcolour,alfa,119,17,M,R,
412,34,34,9,3,47,33,248,['c'],1,left,['9'],5,80,[0.09312445],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
413,35,35,9,3,36,44,214,['c'],0,right,['0'],6,30,[0.08622149],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
414,36,36,9,3,27,53,215,['n'],1,right,['9'],5,77,[-0.02140715],94,53,easy,plus,dotcolour,alfa,119,17,M,R,
415,37,37,9,3,36,44,349,['c'],0,right,['9'],5,29,[0.07138486],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
416,38,38,9,3,47,33,498,['c'],1,left,['9'],5,25,[0.08339588],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
417,39,39,9,3,47,33,233,['c'],1,left,['0'],6,8,[0.08034516],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
418,40,40,9,3,36,44,265,['n'],1,right,['0'],6,79,[-0.08705354],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
419,41,41,9,3,53,27,298,['n'],0,left,['9'],5,600,[0.04114322],13,53,easy,plus,dotcolour,alfa,119,17,M,R,
420,42,0,10,3,27,53,417,['c'],0,right,['9'],5,45,[0.07391417],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
421,43,1,10,3,27,53,197,['c'],0,right,['9'],5,964,[-0.04066517],18,53,easy,plus,dotcolour,alfa,119,17,M,R,
422,44,2,10,3,53,27,349,['n'],0,left,['3'],3,761,[0.06029096],8,53,easy,plus,dotcolour,alfa,119,17,M,R,
423,45,3,10,3,33,47,332,['c'],0,right,['9'],5,54,[0.08206089],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
424,46,4,10,3,44,36,107,['c'],1,left,['0'],6,21,[0.06916506],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
425,47,5,10,3,33,47,189,['c'],0,right,['0'],6,14,[0.07560424],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
426,48,6,10,3,33,47,87,['n'],1,right,['9'],5,543,[-0.1671256],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
427,49,7,10,3,53,27,193,['n'],0,left,['9'],5,290,[0.02319893],17,53,easy,plus,dotcolour,alfa,119,17,M,R,
428,50,8,10,3,33,47,182,['c'],0,right,['0'],6,687,[0.07606765],96,47,medium,plus,dotcolour,alfa,119,17,M,R,
429,51,9,10,3,53,27,315,['c'],1,left,['3'],3,152,[0.10880622],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
430,52,10,10,3,47,33,194,['c'],1,left,['3'],3,59,[0.08491258],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
431,53,11,10,3,44,36,179,['c'],1,left,['3'],3,66,[0.05018865],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
432,54,12,10,3,27,53,184,['n'],1,right,['2'],2,73,[-0.05506893],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
433,55,13,10,3,36,44,127,['n'],1,right,['2'],2,16,[-0.08245602],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
434,56,14,10,3,27,53,175,['c'],0,right,['3'],3,80,[0.032251],98,53,easy,plus,dotcolour,alfa,119,17,M,R,
435,57,15,10,3,44,36,125,['c'],1,left,['8'],4,22,[0.10687306],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
436,58,16,10,3,36,44,190,['c'],0,right,['3'],3,71,[0.05049883],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
437,59,17,10,3,44,36,249,['n'],0,left,['8'],4,99,[0.00033506],49,44,hard,plus,dotcolour,alfa,119,17,M,R,
438,60,18,10,3,47,33,65,['c'],1,left,['2'],2,561,[0.00516134],56,47,medium,plus,dotcolour,alfa,119,17,M,R,
439,61,19,10,3,44,36,92,['n'],0,left,['9'],5,531,[0.01090711],37,44,hard,plus,dotcolour,alfa,119,17,M,R,
440,62,20,10,3,53,27,398,['n'],0,left,['0'],6,104,[-0.00126594],54,53,easy,plus,dotcolour,alfa,119,17,M,R,
441,63,21,10,3,47,33,281,['c'],1,left,['2'],2,113,[0.04114727],99,47,medium,plus,dotcolour,alfa,119,17,M,R,
442,64,22,10,3,27,53,282,['c'],0,right,['3'],3,58,[0.08036697],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
443,65,23,10,3,36,44,382,['c'],0,right,['3'],3,130,[0.03916336],98,44,hard,plus,dotcolour,alfa,119,17,M,R,
444,66,24,10,3,53,27,250,['c'],1,left,['3'],3,60,[0.0744206],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
445,67,25,10,3,36,44,232,['c'],0,right,['8'],4,98,[0.06125706],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
446,68,26,10,3,33,47,466,['n'],1,right,['9'],5,100,[-0.00540093],65,47,medium,plus,dotcolour,alfa,119,17,M,R,
447,69,27,10,3,36,44,232,['n'],1,right,['9'],5,16,[-0.0683884],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
448,70,28,10,3,44,36,299,['n'],0,left,['9'],5,108,[-0.10075881],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
449,71,29,10,3,47,33,466,['c'],1,left,['9'],5,46,[0.09804651],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
450,72,30,10,3,53,27,126,['c'],1,left,['9'],5,54,[0.0865961],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
451,73,31,10,3,47,33,1613,['c'],1,left,['8'],4,76,[0.07142523],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
452,74,32,10,3,33,47,233,['n'],1,right,['3'],3,8,[-0.06678699],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
453,75,33,10,3,27,53,466,['n'],1,right,['9'],5,79,[-0.04192023],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
454,76,34,10,3,33,47,181,['n'],1,right,['9'],5,76,[-0.1370715],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
455,77,35,10,3,27,53,398,['n'],1,right,['9'],5,154,[-0.03608623],96,53,easy,plus,dotcolour,alfa,119,17,M,R,
456,78,36,10,3,36,44,250,['n'],1,right,['9'],5,108,[-0.08890347],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
457,79,37,10,3,36,44,175,['n'],1,right,['3'],3,57,[-0.10198849],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
458,80,38,10,3,47,33,127,['n'],0,left,['9'],5,431,[-0.07644387],99,47,medium,plus,dotcolour,alfa,119,17,M,R,
459,81,39,10,3,53,27,516,['n'],0,left,['0'],6,75,[-0.05173647],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
460,82,40,10,3,47,33,365,['n'],0,left,['9'],5,314,[0.00604681],40,47,medium,plus,dotcolour,alfa,119,17,M,R,
461,83,41,10,3,44,36,499,['n'],0,left,['0'],6,123,[-0.0277728],95,44,hard,plus,dotcolour,alfa,119,17,M,R,
462,84,0,11,3,53,27,566,['n'],0,left,['0'],6,176,[-0.06430505],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
463,85,1,11,3,36,44,398,['c'],0,right,['0'],6,2,[0.0758995],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
464,86,2,11,3,53,27,398,['c'],1,left,['9'],5,3,[0.07357195],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
465,87,3,11,3,47,33,232,['c'],1,left,['0'],6,3,[0.07524534],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
466,88,4,11,3,53,27,315,['c'],1,left,['0'],6,456,[0.16238684],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
467,89,5,11,3,47,33,232,['c'],1,left,['0'],6,38,[0.08616092],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
468,90,6,11,3,33,47,215,['n'],1,right,['9'],5,68,[-0.07842744],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
469,91,7,11,3,33,47,399,['n'],1,right,['8'],4,98,[-0.06205825],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
470,92,8,11,3,44,36,665,['n'],0,left,['0'],6,77,[-0.07334609],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
471,93,9,11,3,36,44,1198,['n'],1,right,['8'],4,75,[-0.04099719],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
472,94,10,11,3,44,36,648,['c'],1,left,['0'],6,23,[0.07633745],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
473,95,11,11,3,47,33,533,['c'],1,left,['0'],6,27,[0.05169595],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
474,96,12,11,3,27,53,448,['c'],0,right,['9'],5,176,[0.08677666],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
475,97,13,11,3,44,36,399,['n'],0,left,['9'],5,99,[-0.04831216],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
476,98,14,11,3,33,47,433,['n'],1,right,['0'],6,134,[-0.1124155],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
477,99,15,11,3,53,27,550,['n'],0,left,['0'],6,84,[-0.07064611],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
478,100,16,11,3,27,53,1081,['n'],1,right,['0'],6,247,[-0.11382962],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
479,101,17,11,3,33,47,631,['c'],0,right,['9'],5,37,[0.0522618],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
480,102,18,11,3,27,53,448,['c'],0,right,['9'],5,3,[0.076194],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
481,103,19,11,3,44,36,516,['n'],0,left,['0'],6,208,[-0.00686126],63,44,hard,plus,dotcolour,alfa,119,17,M,R,
482,104,20,11,3,36,44,732,['n'],1,right,['0'],6,83,[-0.02095352],93,44,hard,plus,dotcolour,alfa,119,17,M,R,
483,105,21,11,3,53,27,317,['n'],0,left,['9'],5,124,[-0.14027151],100,53,easy,plus,dotcolour,alfa,119,17,M,R,
484,106,22,11,3,44,36,317,['n'],0,left,['0'],6,84,[-0.09294349],100,44,hard,plus,dotcolour,alfa,119,17,M,R,
485,107,23,11,3,47,33,333,['n'],0,left,['0'],6,44,[-0.05219089],100,47,medium,plus,dotcolour,alfa,119,17,M,R,
