trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,questionID,questionResp,sub,age,gender,handedness,
55,55,13,1,0,27,53,584,['n'],1,right,['1'],6,113,[-0.10362522],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
56,56,14,1,0,27,53,533,['n'],1,right,['1'],6,105,[-0.0762338],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
57,57,15,1,0,36,44,417,['n'],1,right,['1'],6,309,[-0.039279],96,44,hard,plus,dotcolour,beta,,,48,20,V,L,
58,58,16,1,0,36,44,516,['n'],1,right,['1'],6,125,[-0.11365271],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
59,59,17,1,0,27,53,550,['n'],1,right,['1'],6,115,[-0.09276394],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
60,60,18,1,0,47,33,1116,['c'],1,left,['2'],5,211,[0.13722019],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
61,61,19,1,0,36,44,717,['n'],1,right,['1'],6,111,[-0.1148382],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
62,62,20,1,0,27,53,533,['n'],1,right,['1'],6,111,[-0.17641945],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
63,63,21,1,0,33,47,1100,['c'],0,right,['3'],4,544,[-0.03070182],65,47,medium,plus,dotcolour,beta,,,48,20,V,L,
64,64,22,1,0,53,27,717,['n'],0,left,['0'],1,1182,[0.19546409],9,53,easy,plus,dotcolour,beta,,,48,20,V,L,
65,65,23,1,0,27,53,767,['n'],1,right,['1'],6,137,[-0.05296052],99,53,easy,plus,dotcolour,beta,,,48,20,V,L,
66,66,24,1,0,36,44,566,['n'],1,right,['1'],6,134,[-0.12662876],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
67,67,25,1,0,47,33,1083,['c'],1,left,['1'],6,248,[0.18710563],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
68,68,26,1,0,47,33,833,['c'],1,left,['1'],6,157,[0.0365079],98,47,medium,plus,dotcolour,beta,,,48,20,V,L,
69,69,27,1,0,36,44,600,['c'],0,right,['2'],5,344,[0.02084591],91,44,hard,plus,dotcolour,beta,,,48,20,V,L,
70,70,28,1,0,44,36,750,['n'],0,left,['1'],6,109,[-0.05598569],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
71,71,29,1,0,36,44,1384,['c'],0,right,['1'],6,354,[0.07284716],98,44,hard,plus,dotcolour,beta,,,48,20,V,L,
72,72,30,1,0,27,53,666,['n'],1,right,['1'],6,130,[-0.15405195],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
73,73,31,1,0,44,36,800,['c'],1,left,['2'],5,894,[0.09165024],94,44,hard,plus,dotcolour,beta,,,48,20,V,L,
74,74,32,1,0,33,47,717,['n'],1,right,['1'],6,159,[-0.07534161],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
75,75,33,1,0,44,36,1283,['n'],0,left,['1'],6,190,[-0.13560946],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
76,76,34,1,0,27,53,517,['n'],1,right,['1'],6,211,[-0.15479827],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
77,77,35,1,0,53,27,867,['c'],1,left,['1'],6,657,[0.09371462],96,53,easy,plus,dotcolour,beta,,,48,20,V,L,
78,78,36,1,0,33,47,600,['n'],1,right,['1'],6,144,[-0.10556527],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
79,79,37,1,0,53,27,2633,['n'],0,left,['8'],3,2914,[0.46403119],1,53,easy,plus,dotcolour,beta,,,48,20,V,L,
80,80,38,1,0,33,47,1000,['n'],1,right,['1'],6,414,[-0.12855405],99,47,medium,plus,dotcolour,beta,,,48,20,V,L,
81,81,39,1,0,53,27,767,['c'],1,left,['1'],6,160,[0.11353082],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
82,82,40,1,0,44,36,617,['n'],0,left,['1'],6,98,[-0.08963071],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
83,83,41,1,0,47,33,617,['n'],0,left,['1'],6,127,[-0.01926791],98,47,medium,plus,dotcolour,beta,,,48,20,V,L,
84,84,0,2,0,27,53,618,['n'],1,right,['1'],6,101,[-0.12291432],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
85,85,1,2,0,27,53,484,['n'],1,right,['1'],6,111,[-0.11962871],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
86,86,2,2,0,27,53,450,['n'],1,right,['1'],6,98,[-0.0976784],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
87,87,3,2,0,36,44,450,['n'],1,right,['1'],6,149,[-0.10119425],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
88,88,4,2,0,33,47,367,['n'],1,right,['1'],6,98,[-0.09648891],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
89,89,5,2,0,27,53,400,['n'],1,right,['1'],6,95,[-0.04469392],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
90,90,6,2,0,53,27,316,['n'],0,left,['8'],3,1720,[0.15228714],21,53,easy,plus,dotcolour,beta,,,48,20,V,L,
91,91,7,2,0,36,44,1134,['n'],1,right,['1'],6,295,[-0.10791994],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
92,92,8,2,0,36,44,517,['n'],1,right,['1'],6,95,[-0.03617315],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
93,93,9,2,0,44,36,700,['n'],0,left,['1'],6,129,[-0.06173959],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
94,94,10,2,0,44,36,1433,['c'],1,left,['3'],4,1659,[0.14080052],94,44,hard,plus,dotcolour,beta,,,48,20,V,L,
95,95,11,2,0,47,33,1934,['c'],1,left,['2'],5,580,[0.1340746],99,47,medium,plus,dotcolour,beta,,,48,20,V,L,
96,96,12,2,0,47,33,2235,['c'],1,left,['1'],6,205,[0.04410582],98,47,medium,plus,dotcolour,beta,,,48,20,V,L,
97,97,13,2,0,44,36,634,['n'],0,left,['1'],6,117,[-0.03189975],99,44,hard,plus,dotcolour,beta,,,48,20,V,L,
98,98,14,2,0,47,33,1067,['c'],1,left,['1'],6,367,[0.05562833],96,47,medium,plus,dotcolour,beta,,,48,20,V,L,
99,99,15,2,0,44,36,1133,['c'],1,left,['2'],5,365,[0.05030533],96,44,hard,plus,dotcolour,beta,,,48,20,V,L,
100,100,16,2,0,27,53,599,['n'],1,right,['1'],6,143,[-0.06607856],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
101,101,17,2,0,53,27,750,['c'],1,left,['1'],6,317,[0.03398949],95,53,easy,plus,dotcolour,beta,,,48,20,V,L,
102,102,18,2,0,33,47,600,['n'],1,right,['1'],6,97,[-0.13123855],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
103,103,19,2,0,33,47,600,['n'],1,right,['1'],6,127,[-0.11852478],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
104,104,20,2,0,47,33,1049,['c'],1,left,['1'],6,256,[0.08279303],99,47,medium,plus,dotcolour,beta,,,48,20,V,L,
105,105,21,2,0,53,27,1267,['c'],1,left,['1'],6,189,[0.06548183],99,53,easy,plus,dotcolour,beta,,,48,20,V,L,
106,106,22,2,0,36,44,900,['c'],0,right,['1'],6,202,[0.13762161],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
107,107,23,2,0,47,33,584,['n'],0,left,['0'],1,1100,[0.00100836],72,47,medium,plus,dotcolour,beta,,,48,20,V,L,
108,108,24,2,0,27,53,766,['n'],1,right,['1'],6,154,[-0.09145927],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
109,109,25,2,0,44,36,1284,['c'],1,left,['1'],6,146,[0.05960843],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
110,110,26,2,0,33,47,699,['n'],1,right,['1'],6,113,[-0.07042553],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
111,111,27,2,0,53,27,600,['c'],1,left,['1'],6,190,[0.01624309],95,53,easy,plus,dotcolour,beta,,,48,20,V,L,
112,112,28,2,0,33,47,734,['n'],1,right,['1'],6,578,[-0.13421444],99,47,medium,plus,dotcolour,beta,,,48,20,V,L,
113,113,29,2,0,36,44,949,['c'],0,right,['1'],6,143,[-0.00131565],93,44,hard,plus,dotcolour,beta,,,48,20,V,L,
114,114,30,2,0,47,33,734,['c'],1,left,['1'],6,116,[0.11940819],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
115,115,31,2,0,27,53,700,['n'],1,right,['1'],6,85,[-0.12206159],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
116,116,32,2,0,33,47,733,['c'],0,right,['1'],6,142,[0.07086421],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
117,117,33,2,0,44,36,766,['c'],1,left,['1'],6,130,[0.07875573],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
118,118,34,2,0,47,33,700,['c'],1,left,['1'],6,131,[0.10819934],100,47,medium,plus,dotcolour,beta,,,48,20,V,L,
119,119,35,2,0,53,27,551,['c'],1,left,['1'],6,128,[0.06820984],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
120,120,36,2,0,44,36,600,['c'],1,left,['1'],6,140,[0.05657371],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
121,121,37,2,0,53,27,534,['c'],1,left,['1'],6,106,[0.04939133],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
122,122,38,2,0,36,44,733,['n'],1,right,['1'],6,121,[-0.10782312],100,44,hard,plus,dotcolour,beta,,,48,20,V,L,
123,123,39,2,0,36,44,799,['n'],1,right,['1'],6,142,[-0.03056802],98,44,hard,plus,dotcolour,beta,,,48,20,V,L,
124,124,40,2,0,33,47,950,['n'],1,right,['1'],6,156,[-0.03900269],99,47,medium,plus,dotcolour,beta,,,48,20,V,L,
125,125,41,2,0,53,27,617,['c'],1,left,['1'],6,117,[0.06245665],100,53,easy,plus,dotcolour,beta,,,48,20,V,L,
126,0,0,3,1,27,53,817,['n'],1,right,['1'],6,511,[-0.23847249],99,53,easy,minus,dotcolour,beta,,,48,20,V,L,
127,1,1,3,1,33,47,733,['n'],1,right,['1'],6,151,[-0.1222022],96,47,medium,minus,dotcolour,beta,,,48,20,V,L,
128,2,2,3,1,47,33,1151,['c'],1,left,['1'],6,117,[0.10163371],92,47,medium,minus,dotcolour,beta,,,48,20,V,L,
129,3,3,3,1,47,33,2233,['c'],1,left,['2'],5,104,[0.1011884],93,47,medium,minus,dotcolour,beta,,,48,20,V,L,
130,4,4,3,1,47,33,1166,['c'],1,left,['2'],5,150,[0.01667912],14,47,medium,minus,dotcolour,beta,,,48,20,V,L,
131,5,5,3,1,53,27,934,['c'],1,left,['1'],6,148,[0.09510008],86,53,easy,minus,dotcolour,beta,,,48,20,V,L,
132,6,6,3,1,27,53,666,['n'],1,right,['1'],6,141,[-0.07540886],72,53,easy,minus,dotcolour,beta,,,48,20,V,L,
133,7,7,3,1,53,27,700,['c'],1,left,['1'],6,172,[0.11165405],92,53,easy,minus,dotcolour,beta,,,48,20,V,L,
134,8,8,3,1,33,47,1284,['c'],0,right,['2'],5,476,[0.0372212],38,47,medium,minus,dotcolour,beta,,,48,20,V,L,
135,9,9,3,1,27,53,1767,['n'],1,right,['1'],6,898,[-0.28481799],99,53,easy,minus,dotcolour,beta,,,48,20,V,L,
136,10,10,3,1,27,53,633,['n'],1,right,['1'],6,102,[-0.1118083],96,53,easy,minus,dotcolour,beta,,,48,20,V,L,
137,11,11,3,1,33,47,950,['n'],1,right,['1'],6,150,[-0.07939585],75,47,medium,minus,dotcolour,beta,,,48,20,V,L,
138,12,12,3,1,44,36,750,['c'],1,left,['1'],6,179,[0.08406175],77,44,hard,minus,dotcolour,beta,,,48,20,V,L,
139,13,13,3,1,53,27,2082,['c'],1,left,['1'],6,250,[0.21733522],100,53,easy,minus,dotcolour,beta,,,48,20,V,L,
140,14,14,3,1,36,44,617,['n'],1,right,['1'],6,80,[-0.11095435],97,44,hard,minus,dotcolour,beta,,,48,20,V,L,
141,15,15,3,1,44,36,600,['n'],0,left,['1'],6,127,[-0.06089146],57,44,hard,minus,dotcolour,beta,,,48,20,V,L,
142,16,16,3,1,47,33,650,['c'],1,left,['1'],6,128,[0.05819371],53,47,medium,minus,dotcolour,beta,,,48,20,V,L,
143,17,17,3,1,36,44,900,['n'],1,right,['1'],6,129,[-0.0603294],56,44,hard,minus,dotcolour,beta,,,48,20,V,L,
144,18,18,3,1,53,27,1833,['n'],0,left,['1'],6,995,[0.13068775],3,53,easy,minus,dotcolour,beta,,,48,20,V,L,
145,19,19,3,1,53,27,750,['c'],1,left,['1'],6,167,[0.1298756],96,53,easy,minus,dotcolour,beta,,,48,20,V,L,
146,20,20,3,1,53,27,634,['c'],1,left,['1'],6,128,[0.1248566],97,53,easy,minus,dotcolour,beta,,,48,20,V,L,
147,21,21,3,1,36,44,667,['n'],1,right,['1'],6,89,[-0.08769571],87,44,hard,minus,dotcolour,beta,,,48,20,V,L,
148,22,22,3,1,27,53,550,['n'],1,right,['1'],6,129,[-0.11552534],95,53,easy,minus,dotcolour,beta,,,48,20,V,L,
149,23,23,3,1,36,44,484,['n'],1,right,['1'],6,74,[-0.0521298],44,44,hard,minus,dotcolour,beta,,,48,20,V,L,
150,24,24,3,1,27,53,583,['n'],1,right,['1'],6,73,[-0.05391941],47,53,easy,minus,dotcolour,beta,,,48,20,V,L,
151,25,25,3,1,47,33,1067,['n'],0,left,['1'],6,236,[-0.03804977],34,47,medium,minus,dotcolour,beta,,,48,20,V,L,
152,26,26,3,1,44,36,1617,['n'],0,left,['1'],6,276,[-0.09925617],82,44,hard,minus,dotcolour,beta,,,48,20,V,L,
153,27,27,3,1,44,36,833,['n'],0,left,['1'],6,160,[-0.07791052],73,44,hard,minus,dotcolour,beta,,,48,20,V,L,
154,28,28,3,1,44,36,633,['n'],0,left,['2'],5,226,[-0.05686242],51,44,hard,minus,dotcolour,beta,,,48,20,V,L,
155,29,29,3,1,33,47,583,['n'],1,right,['1'],6,130,[-0.04199041],34,47,medium,minus,dotcolour,beta,,,48,20,V,L,
156,30,30,3,1,44,36,2168,['c'],1,left,['3'],4,744,[0.06507863],55,44,hard,minus,dotcolour,beta,,,48,20,V,L,
157,31,31,3,1,33,47,551,['n'],1,right,['1'],6,134,[-0.04635242],39,47,medium,minus,dotcolour,beta,,,48,20,V,L,
158,32,32,3,1,47,33,1700,['c'],1,left,['1'],6,229,[0.15630651],98,47,medium,minus,dotcolour,beta,,,48,20,V,L,
159,33,33,3,1,47,33,1200,['c'],1,left,['1'],6,269,[0.10185422],83,47,medium,minus,dotcolour,beta,,,48,20,V,L,
160,34,34,3,1,36,44,767,['n'],1,right,['1'],6,85,[-0.09057985],90,44,hard,minus,dotcolour,beta,,,48,20,V,L,
161,35,35,3,1,33,47,567,['n'],1,right,['1'],6,84,[-0.04720602],37,47,medium,minus,dotcolour,beta,,,48,20,V,L,
162,36,36,3,1,53,27,883,['c'],1,left,['1'],6,215,[0.14554744],97,53,easy,minus,dotcolour,beta,,,48,20,V,L,
163,37,37,3,1,36,44,834,['n'],1,right,['1'],6,118,[-0.11486836],96,44,hard,minus,dotcolour,beta,,,48,20,V,L,
164,38,38,3,1,33,47,617,['n'],1,right,['1'],6,107,[-0.07064197],70,47,medium,minus,dotcolour,beta,,,48,20,V,L,
165,39,39,3,1,27,53,517,['n'],1,right,['1'],6,66,[-0.11405956],98,53,easy,minus,dotcolour,beta,,,48,20,V,L,
166,40,40,3,1,36,44,549,['n'],1,right,['1'],6,99,[-0.08094259],81,44,hard,minus,dotcolour,beta,,,48,20,V,L,
167,41,41,3,1,44,36,668,['n'],0,left,['1'],6,206,[-0.02132266],20,44,hard,minus,dotcolour,beta,,,48,20,V,L,
168,42,0,4,1,33,47,668,['n'],1,right,['1'],6,53,[-0.06664862],70,47,medium,minus,dotcolour,beta,,,48,20,V,L,
169,43,1,4,1,44,36,434,['n'],0,left,['1'],6,83,[-0.08080166],83,44,hard,minus,dotcolour,beta,,,48,20,V,L,
170,44,2,4,1,44,36,1400,['n'],0,left,['1'],6,137,[-0.05983146],55,44,hard,minus,dotcolour,beta,,,48,20,V,L,
171,45,3,4,1,44,36,1333,['c'],1,left,['1'],6,160,[0.05441368],49,44,hard,minus,dotcolour,beta,,,48,20,V,L,
172,46,4,4,1,44,36,983,['c'],1,left,['1'],6,227,[0.14002405],96,44,hard,minus,dotcolour,beta,,,48,20,V,L,
173,47,5,4,1,36,44,600,['n'],1,right,['1'],6,91,[-0.05049261],43,44,hard,minus,dotcolour,beta,,,48,20,V,L,
174,48,6,4,1,53,27,601,['n'],0,left,['1'],6,105,[-0.04986222],42,53,easy,minus,dotcolour,beta,,,48,20,V,L,
175,49,7,4,1,27,53,650,['n'],1,right,['1'],6,76,[-0.05864234],55,53,easy,minus,dotcolour,beta,,,48,20,V,L,
176,50,8,4,1,27,53,584,['n'],1,right,['1'],6,90,[-0.10157674],94,53,easy,minus,dotcolour,beta,,,48,20,V,L,
177,51,9,4,1,36,44,867,['n'],1,right,['1'],6,181,[-0.11100218],91,44,hard,minus,dotcolour,beta,,,48,20,V,L,
178,52,10,4,1,53,27,867,['c'],1,left,['2'],5,141,[0.12709203],97,53,easy,minus,dotcolour,beta,,,48,20,V,L,
179,53,11,4,1,33,47,633,['n'],1,right,['1'],6,95,[-0.05235284],45,47,medium,minus,dotcolour,beta,,,48,20,V,L,
180,54,12,4,1,27,53,684,['n'],1,right,['1'],6,113,[-0.13248214],98,53,easy,minus,dotcolour,beta,,,48,20,V,L,
181,55,13,4,1,27,53,433,['n'],1,right,['1'],6,101,[-0.02825408],18,53,easy,minus,dotcolour,beta,,,48,20,V,L,
182,56,14,4,1,47,33,900,['n'],0,left,['1'],6,141,[-0.03457121],27,47,medium,minus,dotcolour,beta,,,48,20,V,L,
183,57,15,4,1,33,47,434,['n'],1,right,['1'],6,167,[-0.06804179],63,47,medium,minus,dotcolour,beta,,,48,20,V,L,
184,58,16,4,1,47,33,2633,['c'],1,left,['2'],5,305,[0.21186248],99,47,medium,minus,dotcolour,beta,,,48,20,V,L,
185,59,17,4,1,33,47,783,['n'],1,right,['1'],6,127,[-0.03484194],26,47,medium,minus,dotcolour,beta,,,48,20,V,L,
186,60,18,4,1,27,53,566,['n'],1,right,['1'],6,84,[-0.03942012],27,53,easy,minus,dotcolour,beta,,,48,20,V,L,
187,61,19,4,1,36,44,600,['n'],1,right,['1'],6,82,[-0.03430992],21,44,hard,minus,dotcolour,beta,,,48,20,V,L,
188,62,20,4,1,47,33,1217,['c'],1,left,['1'],6,359,[0.07713787],66,47,medium,minus,dotcolour,beta,,,48,20,V,L,
189,63,21,4,1,27,53,516,['n'],1,right,['1'],6,125,[-0.07224854],70,53,easy,minus,dotcolour,beta,,,48,20,V,L,
190,64,22,4,1,44,36,450,['n'],0,left,['1'],6,199,[-0.06920276],63,44,hard,minus,dotcolour,beta,,,48,20,V,L,
191,65,23,4,1,47,33,1450,['n'],0,left,['3'],4,686,[-0.00314704],24,47,medium,minus,dotcolour,beta,,,48,20,V,L,
192,66,24,4,1,47,33,883,['c'],1,left,['3'],4,337,[0.09134714],75,47,medium,minus,dotcolour,beta,,,48,20,V,L,
193,67,25,4,1,53,27,850,['c'],1,left,['3'],4,379,[0.15327993],95,53,easy,minus,dotcolour,beta,,,48,20,V,L,
194,68,26,4,1,36,44,667,['n'],1,right,['1'],6,106,[-0.09365466],89,44,hard,minus,dotcolour,beta,,,48,20,V,L,
195,69,27,4,1,27,53,583,['n'],1,right,['1'],6,95,[-0.04884653],40,53,easy,minus,dotcolour,beta,,,48,20,V,L,
196,70,28,4,1,47,33,1284,['n'],0,left,['3'],4,346,[0.08348877],1,47,medium,minus,dotcolour,beta,,,48,20,V,L,
