"sub","condition","difflevel","cost_ldc","a0","b0","eta_a","eta_b","manip","model","Ndata_point","Npar","bic","best","bound","drift","ter","cost_ddm","z","vratio"
12,"plus","medium",0.00912843847297445,0.866402655834496,8.20365728825989,1.58151913172727,5.48607279593886,"beta","both",753,4,-8497.78441116866,"alpha",0.0686545436716789,0.156759996061851,0.439962657488282,0.00167398246589543,0,1
12,"plus","medium",0.00944968129027026,6.53110595337041,9.93588518042721,0,0,"beta","no",753,2,-8484.98900682646,"alpha",0.0686545436716789,0.156759996061851,0.439962657488282,0.00167398246589543,0,1
12,"plus","medium",0.00928142028568497,6.66449491550575,6.24338985030938,0,5.48607279593886,"beta","beta",753,3,-8491.89366483874,"alpha",0.0686545436716789,0.156759996061851,0.439962657488282,0.00167398246589543,0,1
13,"minus","easy",0.0113551678285027,2.00505120644054,9.51630251593133,6.3766349233989,7.67470424551882,"beta","both",753,4,-8333.42084513682,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"minus","easy",0.0113551678274584,2.0051265458762,9.51622272359864,0,0,"beta","no",753,2,-8346.66897566167,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"minus","easy",0.0113551678274865,2.00511648921319,9.5162205475691,6.3766349233989,0,"beta","alpha",753,3,-8340.04491043201,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"minus","easy",0.0113551678274849,2.00512575693682,9.51623064602204,0,7.67470424551882,"beta","beta",753,3,-8340.04491043211,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"minus","hard",0.0113551678274584,2.0051265458762,9.51622272359864,0,0,"beta","no",753,2,-8346.66897566167,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"minus","hard",0.0113551678274849,2.00512575693682,9.51623064602204,0,7.67470424551882,"beta","beta",753,3,-8340.04491043211,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"minus","hard",0.0113551678274865,2.00511648921319,9.5162205475691,6.3766349233989,0,"beta","alpha",753,3,-8340.04491043201,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"minus","hard",0.0113551678285027,2.00505120644054,9.51630251593133,6.3766349233989,7.67470424551882,"beta","both",753,4,-8333.42084513682,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"minus","medium",0.0113551678274584,2.0051265458762,9.51622272359864,0,0,"beta","no",753,2,-8346.66897566167,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"minus","medium",0.0113551678285027,2.00505120644054,9.51630251593133,6.3766349233989,7.67470424551882,"beta","both",753,4,-8333.42084513682,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"minus","medium",0.0113551678274849,2.00512575693682,9.51623064602204,0,7.67470424551882,"beta","beta",753,3,-8340.04491043211,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"minus","medium",0.0113551678274865,2.00511648921319,9.5162205475691,6.3766349233989,0,"beta","alpha",753,3,-8340.04491043201,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"plus","easy",0.0113551678274849,2.00512575693682,9.51623064602204,0,7.67470424551882,"beta","beta",753,3,-8340.04491043211,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"plus","easy",0.0113551678274584,2.0051265458762,9.51622272359864,0,0,"beta","no",753,2,-8346.66897566167,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"plus","easy",0.0113551678274865,2.00511648921319,9.5162205475691,6.3766349233989,0,"beta","alpha",753,3,-8340.04491043201,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"plus","easy",0.0113551678285027,2.00505120644054,9.51630251593133,6.3766349233989,7.67470424551882,"beta","both",753,4,-8333.42084513682,"no",0.0685268444629123,0.252178135971932,0.530693801838606,0.00139126844153299,0,1
13,"plus","hard",0.0113551678274584,2.0051265458762,9.51622272359864,0,0,"beta","no",753,2,-8346.66897566167,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"plus","hard",0.0113551678274849,2.00512575693682,9.51623064602204,0,7.67470424551882,"beta","beta",753,3,-8340.04491043211,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"plus","hard",0.0113551678274865,2.00511648921319,9.5162205475691,6.3766349233989,0,"beta","alpha",753,3,-8340.04491043201,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"plus","hard",0.0113551678285027,2.00505120644054,9.51630251593133,6.3766349233989,7.67470424551882,"beta","both",753,4,-8333.42084513682,"no",0.0685268444629123,0.0682887780831329,0.530693801838606,0.00139126844153299,0,1
13,"plus","medium",0.0113551678274849,2.00512575693682,9.51623064602204,0,7.67470424551882,"beta","beta",753,3,-8340.04491043211,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"plus","medium",0.0113551678274584,2.0051265458762,9.51622272359864,0,0,"beta","no",753,2,-8346.66897566167,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"plus","medium",0.0113551678285027,2.00505120644054,9.51630251593133,6.3766349233989,7.67470424551882,"beta","both",753,4,-8333.42084513682,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
13,"plus","medium",0.0113551678274865,2.00511648921319,9.5162205475691,6.3766349233989,0,"beta","alpha",753,3,-8340.04491043201,"no",0.0685268444629123,0.125548415085357,0.530693801838606,0.00139126844153299,0,1
14,"minus","easy",0.00419547905656863,11.9382484513519,7.30744508701049,1.60558051159446,4.46028089771565,"beta","both",753,4,-9083.15691027751,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"minus","easy",0.00419547905652706,11.9382176577953,7.30745620116675,0,4.46028089771565,"beta","beta",753,3,-9089.78097551277,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"minus","easy",0.00419547905652287,11.9382142833302,7.30745376041711,1.60558051159446,0,"beta","alpha",753,3,-9089.78097551352,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"minus","easy",0.00419547905652208,11.9382066444462,7.30745504517718,0,0,"beta","no",753,2,-9096.40504074146,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"minus","hard",0.00419547905652287,11.9382142833302,7.30745376041711,1.60558051159446,0,"beta","alpha",753,3,-9089.78097551352,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"minus","hard",0.00419547905656863,11.9382484513519,7.30744508701049,1.60558051159446,4.46028089771565,"beta","both",753,4,-9083.15691027751,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"minus","hard",0.00419547905652208,11.9382066444462,7.30745504517718,0,0,"beta","no",753,2,-9096.40504074146,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"minus","hard",0.00419547905652706,11.9382176577953,7.30745620116675,0,4.46028089771565,"beta","beta",753,3,-9089.78097551277,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"minus","medium",0.00419547905652208,11.9382066444462,7.30745504517718,0,0,"beta","no",753,2,-9096.40504074146,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"minus","medium",0.00419547905652287,11.9382142833302,7.30745376041711,1.60558051159446,0,"beta","alpha",753,3,-9089.78097551352,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"minus","medium",0.00419547905656863,11.9382484513519,7.30744508701049,1.60558051159446,4.46028089771565,"beta","both",753,4,-9083.15691027751,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"minus","medium",0.00419547905652706,11.9382176577953,7.30745620116675,0,4.46028089771565,"beta","beta",753,3,-9089.78097551277,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"plus","easy",0.00419547905652706,11.9382176577953,7.30745620116675,0,4.46028089771565,"beta","beta",753,3,-9089.78097551277,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"plus","easy",0.00419547905652208,11.9382066444462,7.30745504517718,0,0,"beta","no",753,2,-9096.40504074146,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"plus","easy",0.00419547905656863,11.9382484513519,7.30744508701049,1.60558051159446,4.46028089771565,"beta","both",753,4,-9083.15691027751,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"plus","easy",0.00419547905652287,11.9382142833302,7.30745376041711,1.60558051159446,0,"beta","alpha",753,3,-9089.78097551352,"no",0.0514699431528769,0.142973980464518,0.33483467279999,0.00229248901206573,0,1
14,"plus","hard",0.00419547905652287,11.9382142833302,7.30745376041711,1.60558051159446,0,"beta","alpha",753,3,-9089.78097551352,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"plus","hard",0.00419547905656863,11.9382484513519,7.30744508701049,1.60558051159446,4.46028089771565,"beta","both",753,4,-9083.15691027751,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"plus","hard",0.00419547905652208,11.9382066444462,7.30745504517718,0,0,"beta","no",753,2,-9096.40504074146,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"plus","hard",0.00419547905652706,11.9382176577953,7.30745620116675,0,4.46028089771565,"beta","beta",753,3,-9089.78097551277,"no",0.0514699431528769,0.0321722676136982,0.33483467279999,0.00229248901206573,0,1
14,"plus","medium",0.00419547905652208,11.9382066444462,7.30745504517718,0,0,"beta","no",753,2,-9096.40504074146,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"plus","medium",0.00419547905652287,11.9382142833302,7.30745376041711,1.60558051159446,0,"beta","alpha",753,3,-9089.78097551352,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"plus","medium",0.00419547905652706,11.9382176577953,7.30745620116675,0,4.46028089771565,"beta","beta",753,3,-9089.78097551277,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
14,"plus","medium",0.00419547905656863,11.9382484513519,7.30744508701049,1.60558051159446,4.46028089771565,"beta","both",753,4,-9083.15691027751,"no",0.0514699431528769,0.0810481256717406,0.33483467279999,0.00229248901206573,0,1
15,"minus","easy",0.00783683908257053,24.4460943323142,11.9566658738627,0,0,"beta","no",753,2,-8625.90952331139,"no",0.0740972761761291,0.183522602340936,0.363078373681258,0.00312115815965577,0,1
15,"minus","easy",0.00783683908257959,24.4460710611664,11.956676876216,0,3.9037269062436,"beta","beta",753,3,-8619.28545808272,"no",0.0740972761761291,0.183522602340936,0.363078373681258,0.00312115815965577,0,1
15,"minus","easy",0.00783683908360922,24.4461732952868,11.9568012312126,10.1513237912165,0,"beta","alpha",753,3,-8619.28545798379,"no",0.0740972761761291,0.183522602340936,0.363078373681258,0.00312115815965577,0,1
15,"minus","easy",0.00783683909091211,24.4467054708564,11.956885634611,10.1513237912165,3.9037269062436,"beta","both",753,4,-8612.66139205429,"no",0.0740972761761291,0.183522602340936,0.363078373681258,0.00312115815965577,0,1
15,"minus","hard",0.00783683908257053,24.4460943323142,11.9566658738627,0,0,"beta","no",753,2,-8625.90952331139,"no",0.0740972761761291,0.0669522015173644,0.363078373681258,0.00312115815965577,0,1
15,"minus","hard",0.00783683908257959,24.4460710611664,11.956676876216,0,3.9037269062436,"beta","beta",753,3,-8619.28545808272,"no",0.0740972761761291,0.0669522015173644,0.363078373681258,0.00312115815965577,0,1
15,"minus","hard",0.00783683908360922,24.4461732952868,11.9568012312126,10.1513237912165,0,"beta","alpha",753,3,-8619.28545798379,"no",0.0740972761761291,0.0669522015173644,0.363078373681258,0.00312115815965577,0,1
15,"minus","hard",0.00783683909091211,24.4467054708564,11.956885634611,10.1513237912165,3.9037269062436,"beta","both",753,4,-8612.66139205429,"no",0.0740972761761291,0.0669522015173644,0.363078373681258,0.00312115815965577,0,1
15,"minus","medium",0.00783683908257053,24.4460943323142,11.9566658738627,0,0,"beta","no",753,2,-8625.90952331139,"no",0.0740972761761291,0.103618582608382,0.363078373681258,0.00312115815965577,0,1
