"withinblocktrial","block","running","dotsLeft","dotsRight","rt","resp","cor","cresp","conf_press","cj","RTconf","ev","fb","diff","task","sub","age","gender","handedness","X","difflevel","condition","manip","response","trial","coh"
2,0,"training",57,23,4.33386580000024,"['c']",1,"left","['8']",4,4.78268019999996,"[0.73740776]",100,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,2,"medium"
3,0,"training",49,31,3.13341940000009,"['n']",0,"left","['3']",3,4.55279390000032,"[0.04555839]",41,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,3,"hard"
4,0,"training",62,18,2.49910199999977,"['c']",1,"left","['8']",4,4.22940279999966,"[0.67810749]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,4,"easy"
5,0,"training",23,57,2.84955009999976,"['n']",1,"right","['8']",4,4.35333660000015,"[-0.44916822]",98,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,5,"medium"
6,0,"training",18,62,1.75007129999995,"['n']",1,"right","['9']",5,0.659761599999911,"[-0.22143365]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,6,"easy"
7,0,"training",49,31,1.98327549999976,"['c']",1,"left","['8']",4,1.53809140000067,"[0.21897095]",96,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,7,"hard"
8,0,"training",62,18,1.66650639999989,"['c']",1,"left","['9']",5,0.440928299999541,"[0.20881679]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,8,"easy"
9,0,"training",31,49,1.81591579999986,"['n']",1,"right","['8']",4,1.41436279999925,"[-0.20473258]",96,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,9,"hard"
10,0,"training",31,49,2.00066409999999,"['c']",0,"right","['3']",3,4.53298899999936,"[-0.05255598]",39,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,10,"hard"
11,0,"training",57,23,1.98331359999975,"['c']",1,"left","['8']",4,1.14370220000001,"[0.29263401]",99,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,11,"medium"
12,0,"training",23,57,2.91688890000023,"['c']",0,"right","['3']",3,0.220941600000515,"[0.06400946]",92,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,12,"medium"
13,0,"training",49,31,2.16674319999947,"['c']",1,"left","['8']",4,0.500696699999935,"[0.10930319]",94,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,13,"hard"
14,0,"training",18,62,1.85016390000055,"['n']",1,"right","['8']",4,0.95876170000065,"[-0.23433881]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,14,"easy"
15,0,"training",57,23,2.35025039999982,"['c']",1,"left","['8']",4,1.12238060000072,"[0.25302059]",99,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,15,"medium"
16,0,"training",49,31,1.98335800000041,"['n']",0,"left","['3']",3,0.317503100000067,"[0.0777929]",8,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,16,"hard"
17,0,"training",31,49,1.88363969999955,"['c']",0,"right","['8']",4,1.70912879999923,"[-0.00358914]",49,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,17,"hard"
18,0,"training",31,49,2.03359399999954,"['c']",0,"right","['3']",3,2.76731480000035,"[0.12132638]",79,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,18,"hard"
19,0,"training",49,31,2.33367129999988,"['c']",1,"left","['9']",5,0.713760900000125,"[0.08073088]",85,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,19,"hard"
20,0,"training",49,31,1.58331760000056,"['c']",1,"left","['9']",5,0.309044900000117,"[0.14459601]",99,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,20,"hard"
21,0,"training",18,62,2.35008539999944,"['n']",1,"right","['8']",4,1.47425430000021,"[-0.19023464]",94,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,21,"easy"
22,0,"training",62,18,3.13261080000029,"['c']",1,"left","['9']",5,0.225919900000008,"[0.08485276]",96,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,22,"easy"
23,0,"training",23,57,2.36716099999921,"['c']",0,"right","['9']",5,0.273642800000744,"[0.04772295]",84,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,23,"medium"
24,0,"training",18,62,1.31674380000004,"['c']",0,"right","['8']",4,1.30571580000014,"[-0.16649444]",7,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,24,"easy"
25,0,"training",57,23,1.43339560000004,"['c']",1,"left","['8']",4,0.211617099999785,"[0.09619672]",98,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,25,"medium"
26,0,"training",18,62,1.98346120000042,"['n']",1,"right","['8']",4,0.275436399999307,"[-0.12726638]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,26,"easy"
27,0,"training",57,23,1.66680919999999,"['c']",1,"left","['9']",5,0.381355600000461,"[0.14258912]",98,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,27,"medium"
28,0,"training",31,49,2.21720949999963,"['n']",1,"right","['8']",4,1.9172494000004,"[-0.20331171]",93,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,28,"hard"
29,0,"training",31,49,3.79998000000069,"['c']",0,"right","['3']",3,0.97614590000012,"[-0.13823906]",7,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,29,"hard"
30,0,"training",23,57,1.48370599999998,"['n']",1,"right","['9']",5,0.245640400000411,"[-0.05675928]",89,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,30,"medium"
31,0,"training",23,57,1.66688690000046,"['c']",0,"right","['9']",5,1.63245310000002,"[0.02419796]",58,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,31,"medium"
32,0,"training",23,57,2.3167497000004,"['n']",1,"right","['9']",5,1.29014290000032,"[-0.04358409]",67,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,32,"medium"
33,0,"training",62,18,1.03420599999936,"['c']",1,"left","['9']",5,0.276560700000118,"[0.07570601]",93,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,33,"easy"
34,0,"training",62,18,1.00002839999979,"['c']",1,"left","['9']",5,0.265209499999401,"[0.05715701]",88,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,34,"easy"
35,0,"training",57,23,0.800259399999959,"['c']",1,"left","['9']",5,0.870206300000063,"[0.09148981]",85,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,35,"medium"
0,1,"training",49,31,1.43458819999978,"['c']",1,"left","['9']",5,1.03399780000018,"[0.22598981]",98,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,36,"hard"
1,1,"training",62,18,1.38386560000072,"['c']",1,"left","['0']",6,2.30447319999985,"[0.58558054]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,37,"easy"
2,1,"training",62,18,1.41670479999993,"['c']",1,"left","['0']",6,0.370611100000133,"[0.15271359]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,38,"easy"
3,1,"training",57,23,0.633709900000213,"['c']",1,"left","['0']",6,0.625713600000381,"[0.0722259]",84,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,39,"medium"
4,1,"training",49,31,1.08304070000031,"['c']",1,"left","['9']",5,0.59686739999961,"[0.1665561]",98,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,40,"hard"
5,1,"training",49,31,0.700701300000219,"['c']",1,"left","['0']",6,0.312913799999478,"[0.03368408]",75,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,41,"hard"
6,1,"training",18,62,1.11655930000052,"['c']",0,"right","['0']",6,0.359080499999436,"[-0.04041262]",23,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,42,"easy"
7,1,"training",49,31,1.25016530000084,"['c']",1,"left","['8']",4,0.990617100000236,"[0.17523306]",96,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,43,"hard"
8,1,"training",23,57,1.71603499999947,"['n']",1,"right","['9']",5,0.330003799999758,"[-0.03934743]",77,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,44,"medium"
9,1,"training",57,23,2.13383700000031,"['c']",1,"left","['9']",5,0.238721700000497,"[0.10795137]",98,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,45,"medium"
10,1,"training",23,57,1.36681840000074,"['n']",1,"right","['8']",4,1.01416719999997,"[-0.04952669]",71,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,46,"medium"
11,1,"training",62,18,1.58327159999953,"['c']",1,"left","['9']",5,0.661831499999607,"[0.1419301]",96,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,47,"easy"
12,1,"training",18,62,0.883876299999429,"['c']",0,"right","['9']",5,0.255791200000203,"[0.00068097]",51,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,48,"easy"
13,1,"training",31,49,0.900296499999968,"['c']",0,"right","['8']",4,0.744705100000829,"[-0.01297927]",43,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,49,"hard"
14,1,"training",31,49,0.883555599999454,"['c']",0,"right","['8']",4,0.239287200000035,"[-0.03487572]",22,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,50,"hard"
15,1,"training",23,57,1.53341780000028,"['n']",1,"right","['3']",3,3.02389390000008,"[-0.13637197]",80,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,51,"medium"
16,1,"training",23,57,1.91645659999995,"['n']",1,"right","['3']",3,2.60930019999978,"[-0.54107099]",100,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,52,"medium"
17,1,"training",57,23,1.3335132000002,"['c']",1,"left","['9']",5,0.459055299999818,"[0.18323242]",99,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,53,"medium"
18,1,"training",57,23,0.750874899999872,"['c']",1,"left","['9']",5,0.369966799999929,"[0.11225335]",97,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,54,"medium"
19,1,"training",62,18,0.60082599999987,"['c']",1,"left","['0']",6,0.738164899999902,"[0.22037592]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,55,"easy"
20,1,"training",49,31,2.81668480000008,"['c']",1,"left","['3']",3,0.235724199999822,"[0.0458251]",85,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,56,"hard"
21,1,"training",57,23,0.849689700000454,"['c']",1,"left","['0']",6,1.12808900000073,"[0.11920857]",88,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,57,"medium"
22,1,"training",62,18,0.683521800000563,"['c']",1,"left","['0']",6,0.423234599999887,"[0.13973518]",98,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,58,"easy"
23,1,"training",31,49,0.616793500000313,"['c']",0,"right","['0']",6,0.50094689999969,"[-0.10100601]",7,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,59,"hard"
24,1,"training",31,49,2.15038480000021,"['n']",1,"right","['8']",4,1.02703180000026,"[-0.17661693]",96,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,60,"hard"
25,1,"training",23,57,3.35056449999956,"['n']",1,"right","['3']",3,0.155842899999698,"[-0.01391411]",65,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,61,"medium"
26,1,"training",57,23,1.4167508999999,"['c']",1,"left","['9']",5,0.484201600000233,"[0.04571122]",77,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,62,"medium"
27,1,"training",31,49,1.3664802000003,"['n']",1,"right","['8']",4,1.28214889999981,"[-0.14532877]",91,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,63,"hard"
28,1,"training",31,49,1.49995479999961,"['c']",0,"right","['8']",4,0.505864199999451,"[0.00457156]",53,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,64,"hard"
29,1,"training",18,62,1.13375820000056,"['n']",1,"right","['9']",5,0.447889099999884,"[-0.24649694]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,65,"easy"
30,1,"training",49,31,2.58429479999995,"['c']",1,"left","['8']",4,0.286520900000141,"[0.05333023]",86,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,66,"hard"
31,1,"training",23,57,1.56747499999983,"['n']",1,"right","['8']",4,0.68369950000033,"[-0.13921806]",95,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,67,"medium"
32,1,"training",62,18,1.3675530999999,"['c']",1,"left","['8']",4,0.928235899999891,"[0.06427352]",77,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,68,"easy"
33,1,"training",18,62,0.833640300000297,"['n']",1,"right","['0']",6,0.849468000000343,"[-0.21945695]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,69,"easy"
34,1,"training",18,62,1.10051379999913,"['n']",1,"right","['0']",6,0.202564100000018,"[-0.10308934]",98,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,70,"easy"
35,1,"training",18,62,1.46666400000049,"['n']",1,"right","['9']",5,0.28746239999964,"[-0.10369145]",97,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,71,"easy"
0,2,"training",23,57,0.95098009999947,"['c']",0,"right","['8']",4,0.393611100000271,"[-0.0289337]",30,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,72,"medium"
1,2,"training",57,23,1.49980770000002,"['n']",0,"left","['3']",3,0.293576699999903,"[-0.02312418]",68,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,73,"medium"
2,2,"training",18,62,2.05011009999998,"['n']",1,"right","['0']",6,0.799547999999959,"[-0.23688723]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,74,"easy"
3,2,"training",23,57,0.967029299999922,"['n']",1,"right","['0']",6,0.719475500000044,"[-0.07962411]",84,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,75,"medium"
4,2,"training",18,62,0.949993199999881,"['n']",1,"right","['0']",6,0.307931899999858,"[-0.18532118]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,76,"easy"
5,2,"training",49,31,0.799925599999369,"['n']",0,"left","['0']",6,0.238790100000188,"[0.03745145]",20,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,77,"hard"
6,2,"training",23,57,0.700381700000435,"['n']",1,"right","['0']",6,0.208693499999754,"[-0.10735499]",99,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,78,"medium"
7,2,"training",57,23,1.68407260000004,"['c']",1,"left","['0']",6,0.188628400000198,"[0.06527978]",94,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,79,"medium"
8,2,"training",31,49,2.13337690000026,"['n']",1,"right","['3']",3,0.6630626999995,"[-0.17835664]",98,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,80,"hard"
9,2,"training",62,18,1.53318690000015,"['c']",1,"left","['0']",6,0.231034599999475,"[0.11251273]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,81,"easy"
10,2,"training",62,18,0.767050700000254,"['c']",1,"left","['0']",6,0.422411799999281,"[0.18137989]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,82,"easy"
11,2,"training",18,62,0.883866400000443,"['n']",1,"right","['9']",5,0.505799800000204,"[-0.2102282]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,83,"easy"
12,2,"training",49,31,1.21765950000008,"['c']",1,"left","['0']",6,0.364428299999418,"[0.0819713]",92,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,84,"hard"
13,2,"training",31,49,1.99905769999987,"['n']",1,"right","['3']",3,0.597538099999838,"[-0.04338894]",73,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,85,"hard"
14,2,"training",49,31,0.950491200000215,"['c']",1,"left","['0']",6,0.255259999999907,"[0.01296081]",61,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,86,"hard"
15,2,"training",31,49,2.11672829999952,"['c']",0,"right","['0']",6,0.21583499999997,"[-0.023545]",29,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,87,"hard"
16,2,"training",31,49,0.950549000000137,"['n']",1,"right","['0']",6,0.256966999999349,"[-0.11618103]",98,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,88,"hard"
17,2,"training",57,23,1.38303360000009,"['c']",1,"left","['0']",6,0.0704048999996303,"[0.02317304]",83,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,89,"medium"
18,2,"training",49,31,1.01674319999984,"['c']",1,"left","['8']",4,0.67511420000028,"[0.02389962]",63,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,90,"hard"
19,2,"training",57,23,0.999710899999627,"['c']",1,"left","['0']",6,0.23155560000032,"[0.10216157]",98,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,91,"medium"
20,2,"training",23,57,0.95034459999988,"['c']",0,"right","['0']",6,0.223931700000321,"[0.0556945]",89,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,92,"medium"
21,2,"training",18,62,0.850831300000209,"['n']",1,"right","['9']",5,0.220413899999585,"[0.03719849]",19,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,93,"easy"
22,2,"training",57,23,0.966476900000089,"['c']",1,"left","['0']",6,0.0841187999994872,"[0.06248846]",98,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,94,"medium"
23,2,"training",49,31,1.03425570000036,"['c']",1,"left","['3']",3,0.319234300000062,"[0.11423302]",97,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,95,"hard"
24,2,"training",31,49,1.15057750000051,"['n']",1,"right","['8']",4,1.08365400000002,"[-0.12963285]",90,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,96,"hard"
25,2,"training",62,18,1.00092810000024,"['c']",1,"left","['0']",6,0.239410399999542,"[-0.02880558]",26,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,97,"easy"
26,2,"training",23,57,0.999942999999803,"['n']",1,"right","['0']",6,1.15738010000041,"[-0.26447822]",99,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,98,"medium"
27,2,"training",62,18,1.01628390000042,"['c']",1,"left","['0']",6,0.373854200000096,"[0.12206874]",97,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,99,"easy"
28,2,"training",49,31,2.83341689999997,"['n']",0,"left","['3']",3,0.253358500000104,"[-0.09084083]",96,49,"shape",51,18,"V","R",NA,"hard","control","alpha",1,100,"hard"
29,2,"training",18,62,2.10008099999959,"['n']",1,"right","['3']",3,0.262533899999653,"[-0.19184559]",100,62,"shape",51,18,"V","R",NA,"easy","control","alpha",1,101,"easy"
30,2,"training",31,49,1.03394230000049,"['c']",0,"right","['0']",6,0.0583018999996057,"[0.0547885]",98,49,"shape",51,18,"V","R",NA,"hard","control","alpha",-1,102,"hard"
31,2,"training",62,18,0.666446700000051,"['c']",1,"left","['0']",6,0.196659399999589,"[0.07377023]",95,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,103,"easy"
32,2,"training",18,62,1.26729220000016,"['c']",0,"right","['8']",4,0.305740499999956,"[0.04915782]",83,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,104,"easy"
33,2,"training",57,23,2.33340080000016,"['c']",1,"left","['3']",3,0.33572710000044,"[0.09941526]",96,57,"shape",51,18,"V","R",NA,"medium","control","alpha",-1,105,"medium"
34,2,"training",23,57,1.45009860000027,"['n']",1,"right","['0']",6,0.224141300000156,"[-0.04606797]",85,57,"shape",51,18,"V","R",NA,"medium","control","alpha",1,106,"medium"
35,2,"training",62,18,2.11581579999984,"['c']",1,"left","['8']",4,0.298048499999823,"[0.12961431]",99,62,"shape",51,18,"V","R",NA,"easy","control","alpha",-1,107,"easy"
0,0,"training",16,64,1.40018369999962,"['n']",1,"right","['8']",4,1.90537780000068,"[-0.62697681]",98,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,0,"easy"
1,0,"training",64,16,0.849824699999772,"['c']",1,"left","['8']",4,0.266121200000271,"[0.2015662]",97,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,1,"easy"
2,0,"training",64,16,0.950686199999836,"['c']",1,"left","['8']",4,0.19313719999991,"[0.16700437]",97,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,2,"easy"
3,0,"training",23,57,0.916646699999546,"['c']",0,"right","['9']",5,0.124288499999238,"[-0.02034764]",37,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",-1,3,"medium"
4,0,"training",31,49,0.866693300000406,"['n']",1,"right","['0']",6,0.28386750000027,"[-0.1340167]",91,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,4,"hard"
5,0,"training",31,49,0.749114000000191,"['n']",1,"right","['0']",6,0.0106969999997091,"[-0.04211153]",97,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,5,"hard"
6,0,"training",16,64,0.699783699999898,"['n']",1,"right","['0']",6,0.933419199999662,"[-0.10116562]",72,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,6,"easy"
7,0,"training",31,49,1.36684669999977,"['c']",0,"right","['8']",4,1.53653170000052,"[0.0230686]",54,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",-1,7,"hard"
8,0,"training",16,64,0.833387600000606,"['n']",1,"right","['0']",6,0.265212500000416,"[-0.13982571]",92,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,8,"easy"
9,0,"training",49,31,0.81652000000031,"['n']",0,"left","['0']",6,0.453530599999795,"[-0.00408953]",51,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,9,"hard"
10,0,"training",64,16,1.43332260000079,"['c']",1,"left","['8']",4,0.433376300000418,"[0.07397643]",73,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,10,"easy"
11,0,"training",16,64,0.866378599999734,"['n']",1,"right","['8']",4,0.29309319999993,"[-0.11243889]",87,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,11,"easy"
12,0,"training",49,31,1.00043279999954,"['n']",0,"left","['8']",4,0.344860199999857,"[0.0604915]",28,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,12,"hard"
13,0,"training",57,23,2.98330900000019,"['c']",1,"left","['9']",5,0.411664000000201,"[0.06250084]",71,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",-1,13,"medium"
14,0,"training",31,49,0.650045299999874,"['n']",1,"right","['9']",5,0.408730199999809,"[-0.00753921]",53,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,14,"hard"
15,0,"training",23,57,0.700271899999279,"['n']",1,"right","['0']",6,0.611595800000032,"[-0.09843702]",76,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,15,"medium"
16,0,"training",23,57,3.29990849999922,"['n']",1,"right","['9']",5,0.335153799999716,"[-0.16712979]",93,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,16,"medium"
17,0,"training",31,49,0.816783100000066,"['n']",1,"right","['0']",6,0.248964700000215,"[-0.10414146]",87,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,17,"hard"
18,0,"training",57,23,1.83317379999971,"['n']",0,"left","['3']",3,0.189446299999872,"[0.01779654]",41,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,18,"medium"
19,0,"training",49,31,1.98445259999971,"['c']",1,"left","['9']",5,0.462029300000722,"[-0.15290577]",12,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",-1,19,"hard"
20,0,"training",16,64,0.733096800000567,"['n']",1,"right","['0']",6,0.245819699999629,"[-0.17536921]",96,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,20,"easy"
21,0,"training",49,31,3.39949750000051,"['c']",1,"left","['3']",3,0.15579759999946,"[0.03169416]",67,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",-1,21,"hard"
22,0,"training",57,23,1.31659579999996,"['n']",0,"left","['8']",4,0.568305700000565,"[-0.04104181]",62,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,22,"medium"
23,0,"training",64,16,1.69967639999959,"['c']",1,"left","['9']",5,0.804685299999619,"[0.24427104]",92,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,23,"easy"
24,0,"training",57,23,1.54980319999959,"['c']",1,"left","['9']",5,0.590215700000044,"[0.070545]",70,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",-1,24,"medium"
25,0,"training",16,64,0.950179600000411,"['n']",1,"right","['9']",5,0.215910599999916,"[-0.04334412]",70,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,25,"easy"
26,0,"training",23,57,1.06706149999991,"['n']",1,"right","['9']",5,0.30030859999988,"[-0.05603761]",71,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,26,"medium"
27,0,"training",64,16,1.79996949999986,"['c']",1,"left","['8']",4,1.95231030000014,"[0.59095912]",98,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,27,"easy"
28,0,"training",57,23,1.26634490000015,"['n']",0,"left","['8']",4,0.855056099999274,"[-0.08680255]",70,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,28,"medium"
29,0,"training",23,57,1.34917210000003,"['n']",1,"right","['8']",4,0.230191500000728,"[-0.03193914]",65,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",1,29,"medium"
30,0,"training",57,23,2.01669280000078,"['c']",1,"left","['9']",5,0.532128900000316,"[0.12583142]",83,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",-1,30,"medium"
31,0,"training",23,57,1.1503531999997,"['c']",0,"right","['3']",3,1.17644659999951,"[-0.18168597]",18,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",-1,31,"medium"
32,0,"training",49,31,1.13331060000019,"['n']",0,"left","['9']",5,0.467986100000417,"[-0.02485357]",58,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,32,"hard"
33,0,"training",49,31,1.81663750000007,"['c']",1,"left","['8']",4,0.320378399999754,"[0.07244971]",76,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",-1,33,"hard"
34,0,"training",64,16,1.18361169999935,"['c']",1,"left","['9']",5,0.0755531999993764,"[0.08652277]",94,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,34,"easy"
35,0,"training",31,49,0.68395640000017,"['n']",1,"right","['0']",6,0.708425600000737,"[-0.05519991]",64,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,35,"hard"
0,1,"training",16,64,0.733214900000348,"['n']",1,"right","['9']",5,0.297788299999411,"[-0.15529181]",93,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,36,"easy"
1,1,"training",31,49,0.782982799999445,"['n']",1,"right","['0']",6,0.230596700000206,"[-0.0859386]",83,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,37,"hard"
2,1,"training",49,31,0.616615199999615,"['n']",0,"left","['9']",5,0.332165099999656,"[-0.0107562]",54,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,38,"hard"
3,1,"training",31,49,1.24955950000003,"['n']",1,"right","['9']",5,0.260568700000476,"[-0.05005616]",71,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,39,"hard"
4,1,"training",16,64,0.699705899999572,"['n']",1,"right","['9']",5,0.133489599999848,"[-0.14956775]",98,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",1,40,"easy"
5,1,"training",49,31,0.783359299999574,"['n']",0,"left","['8']",4,0.280798900000264,"[-0.00562675]",52,49,"letter",51,18,"V","R",NA,"hard","minus","alpha",1,41,"hard"
6,1,"training",57,23,1.68315409999923,"['c']",1,"left","['8']",4,0.737635299999965,"[0.13248943]",80,57,"letter",51,18,"V","R",NA,"medium","minus","alpha",-1,42,"medium"
7,1,"training",64,16,0.566576000000168,"['c']",1,"left","['8']",4,0.260774899999888,"[0.09607815]",84,64,"letter",51,18,"V","R",NA,"easy","minus","alpha",-1,43,"easy"
