"withinblocktrial","block","running","dotsLeft","dotsRight","rt","resp","cor","cresp","conf_press","cj","RTconf","ev","fb","diff","task","sub","age","gender","handedness","X","difflevel","condition","manip","response","trial","coh"
25,2,"training",18,62,0.816822900000261,"['n']",1,"right","['0']",6,0.119061900000361,"[-0.05416583]",100,62,"shape",79,20,"V","R",NA,"easy","plus","alpha",1,97,"easy"
26,2,"training",23,57,1.21702880000021,"['n']",1,"right","['9']",5,0.185419600000387,"[-0.01930764]",83,57,"shape",79,20,"V","R",NA,"medium","plus","alpha",1,98,"medium"
27,2,"training",49,31,0.54996680000022,"['c']",1,"left","['9']",5,0.0998782000001484,"[0.11187878]",100,49,"shape",79,20,"V","R",NA,"hard","plus","alpha",-1,99,"hard"
28,2,"training",62,18,0.516314899999998,"['c']",1,"left","['9']",5,0.0989432999999735,"[0.05773552]",100,62,"shape",79,20,"V","R",NA,"easy","plus","alpha",-1,100,"easy"
29,2,"training",57,23,0.567267299999912,"['c']",1,"left","['0']",6,0.0161984999999731,"[0.04484212]",100,57,"shape",79,20,"V","R",NA,"medium","plus","alpha",-1,101,"medium"
30,2,"training",49,31,0.600472800000261,"['c']",1,"left","['0']",6,0.110320299999785,"[0.0782085]",100,49,"shape",79,20,"V","R",NA,"hard","plus","alpha",-1,102,"hard"
31,2,"training",62,18,0.616393300000254,"['c']",1,"left","['9']",5,0.233211799999935,"[0.13071393]",100,62,"shape",79,20,"V","R",NA,"easy","plus","alpha",-1,103,"easy"
32,2,"training",49,31,1.21638010000015,"['n']",0,"left","['9']",5,0.310483000000204,"[0.01844497]",23,49,"shape",79,20,"V","R",NA,"hard","plus","alpha",1,104,"hard"
33,2,"training",49,31,0.699849099999938,"['c']",1,"left","['9']",5,0.181491399999686,"[0.01044062]",71,49,"shape",79,20,"V","R",NA,"hard","plus","alpha",-1,105,"hard"
34,2,"training",23,57,0.850423700000192,"['n']",1,"right","['9']",5,0.180067299999791,"[-0.05418596]",99,57,"shape",79,20,"V","R",NA,"medium","plus","alpha",1,106,"medium"
35,2,"training",57,23,0.783072200000333,"['c']",1,"left","['0']",6,0.309195499999987,"[0.04316845]",94,57,"shape",79,20,"V","R",NA,"medium","plus","alpha",-1,107,"medium"
2,0,"training",53,27,1.59909740000012,"['c']",1,"left","['2']",5,1.81812400000013,"[0.51063572]",97,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,2,"easy"
3,0,"training",36,44,2.10000599999989,"['n']",1,"right","['3']",4,1.84453959999996,"[-0.24344115]",83,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,3,"hard"
4,0,"training",44,36,4.41661129999989,"['c']",1,"left","['3']",4,0.737459000000172,"[0.20936261]",90,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,4,"hard"
6,0,"training",47,33,1.53286249999996,"['c']",1,"left","['2']",5,1.60788759999991,"[0.36590282]",93,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,6,"medium"
7,0,"training",33,47,1.08326150000016,"['n']",1,"right","['2']",5,1.091725,"[-0.2579071]",90,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,7,"medium"
8,0,"training",27,53,0.850079199999982,"['n']",1,"right","['2']",5,1.54932089999988,"[-0.5009249]",97,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,8,"easy"
11,0,"training",33,47,1.05076430000008,"['n']",1,"right","['1']",6,3.27227300000004,"[-0.48341953]",92,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,11,"medium"
12,0,"training",33,47,1.01707329999999,"['n']",1,"right","['2']",5,0.947329900000113,"[-0.28549765]",93,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,12,"medium"
13,0,"training",27,53,0.884057400000074,"['n']",1,"right","['2']",5,0.929073000000017,"[-0.34926601]",96,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,13,"easy"
14,0,"training",36,44,1.41678209999986,"['n']",1,"right","['3']",4,1.97915630000011,"[-0.28364201]",86,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,14,"hard"
15,0,"training",27,53,0.983501299999944,"['n']",1,"right","['2']",5,1.29125789999989,"[-0.18723752]",81,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,15,"easy"
16,0,"training",44,36,2.48463450000008,"['c']",1,"left","['3']",4,1.53176869999993,"[0.27695372]",88,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,16,"hard"
17,0,"training",36,44,3.08314130000008,"['n']",1,"right","['3']",4,0.82641979999994,"[-0.01450398]",54,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,17,"hard"
18,0,"training",47,33,2.30002730000001,"['c']",1,"left","['3']",4,1.23715739999989,"[0.22054523]",86,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,18,"medium"
20,0,"training",47,33,1.41679939999995,"['c']",1,"left","['2']",5,0.759008999999878,"[0.04242269]",61,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,20,"medium"
21,0,"training",44,36,2.74965169999996,"['n']",0,"left","['3']",4,0.401987400000053,"[0.12072122]",15,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,21,"hard"
22,0,"training",53,27,1.51640530000009,"['c']",1,"left","['2']",5,1.11674440000002,"[0.1981605]",84,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,22,"easy"
23,0,"training",33,47,1.86701559999983,"['n']",1,"right","['2']",5,0.876105199999984,"[-0.01059777]",53,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,23,"medium"
24,0,"training",53,27,4.01647099999991,"['c']",1,"left","['8']",3,1.27978910000002,"[0.07984373]",65,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,24,"easy"
25,0,"training",53,27,1.16668639999989,"['c']",1,"left","['1']",6,0.836890600000061,"[0.3161013]",96,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,25,"easy"
26,0,"training",53,27,1.36694620000003,"['c']",1,"left","['2']",5,0.724172599999974,"[0.15777338]",84,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,26,"easy"
27,0,"training",44,36,2.24985820000006,"['n']",0,"left","['3']",4,0.980513900000005,"[-0.09684284]",71,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,27,"hard"
28,0,"training",53,27,1.19999259999986,"['c']",1,"left","['2']",5,0.80404580000004,"[0.29971191]",95,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,28,"easy"
29,0,"training",33,47,1.33268229999999,"['n']",1,"right","['2']",5,1.3498474999999,"[-0.21621196]",84,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,29,"medium"
30,0,"training",27,53,0.833676700000069,"['n']",1,"right","['1']",6,0.677310600000055,"[-0.19870346]",90,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,30,"easy"
31,0,"training",27,53,0.900570500000185,"['n']",1,"right","['1']",6,0.90965170000004,"[-0.2760162]",93,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,31,"easy"
32,0,"training",27,53,1.04941520000011,"['n']",1,"right","['2']",5,1.15886649999993,"[-0.38537927]",96,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,32,"easy"
33,0,"training",47,33,3.16710080000007,"['c']",1,"left","['2']",5,0.993507299999919,"[0.0658535]",64,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,33,"medium"
34,0,"training",44,36,1.78363659999991,"['c']",1,"left","['2']",5,1.21009090000007,"[0.07104734]",64,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,34,"hard"
35,0,"training",36,44,3.06601859999978,"['c']",0,"right","['3']",4,1.17450090000011,"[-0.06162943]",37,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,35,"hard"
0,1,"training",36,44,3.5837975999998,"['n']",1,"right","['3']",4,0.957532100000208,"[-0.06940123]",65,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,36,"hard"
1,1,"training",36,44,2.88394210000001,"['c']",0,"right","['8']",3,0.698749300000145,"[-0.09308579]",27,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,37,"hard"
2,1,"training",47,33,1.31655880000017,"['c']",1,"left","['3']",4,1.18559340000002,"[0.14712651]",77,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,38,"medium"
3,1,"training",53,27,1.5177107999998,"['c']",1,"left","['1']",6,0.764629099999866,"[0.25953422]",94,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,39,"easy"
4,1,"training",33,47,1.36762959999987,"['n']",1,"right","['2']",5,0.941993599999932,"[-0.23177405]",90,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,40,"medium"
5,1,"training",27,53,1.36608709999996,"['n']",1,"right","['2']",5,0.648879000000079,"[-0.18420601]",89,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,41,"easy"
6,1,"training",27,53,1.54998670000009,"['n']",1,"right","['2']",5,0.808602699999938,"[-0.12039977]",77,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,42,"easy"
7,1,"training",33,47,2.11719219999986,"['c']",0,"right","['2']",5,1.08317699999998,"[-0.18881847]",16,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,43,"medium"
8,1,"training",27,53,3.48329539999986,"['n']",1,"right","['8']",3,1.1477476,"[-0.40211699]",97,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,44,"easy"
9,1,"training",33,47,2.18315410000014,"['n']",1,"right","['3']",4,0.653465500000038,"[-0.21366051]",92,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,45,"medium"
10,1,"training",27,53,1.58332960000007,"['n']",1,"right","['2']",5,2.20330420000005,"[-0.37868812]",91,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,46,"easy"
11,1,"training",53,27,1.33292400000005,"['c']",1,"left","['1']",6,0.51685590000011,"[0.11859138]",82,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,47,"easy"
12,1,"training",47,33,2.03323849999992,"['c']",1,"left","['3']",4,1.30200570000011,"[0.32684296]",93,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,48,"medium"
13,1,"training",27,53,1.13353810000012,"['n']",1,"right","['1']",6,1.24374880000005,"[-0.55943826]",99,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,49,"easy"
14,1,"training",47,33,2.33338419999995,"['c']",1,"left","['1']",6,1.73187469999993,"[0.53742666]",98,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,50,"medium"
15,1,"training",44,36,1.59941290000006,"['n']",0,"left","['3']",4,0.277614700000186,"[-0.02805295]",62,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,51,"hard"
16,1,"training",33,47,1.18290809999985,"['n']",1,"right","['3']",4,0.850905100000091,"[-0.24703103]",92,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,52,"medium"
17,1,"training",33,47,1.23316900000009,"['n']",1,"right","['3']",4,0.886540999999852,"[-0.14737752]",80,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,53,"medium"
18,1,"training",53,27,1.58332849999988,"['c']",1,"left","['2']",5,0.762959599999931,"[0.07764445]",69,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,54,"easy"
19,1,"training",44,36,1.13333059999991,"['c']",1,"left","['2']",5,0.950612000000092,"[0.13329271]",77,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,55,"hard"
20,1,"training",53,27,0.815835799999832,"['c']",1,"left","['1']",6,0.598847300000216,"[0.29983803]",97,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,56,"easy"
21,1,"training",36,44,1.2998864000001,"['n']",1,"right","['3']",4,0.178544999999986,"[-0.08296052]",85,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,57,"hard"
22,1,"training",36,44,3.28343580000001,"['n']",1,"right","['3']",4,1.05567889999998,"[-0.06037447]",63,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,58,"hard"
23,1,"training",47,33,3.68298400000003,"['c']",1,"left","['8']",3,0.137706900000012,"[0.10943208]",93,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,59,"medium"
24,1,"training",36,44,3.41655689999993,"['n']",1,"right","['3']",4,1.25081689999979,"[-0.34640058]",94,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,60,"hard"
25,1,"training",27,53,0.933421499999895,"['n']",1,"right","['1']",6,0.402473500000042,"[-0.18534811]",93,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,61,"easy"
26,1,"training",47,33,2.2171472,"['c']",1,"left","['9']",2,0.896690300000046,"[0.24206652]",91,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,62,"medium"
27,1,"training",36,44,1.16598130000011,"['n']",1,"right","['2']",5,2.83776330000001,"[-0.32563503]",85,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,63,"hard"
28,1,"training",53,27,1.89889939999989,"['c']",1,"left","['3']",4,0.687157700000171,"[0.15158801]",84,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,64,"easy"
29,1,"training",47,33,1.31662440000014,"['c']",1,"left","['3']",4,0.390448699999979,"[0.23170803]",97,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,65,"medium"
30,1,"training",44,36,2.11643009999989,"['c']",1,"left","['3']",4,0.873024800000167,"[0.06905612]",66,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,66,"hard"
31,1,"training",44,36,3.41671219999989,"['n']",0,"left","['8']",3,0.869007000000011,"[0.07941674]",32,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,67,"hard"
32,1,"training",44,36,1.68300650000015,"['c']",1,"left","['3']",4,0.422072200000002,"[0.18008254]",92,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,68,"hard"
33,1,"training",44,36,1.35000100000002,"['c']",1,"left","['2']",5,1.12669629999982,"[0.16872478]",81,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,69,"hard"
34,1,"training",53,27,1.14937409999993,"['c']",1,"left","['2']",5,0.498710699999947,"[0.054035]",67,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,70,"easy"
35,1,"training",33,47,1.84985849999998,"['n']",1,"right","['8']",3,0.588342499999953,"[-0.21272355]",92,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,71,"medium"
0,2,"training",53,27,1.16748280000002,"['c']",1,"left","['1']",6,0.756939500000044,"[0.25226844]",93,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,72,"easy"
1,2,"training",27,53,0.949763500000017,"['n']",1,"right","['1']",6,0.663832800000137,"[-0.02317378]",56,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,73,"easy"
2,2,"training",47,33,1.64979979999998,"['c']",1,"left","['3']",4,1.09121170000003,"[0.13254276]",76,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,74,"medium"
3,2,"training",53,27,1.03298050000012,"['c']",1,"left","['2']",5,0.709464399999888,"[0.23020252]",92,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,75,"easy"
4,2,"training",27,53,1.74944660000006,"['n']",1,"right","['3']",4,0.618298200000027,"[-0.23382328]",94,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,76,"easy"
5,2,"training",44,36,1.55028489999995,"['n']",0,"left","['3']",4,0.954665800000157,"[-0.07551027]",67,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,77,"hard"
6,2,"training",33,47,1.11666130000003,"['n']",1,"right","['1']",6,0.367010700000037,"[-0.06700187]",73,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,78,"medium"
7,2,"training",33,47,1.66672270000004,"['n']",1,"right","['3']",4,0.35744950000003,"[-0.01255806]",55,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,79,"medium"
8,2,"training",53,27,1.3825511,"['c']",1,"left","['2']",5,0.470841599999858,"[0.06112465]",69,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,80,"easy"
9,2,"training",53,27,1.23364339999989,"['c']",1,"left","['2']",5,0.346138299999893,"[0.19858851]",95,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,81,"easy"
10,2,"training",36,44,1.75001169999996,"['c']",0,"right","['3']",4,4.71794449999993,"[-0.18673536]",32,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,82,"hard"
11,2,"training",27,53,0.966092500000059,"['n']",1,"right","['2']",5,1.00814520000017,"[-0.36948854]",96,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,83,"easy"
12,2,"training",33,47,2.7499264999999,"['n']",1,"right","['3']",4,1.52160200000003,"[-0.31032729]",91,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,84,"medium"
13,2,"training",47,33,3.60002120000013,"['c']",1,"left","['8']",3,0.796208499999921,"[0.10168526]",74,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,85,"medium"
14,2,"training",27,53,1.13307579999992,"['n']",1,"right","['2']",5,0.774769699999979,"[-0.43631176]",99,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,86,"easy"
15,2,"training",27,53,0.868019300000014,"['n']",1,"right","['2']",5,0.316301500000009,"[-0.12147039]",87,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,87,"easy"
16,2,"training",33,47,2.21675290000007,"['n']",1,"right","['2']",5,0.27014650000001,"[-0.11394783]",88,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,88,"medium"
17,2,"training",36,44,1.74988180000014,"['n']",1,"right","['8']",3,0.356792600000063,"[-0.14748024]",90,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,89,"hard"
18,2,"training",53,27,0.950213500000018,"['c']",1,"left","['2']",5,0.376105399999915,"[0.21147681]",96,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,90,"easy"
19,2,"training",44,36,1.09931669999992,"['c']",1,"left","['2']",5,0.596334399999932,"[-0.00389338]",49,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,91,"hard"
20,2,"training",44,36,1.61737930000004,"['c']",1,"left","['3']",4,0.962914300000193,"[0.14877811]",80,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,92,"hard"
21,2,"training",36,44,2.25080730000013,"['c']",0,"right","['8']",3,0.570194099999981,"[0.02250181]",57,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,93,"hard"
22,2,"training",47,33,1.28340200000002,"['c']",1,"left","['3']",4,1.39919190000001,"[0.08976277]",66,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,94,"medium"
23,2,"training",36,44,2.03324389999989,"['c']",0,"right","['8']",3,0.244991300000038,"[-0.07762781]",20,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,95,"hard"
24,2,"training",44,36,2.34960250000017,"['c']",1,"left","['8']",3,1.1886293,"[0.02749041]",56,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,96,"hard"
25,2,"training",44,36,1.00040419999982,"['c']",1,"left","['2']",5,0.964186700000027,"[0.11321076]",74,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,97,"hard"
26,2,"training",47,33,1.26666420000015,"['c']",1,"left","['3']",4,0.497801700000082,"[0.07506639]",72,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,98,"medium"
27,2,"training",36,44,1.01689469999997,"['n']",1,"right","['8']",3,1.58090229999993,"[-0.24173158]",85,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",1,99,"hard"
28,2,"training",27,53,0.76627950000011,"['n']",1,"right","['1']",6,0.853899300000194,"[-0.22159413]",90,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",1,100,"easy"
29,2,"training",33,47,1.71635119999996,"['n']",1,"right","['3']",4,0.662366900000052,"[-0.07369797]",69,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,101,"medium"
30,2,"training",53,27,1.03349240000011,"['c']",1,"left","['2']",5,0.60200789999999,"[0.25312583]",95,53,"colour",80,18,"V","R",NA,"easy","minus","alpha",-1,102,"easy"
32,2,"training",33,47,0.900716500000044,"['n']",1,"right","['2']",5,0.381007799999907,"[-0.18769595]",94,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",1,104,"medium"
33,2,"training",47,33,1.05019000000016,"['c']",1,"left","['2']",5,0.875612700000147,"[0.07122849]",66,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,105,"medium"
34,2,"training",47,33,0.999561200000016,"['c']",1,"left","['2']",5,0.631998900000099,"[0.15714507]",86,47,"colour",80,18,"V","R",NA,"medium","minus","alpha",-1,106,"medium"
35,2,"training",44,36,2.66663449999987,"['c']",1,"left","['8']",3,0.315384900000026,"[0.14596655]",91,44,"colour",80,18,"V","R",NA,"hard","minus","alpha",-1,107,"hard"
0,0,"training",31,49,3.20043269999996,"['c']",0,"right","['8']",3,3.95668029999979,"[-0.54219798]",0,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",-1,0,"hard"
1,0,"training",49,31,1.0173635000001,"['n']",0,"left","['3']",4,0.643976999999722,"[-0.02196237]",73,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,1,"hard"
2,0,"training",62,18,1.01658309999993,"['c']",1,"left","['3']",4,0.712909399999717,"[0.13821854]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,2,"easy"
3,0,"training",62,18,1.58342010000024,"['c']",1,"left","['1']",6,0.500578000000132,"[0.12643043]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,3,"easy"
4,0,"training",18,62,1.30081489999975,"['n']",1,"right","['3']",4,0.244272599999931,"[0.01236047]",29,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",1,4,"easy"
5,0,"training",62,18,0.950071499999922,"['c']",1,"left","['1']",6,0.460075399999823,"[0.20415172]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,5,"easy"
6,0,"training",57,23,0.766653300000144,"['c']",1,"left","['1']",6,0.513909400000102,"[0.02597529]",79,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,6,"medium"
7,0,"training",57,23,0.917369500000405,"['c']",1,"left","['2']",5,0.608811400000377,"[0.01311525]",65,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,7,"medium"
8,0,"training",31,49,2.03392559999975,"['n']",1,"right","['8']",3,0.17406949999986,"[-0.01653919]",81,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,8,"hard"
9,0,"training",23,57,1.18335649999972,"['n']",1,"right","['3']",4,0.46298969999998,"[-0.13094237]",100,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",1,9,"medium"
10,0,"training",57,23,1.00001470000007,"['c']",1,"left","['2']",5,0.428056300000208,"[0.16348163]",100,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,10,"medium"
11,0,"training",62,18,1.03337770000007,"['c']",1,"left","['1']",6,0.569045899999765,"[0.10487694]",99,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,11,"easy"
12,0,"training",62,18,0.916392700000415,"['c']",1,"left","['1']",6,0.308617099999992,"[0.15412901]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,12,"easy"
13,0,"training",62,18,1.03302210000038,"['c']",1,"left","['2']",5,0.230281399999967,"[0.13827748]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,13,"easy"
14,0,"training",49,31,1.26706300000023,"['n']",0,"left","['2']",5,0.417899999999918,"[0.04467192]",8,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,14,"hard"
15,0,"training",31,49,1.61655550000023,"['n']",1,"right","['2']",5,3.12747740000032,"[-0.13384095]",94,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,15,"hard"
16,0,"training",57,23,0.849028000000089,"['c']",1,"left","['2']",5,0.479282400000102,"[0.04771972]",92,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,16,"medium"
17,0,"training",18,62,0.950259199999891,"['n']",1,"right","['2']",5,0.253533800000241,"[-0.06539499]",99,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",1,17,"easy"
18,0,"training",49,31,0.983538800000133,"['c']",1,"left","['2']",5,0.595283099999961,"[0.09420668]",99,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",-1,18,"hard"
19,0,"training",57,23,2.03398149999975,"['c']",1,"left","['2']",5,1.02596489999996,"[0.15099574]",100,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,19,"medium"
20,0,"training",23,57,0.933262399999876,"['n']",1,"right","['3']",4,0.298430499999995,"[-0.03815836]",92,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",1,20,"medium"
21,0,"training",23,57,0.799969099999998,"['n']",1,"right","['1']",6,0.406171399999948,"[-0.1724818]",100,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",1,21,"medium"
22,0,"training",23,57,0.983459699999912,"['c']",0,"right","['2']",5,0.293876100000034,"[-0.01875112]",22,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,22,"medium"
23,0,"training",49,31,0.783617699999922,"['c']",1,"left","['2']",5,0.721441799999866,"[0.0605165]",93,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",-1,23,"hard"
24,0,"training",18,62,1.03350180000007,"['n']",1,"right","['2']",5,0.386491199999909,"[-0.13571756]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",1,24,"easy"
25,0,"training",18,62,0.966672000000017,"['n']",1,"right","['2']",5,0.56332220000013,"[-0.10531966]",99,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",1,25,"easy"
26,0,"training",23,57,0.86751090000007,"['n']",1,"right","['1']",6,0.353810900000099,"[-0.13223068]",100,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",1,26,"medium"
27,0,"training",18,62,1.16697270000031,"['n']",1,"right","['1']",6,0.331997500000398,"[-0.16958717]",100,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",1,27,"easy"
28,0,"training",49,31,0.983959299999697,"['c']",1,"left","['1']",6,1.03883339999993,"[0.05813268]",89,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",-1,28,"hard"
29,0,"training",31,49,1.43282370000043,"['c']",0,"right","['2']",5,0.323567699999785,"[0.06048045]",98,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",-1,29,"hard"
30,0,"training",23,57,1.63336789999994,"['c']",0,"right","['2']",5,0.316285200000038,"[0.01219318]",69,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,30,"medium"
31,0,"training",31,49,1.8835538999997,"['n']",1,"right","['3']",4,0.0439597999998114,"[-0.01132271]",87,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,31,"hard"
32,0,"training",31,49,1.74980469999991,"['n']",1,"right","['8']",3,0.139415200000258,"[-0.08962491]",100,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,32,"hard"
33,0,"training",49,31,0.883418800000072,"['c']",1,"left","['1']",6,0.505169500000193,"[0.14104802]",100,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",-1,33,"hard"
34,0,"training",57,23,0.94980889999988,"['c']",1,"left","['1']",6,0.342053800000031,"[-0.01187371]",33,57,"shape",80,18,"V","R",NA,"medium","plus","alpha",-1,34,"medium"
35,0,"training",18,62,3.01563140000007,"['c']",0,"right","['8']",3,0.071214499999769,"[0.03590612]",99,62,"shape",80,18,"V","R",NA,"easy","plus","alpha",-1,35,"easy"
0,1,"training",31,49,1.63447300000007,"['n']",1,"right","['3']",4,0.185575299999982,"[-0.06551013]",100,49,"shape",80,18,"V","R",NA,"hard","plus","alpha",1,36,"hard"
