"rt","resp","cor","evidence2","rt2","cj","RTconf","difflevel","manip","sub","switch","trial","condition","fb","evidence","withinphasetrial","phase_block"
0.526,1,1,0.0103153049663669,1.15,0.54361627172088,0.624,"hard","alpha",1,0,98,"minus",0.52162930986006,0.0103153049663669,98,"16"
0.64,1,1,0.130074025513547,0.942,0.885232533657063,0.302,"easy","alpha",1,0,99,"minus",0.769619003047093,0.130074025513547,99,"16"
0.565,-1,0,0.167711141947583,1.49699999999999,0.888681792080598,0.93199999999999,"medium","alpha",1,0,100,"minus",0.225543173479654,0.167711141947583,100,"16"
0.628,1,1,0.0999774186926084,1.153,0.80006246791979,0.525,"easy","alpha",1,0,101,"minus",0.698037266974013,0.0999774186926084,101,"16"
0.611,1,1,0.0222781185578639,0.878,0.584094851618518,0.267,"medium","alpha",1,0,102,"minus",0.553291583038236,0.0222781185578639,102,"17"
0.586,1,1,0.129616704610992,1.2,0.853074825367773,0.614,"hard","alpha",1,0,103,"minus",0.743626867946132,0.129616704610992,103,"17"
0.614,1,1,0.00387642384269381,0.959,0.50892716656862,0.345,"medium","alpha",1,0,104,"minus",0.508905458342534,0.00387642384269381,104,"17"
0.476,-1,0,-0.0977499496591063,0.814,0.160994859533429,0.338,"easy","alpha",1,0,105,"minus",0.726132646840175,-0.0977499496591063,105,"17"
0.689,1,1,0.213537567432817,1.008,0.960607035686025,0.319,"easy","alpha",1,0,106,"minus",0.871488813985126,0.213537567432817,106,"17"
0.561,1,1,0.0342732631663522,1.053,0.622509791754316,0.492,"hard","alpha",1,0,107,"minus",0.574587957134289,0.0342732631663522,107,"17"
0.493,1,1,0.111018261666947,1.21,0.81920222824511,0.717000000000001,"hard","alpha",1,0,108,"minus",0.712657791213382,0.111018261666947,108,"18"
0.673,-1,0,-0.0392531783666359,0.992,0.354339875778851,0.319,"hard","alpha",1,0,109,"minus",0.587756479463089,-0.0392531783666359,109,"18"
0.484,-1,0,0.0238998472092877,1.079,0.586096596937188,0.595000000000001,"hard","alpha",1,0,110,"minus",0.448415774218182,0.0238998472092877,110,"18"
0.452,-1,0,-0.0409430695926947,0.842,0.337635205148945,0.39,"medium","alpha",1,0,111,"minus",0.599065482503544,-0.0409430695926947,111,"18"
0.654,1,1,0.0797407319270885,1.094,0.759792539304339,0.44,"easy","alpha",1,0,112,"minus",0.665107469959747,0.0797407319270885,112,"18"
0.496,1,1,0.0785819769071255,1.008,0.764502629404144,0.512,"easy","alpha",1,0,113,"minus",0.669167502368371,0.0785819769071255,113,"18"
0.904,1,1,0.0273721424228468,1.258,0.590232240264188,0.354,"easy","alpha",1,0,114,"minus",0.554690041147149,0.0273721424228468,114,"19"
0.475,1,1,-0.0424160899353602,0.917,0.339009094146315,0.442,"easy","alpha",1,0,115,"minus",0.401637984447198,-0.0424160899353602,115,"19"
0.481,1,1,0.0233886371073303,0.926,0.590123798461523,0.445,"easy","alpha",1,0,116,"minus",0.554469410434131,0.0233886371073303,116,"19"
0.5,-1,0,-0.0876012160171784,0.761,0.181174886442598,0.261,"medium","alpha",1,0,117,"minus",0.711723426359341,-0.0876012160171784,117,"19"
0.657,1,1,0.0339004557610745,0.936,0.633974524804565,0.279,"hard","alpha",1,0,118,"minus",0.578193245915279,0.0339004557610745,118,"19"
0.488,1,1,0.0625494581655011,0.748,0.75178912866996,0.26,"medium","alpha",1,0,119,"minus",0.657212601343766,0.0625494581655011,119,"19"
0.591,1,1,0.113244667786075,0.875,0.862099033055091,0.284,"medium","alpha",1,0,120,"minus",0.748300092076665,0.113244667786075,120,"20"
0.439,-1,0,0.0207707696551315,0.749,0.591914623683449,0.31,"medium","alpha",1,0,121,"minus",0.446209279410853,0.0207707696551315,121,"20"
0.564,1,1,0.0923965326772855,0.934,0.80809996714408,0.37,"hard","alpha",1,0,122,"minus",0.702753331620558,0.0923965326772855,122,"20"
0.792,-1,0,-0.00166007565609731,1.286,0.494142704173667,0.494,"medium","alpha",1,0,123,"minus",0.503293684107669,-0.00166007565609731,123,"20"
0.459,-1,0,0.152919870833466,1.58899999999998,0.860414248133826,1.12999999999998,"medium","alpha",1,0,124,"minus",0.251279465537207,0.152919870833466,124,"20"
0.639,1,1,0.114175205551274,1.15,0.826932958774941,0.511,"hard","alpha",1,0,125,"minus",0.722764513989015,0.114175205551274,125,"20"
0.649,-1,0,-0.0351140130446414,0.939,0.357639658823384,0.29,"hard","alpha",1,0,126,"minus",0.580816922169773,-0.0351140130446414,126,"21"
1.046,-1,0,-0.00593506121186675,1.54499999999998,0.476121578099888,0.498999999999984,"hard","alpha",1,0,127,"minus",0.510741755055047,-0.00593506121186675,127,"21"
0.756,1,1,0.15251442049811,1.336,0.876006252686429,0.580000000000001,"hard","alpha",1,0,128,"minus",0.766300961754638,0.15251442049811,128,"21"
0.658,1,1,0.102114553270315,1.012,0.815936713153459,0.354,"medium","alpha",1,0,129,"minus",0.713728385533527,0.102114553270315,129,"21"
0.742,-1,0,-0.0814675177629457,1.243,0.243986359804792,0.501000000000001,"easy","alpha",1,0,130,"minus",0.658730545611921,-0.0814675177629457,130,"21"
0.695,-1,0,-0.0534781241287763,0.953,0.301721997529898,0.258,"easy","alpha",1,0,131,"minus",0.620819053923044,-0.0534781241287763,131,"21"
0.712,1,1,-0.0178465267345825,1.055,0.434917991717514,0.343,"hard","alpha",1,0,132,"minus",0.460985665245929,-0.0178465267345825,132,"22"
0.609,-1,0,-0.0532571177967762,1.077,0.316550085745341,0.468,"medium","alpha",1,0,133,"minus",0.613455314285671,-0.0532571177967762,133,"22"
0.625,1,1,0.0746650422533329,1.227,0.735911692281602,0.602000000000001,"medium","alpha",1,0,134,"minus",0.647175469036265,0.0746650422533329,134,"22"
0.619,-1,0,0.172533863242396,1.47799999999999,0.89449025470733,0.858999999999992,"easy","alpha",1,0,135,"minus",0.218017565512133,0.172533863242396,135,"22"
0.769,1,1,0.0686519989132949,1.217,0.712842502869263,0.448,"hard","alpha",1,0,136,"minus",0.636470620361403,0.0686519989132949,136,"22"
0.898,-1,0,-0.0591904160131633,1.176,0.30004535973096,0.278,"easy","alpha",1,0,137,"minus",0.620397081770575,-0.0591904160131633,137,"22"
0.449,1,1,0.226329079256383,1.159,0.958529187393389,0.710000000000001,"hard","alpha",1,0,138,"minus",0.868992399591616,0.226329079256383,138,"23"
0.511,1,1,0.0228535248372198,0.77,0.591297865280049,0.259,"easy","alpha",1,0,139,"minus",0.558331816744117,0.0228535248372198,139,"23"
0.523,1,1,0.179338922486705,1.094,0.927744626347373,0.571,"medium","alpha",1,0,140,"minus",0.823921287584236,0.179338922486705,140,"23"
0.629,-1,0,-0.0381150188453298,1.173,0.365518634406947,0.544,"easy","alpha",1,0,141,"minus",0.578526871338354,-0.0381150188453298,141,"23"
0.548,-1,0,-0.0935655332026063,1.219,0.216820344769134,0.671000000000001,"hard","alpha",1,0,142,"minus",0.681940036480025,-0.0935655332026063,142,"23"
0.741,1,1,0.0387488192189049,1.48199999999999,0.619074816059764,0.740999999999991,"hard","alpha",1,0,143,"minus",0.571131108603985,0.0387488192189049,143,"23"
0.494,1,1,0.118722085742567,0.823,0.877725678966976,0.329,"easy","alpha",1,0,144,"minus",0.764551968890201,0.118722085742567,144,"24"
0.781,-1,0,-0.0842375167440417,1.111,0.232016280318368,0.33,"easy","alpha",1,0,145,"minus",0.672445200508235,-0.0842375167440417,145,"24"
0.449,1,1,-0.149524923242877,1.247,0.120623905255726,0.798000000000001,"easy","alpha",1,0,146,"minus",0.230570160953841,-0.149524923242877,146,"24"
0.537,-1,0,0.0168093444631844,0.884,0.574549728128246,0.347,"medium","alpha",1,0,147,"minus",0.459860761032511,0.0168093444631844,147,"24"
0.46,1,1,0.0765635274083921,0.814,0.785898998247217,0.354,"easy","alpha",1,0,148,"minus",0.68216671597544,0.0765635274083921,148,"24"
0.493,-1,0,-0.0965033112510854,0.893,0.180817984601179,0.4,"hard","alpha",1,0,149,"minus",0.714856013391708,-0.0965033112510854,149,"24"
0.729,1,1,0.148302774634135,1.189,0.889151122369283,0.46,"hard","alpha",1,0,150,"minus",0.772775426426731,0.148302774634135,150,"25"
0.723,-1,0,-0.224730134614921,1.395,0.0562297141476389,0.672000000000001,"medium","alpha",1,0,151,"minus",0.847152392148633,-0.224730134614921,151,"25"
0.715,1,1,0.239660663485771,1.50999999999999,0.95224793674938,0.794999999999988,"medium","alpha",1,0,152,"minus",0.852619026026457,0.239660663485771,152,"25"
0.525,-1,0,-0.0434026711716816,0.886,0.352137777861282,0.361,"hard","alpha",1,0,153,"minus",0.602284244903051,-0.0434026711716816,153,"25"
0.502,-1,0,0.03197781597307,0.893,0.646139348255121,0.391,"easy","alpha",1,0,154,"minus",0.424444798071202,0.03197781597307,154,"25"
0.441,1,1,0.01026228061765,0.926,0.560105427930428,0.485,"hard","alpha",1,0,155,"minus",0.523976475838544,0.01026228061765,155,"25"
0.461,-1,0,-0.0163646189297333,0.749,0.451422807726734,0.288,"easy","alpha",1,0,156,"minus",0.542442235503763,-0.0163646189297333,156,"26"
0.536,-1,0,0.0306599927796694,0.805,0.646312878150608,0.269,"hard","alpha",1,0,157,"minus",0.423713181657938,0.0306599927796694,157,"26"
0.849,1,1,0.130663707957192,1.352,0.851474668043805,0.503,"easy","alpha",1,0,158,"minus",0.73328702199002,0.130663707957192,158,"26"
0.869,1,1,0.052644183570616,1.19,0.686247919108946,0.321,"medium","alpha",1,0,159,"minus",0.606906625205119,0.052644183570616,159,"26"
0.623,1,1,0.0683149758275373,0.98,0.749450842842322,0.357,"easy","alpha",1,0,160,"minus",0.650462717120886,0.0683149758275373,160,"26"
0.652,-1,0,-0.00758516941816391,0.925,0.484732566568116,0.273,"medium","alpha",1,0,161,"minus",0.517737495866565,-0.00758516941816391,161,"26"
0.546,-1,0,-0.050050110680233,0.852,0.320389428125446,0.306,"medium","alpha",1,0,162,"minus",0.619636596169835,-0.050050110680233,162,"27"
0.716,1,1,0.0410794758236492,1.064,0.66065655428835,0.348,"easy","alpha",1,0,163,"minus",0.588658368990185,0.0410794758236492,163,"27"
0.787,1,1,0.134024445050915,1.64099999999997,0.835062336107082,0.853999999999974,"medium","alpha",1,0,164,"minus",0.719424690034276,0.134024445050915,164,"27"
0.507,1,1,-0.031211567392542,0.909,0.394780826503011,0.402,"hard","alpha",1,0,165,"minus",0.426871278600395,-0.031211567392542,165,"27"
1.214,1,1,-0.0173850519652216,1.69299999999997,0.46195527479402,0.478999999999968,"easy","alpha",1,0,166,"minus",0.46997342100925,-0.0173850519652216,166,"27"
0.629,1,1,0.0387640302144544,0.909,0.662796951986291,0.28,"easy","alpha",1,0,167,"minus",0.590472934543492,0.0387640302144544,167,"27"
0.877,-1,0,0.0533816836281915,1.55099999999998,0.66609475300231,0.673999999999984,"medium","alpha",1,0,168,"minus",0.404736208790849,0.0533816836281915,168,"28"
0.599,-1,0,-0.0933559314753505,0.947,0.198924531241444,0.348,"hard","alpha",1,0,169,"minus",0.703368489178154,-0.0933559314753505,169,"28"
0.505,1,1,0.0666441846430734,0.766,0.772366959274245,0.261,"hard","alpha",1,0,170,"minus",0.664922970740969,0.0666441846430734,170,"28"
0.812,1,1,0.162243231163291,1.118,0.913939735843905,0.306,"easy","alpha",1,0,171,"minus",0.799147766299983,0.162243231163291,171,"28"
0.747,1,1,0.0364953243939295,1.013,0.64616145777487,0.266,"easy","alpha",1,0,172,"minus",0.580869045640765,0.0364953243939295,172,"28"
0.687,-1,0,-0.0633416060516807,1.144,0.302269361250582,0.457,"easy","alpha",1,0,173,"minus",0.630179527767773,-0.0633416060516807,173,"28"
0.721,-1,0,-0.0180646486313923,1.54599999999998,0.460151672852827,0.824999999999984,"medium","alpha",1,0,174,"minus",0.532642824184373,-0.0180646486313923,174,"29"
0.476,-1,0,-0.130913671367754,0.732,0.0992219247493753,0.256,"medium","alpha",1,0,175,"minus",0.798526642753167,-0.130913671367754,175,"29"
0.53,1,1,-0.0162519420979843,0.806,0.462468321558559,0.276,"easy","alpha",1,0,176,"minus",0.459359558285686,-0.0162519420979843,176,"29"
0.797,1,1,0.0925131630927368,1.108,0.805573750141191,0.311,"medium","alpha",1,0,177,"minus",0.688045116746931,0.0925131630927368,177,"29"
0.616,-1,0,-0.161557234932827,1.253,0.111720028294502,0.637,"hard","alpha",1,0,178,"minus",0.785657822976082,-0.161557234932827,178,"29"
1.012,-1,0,-0.0493180560151793,1.297,0.370935741554977,0.285,"medium","alpha",1,0,179,"minus",0.596220500338448,-0.0493180560151793,179,"29"
1.387,1,1,0.0660461704137758,1.66399999999997,0.707747931639263,0.276999999999971,"medium","alpha",1,0,180,"minus",0.613203869198542,0.0660461704137758,180,"30"
0.499,1,1,-0.0420235567824308,0.877,0.373224320343927,0.378,"easy","alpha",1,0,181,"minus",0.400384795840488,-0.0420235567824308,181,"30"
0.468,1,1,0.0261548164607029,0.749,0.650725817443246,0.281,"easy","alpha",1,0,182,"minus",0.567580988367288,0.0261548164607029,182,"30"
