"rt","resp","cor","evidence2","rt2","cj","RTconf","difflevel","manip","sub","switch","trial","condition","fb","evidence","withinphasetrial","phase_block"
0.743,-1,0,-0.151442929174884,1.075,0.169522688752055,0.332,"medium","alpha",1,13,7872,"plus",0.994822791770346,-0.151442929174884,72,"12"
0.716,-1,0,-0.0838982720183557,1.286,0.372306629827131,0.570000000000001,"easy","alpha",1,13,7873,"plus",0.934830964572587,-0.0838982720183557,73,"12"
1.109,1,1,-0.00476348470833748,1.431,0.62765384103875,0.321999999999997,"medium","alpha",1,13,7874,"plus",0.464223066694773,-0.00476348470833748,74,"12"
0.587,1,1,0.00364338030555616,0.937,0.68272740800994,0.35,"hard","alpha",1,13,7875,"plus",0.533822923826359,0.00364338030555616,75,"12"
0.506,1,1,-0.0135055823780163,0.856,0.626170983607726,0.35,"hard","alpha",1,13,7876,"plus",0.371566012643603,-0.0135055823780163,76,"12"
0.698,-1,0,-0.00197520974907161,1.16,0.643898381169451,0.462,"easy","alpha",1,13,7877,"plus",0.516499362039867,-0.00197520974907161,77,"12"
0.58,-1,0,-0.0589847847183269,0.832,0.438966347232464,0.252,"easy","alpha",1,13,7878,"plus",0.911167529951517,-0.0589847847183269,78,"13"
0.469,-1,0,0.00292014826015708,0.889,0.683822201596497,0.42,"easy","alpha",1,13,7879,"plus",0.472155173316181,0.00292014826015708,79,"13"
0.862,-1,0,-0.0613285938054685,1.22,0.444396241303512,0.358,"hard","alpha",1,13,7880,"plus",0.880678027483313,-0.0613285938054685,80,"13"
0.483,1,1,0.141548064009729,0.871,0.953512440572654,0.388,"hard","alpha",1,13,7881,"plus",0.995764578139027,0.141548064009729,81,"13"
0.8,1,1,-0.00453192850857257,1.202,0.639879411752614,0.402,"hard","alpha",1,13,7882,"plus",0.462866052247333,-0.00453192850857257,82,"13"
0.487,1,1,0.192717385960059,1.31,0.958017029672596,0.823000000000001,"easy","alpha",1,13,7883,"plus",0.997674712259247,0.192717385960059,83,"13"
1.096,-1,0,-0.0283793959117867,1.68699999999997,0.550901706299833,0.590999999999969,"hard","alpha",1,13,7884,"plus",0.687098045154555,-0.0283793959117867,84,"14"
0.648,-1,0,-0.00812275508761397,1.56199999999998,0.613408098543247,0.913999999999983,"hard","alpha",1,13,7885,"plus",0.558227621953135,-0.00812275508761397,85,"14"
0.473,-1,0,0.0056221650095815,0.752,0.710857469008948,0.279,"hard","alpha",1,13,7886,"plus",0.44191432324798,0.0056221650095815,86,"14"
0.585,-1,0,-0.0694619042466654,0.827,0.402646706095743,0.242,"hard","alpha",1,13,7887,"plus",0.939899441863803,-0.0694619042466654,87,"14"
0.454,-1,0,-0.111388178821911,0.726,0.244342227642842,0.272,"medium","alpha",1,13,7888,"plus",0.991041904489473,-0.111388178821911,88,"14"
0.45,1,1,0.0890980316092503,0.878,0.90199267200356,0.428,"medium","alpha",1,13,7889,"plus",0.968419031128646,0.0890980316092503,89,"14"
0.709,-1,0,-0.0167585504470705,1.012,0.62062226963401,0.303,"easy","alpha",1,13,7890,"plus",0.645591617654071,-0.0167585504470705,90,"15"
0.59,1,1,0.111492133811737,1.052,0.913692340454102,0.462,"hard","alpha",1,13,7891,"plus",0.980415591564748,0.111492133811737,91,"15"
0.547,-1,0,0.0128382988087538,0.805,0.741125626597047,0.258,"easy","alpha",1,13,7892,"plus",0.37399378868172,0.0128382988087538,92,"15"
0.843,-1,0,-0.0307018964629769,1.239,0.561059894066946,0.396,"hard","alpha",1,13,7893,"plus",0.729671524453956,-0.0307018964629769,93,"15"
0.533,1,1,0.0837485001903907,0.78,0.905790232447474,0.247,"hard","alpha",1,13,7894,"plus",0.968130956240185,0.0837485001903907,94,"15"
0.603,1,1,-0.00976512335476223,0.925,0.650881866286743,0.322,"hard","alpha",1,13,7895,"plus",0.409624828896689,-0.00976512335476223,95,"15"
0.807,-1,0,0.0393323623354999,1.63999999999997,0.737625564977574,0.832999999999974,"medium","alpha",1,13,7896,"plus",0.248677227878234,0.0393323623354999,96,"16"
0.785,-1,0,0.0626730892707652,1.218,0.816319038931066,0.433,"medium","alpha",1,13,7897,"plus",0.114623130816417,0.0626730892707652,97,"16"
0.973,1,1,-0.0254219184332808,1.46299999999999,0.559225950537278,0.489999999999993,"hard","alpha",1,13,7898,"plus",0.3193770064168,-0.0254219184332808,98,"16"
0.792,1,1,0.0275857619325205,1.116,0.733547848451083,0.324,"medium","alpha",1,13,7899,"plus",0.719110844806594,0.0275857619325205,99,"16"
0.518,1,1,0.094700708479592,0.962,0.892487644310997,0.444,"medium","alpha",1,13,7900,"plus",0.969993905921152,0.094700708479592,100,"16"
0.48,1,1,0.069416451483039,1.205,0.824769769852311,0.725,"easy","alpha",1,13,7901,"plus",0.906912842141186,0.069416451483039,101,"16"
0.792,1,1,0.0785613847645725,1.133,0.849460746318771,0.341,"easy","alpha",1,13,7902,"plus",0.934442324331638,0.0785613847645725,102,"17"
0.505,-1,0,-0.0429154507941606,0.79,0.506774938908103,0.285,"medium","alpha",1,13,7903,"plus",0.850458358764758,-0.0429154507941606,103,"17"
0.541,-1,0,0.151584922983532,1.433,0.922072266146057,0.891999999999997,"easy","alpha",1,13,7904,"plus",0.0103678328034103,0.151584922983532,104,"17"
0.502,1,1,0.210692515867878,1.395,0.961309710993706,0.893000000000001,"hard","alpha",1,13,7905,"plus",0.998377059330431,0.210692515867878,105,"17"
1.029,1,1,0.151487148730618,1.302,0.927501885144143,0.273,"easy","alpha",1,13,7906,"plus",0.99166874708634,0.151487148730618,106,"17"
0.471,1,1,0.00791100343914388,0.835,0.696311359761704,0.364,"medium","alpha",1,13,7907,"plus",0.577291652019571,0.00791100343914388,107,"17"
0.671,1,1,0.046481675951191,0.94,0.79785616917177,0.269,"hard","alpha",1,13,7908,"plus",0.848888464188324,0.046481675951191,108,"18"
0.76,-1,0,-0.152961461967057,1.075,0.168103509270246,0.315,"hard","alpha",1,13,7909,"plus",0.995087384795433,-0.152961461967057,109,"18"
0.507,1,1,0.0461329679391705,0.871,0.812828658001792,0.364,"easy","alpha",1,13,7910,"plus",0.855637308360032,0.0461329679391705,110,"18"
0.517,1,1,0.0324700790231635,0.777,0.789951661615323,0.26,"hard","alpha",1,13,7911,"plus",0.790192907698144,0.0324700790231635,111,"18"
0.698,-1,0,-0.0464446293162412,1.015,0.496010864028071,0.317,"medium","alpha",1,13,7912,"plus",0.840184000415238,-0.0464446293162412,112,"18"
0.502,-1,0,0.0303023511091198,1.028,0.757054644293674,0.526,"medium","alpha",1,13,7913,"plus",0.254278812059403,0.0303023511091198,113,"18"
0.477,-1,0,-0.0118656308456802,0.763,0.637884237838065,0.286,"medium","alpha",1,13,7914,"plus",0.619875966028781,-0.0118656308456802,114,"19"
0.427,-1,0,-0.000370118656368859,0.948,0.664672373738432,0.521,"hard","alpha",1,13,7915,"plus",0.503421135295467,-0.000370118656368859,115,"19"
0.708,1,1,0.0550020476354029,1.307,0.786213579355747,0.599000000000001,"easy","alpha",1,13,7916,"plus",0.849665015020638,0.0550020476354029,116,"19"
0.5,-1,0,-0.102384532083334,1.13,0.306373490119098,0.63,"medium","alpha",1,13,7917,"plus",0.969743900949621,-0.102384532083334,117,"19"
0.543,1,1,0.1723317999075,0.95,0.966808161759378,0.407,"hard","alpha",1,13,7918,"plus",0.998282350829914,0.1723317999075,118,"19"
0.85,-1,0,-0.0170884543001583,1.108,0.604499885703211,0.258,"easy","alpha",1,13,7919,"plus",0.642086402007966,-0.0170884543001583,119,"19"
0.625,-1,0,0.0432333726951213,0.925,0.803311874799779,0.3,"hard","alpha",1,13,7920,"plus",0.165444923643021,0.0432333726951213,120,"20"
0.785,1,1,0.188949623653126,1.257,0.958061927558669,0.472,"easy","alpha",1,13,7921,"plus",0.997687410765929,0.188949623653126,121,"20"
0.492,1,1,0.159101488160721,1.201,0.942361706897581,0.709,"medium","alpha",1,13,7922,"plus",0.994655930594162,0.159101488160721,122,"20"
1.068,-1,0,-0.112915843068103,1.47699999999999,0.302491409671002,0.408999999999992,"hard","alpha",1,13,7923,"plus",0.965933003903073,-0.112915843068103,123,"20"
0.617,1,1,0.139740581656462,0.952,0.946902122107078,0.335,"easy","alpha",1,13,7924,"plus",0.994267745970332,0.139740581656462,124,"20"
1.021,1,1,0.163527855320332,1.28,0.942789068239242,0.259,"medium","alpha",1,13,7925,"plus",0.994532243685691,0.163527855320332,125,"20"
0.621,1,1,0.0620804900298002,0.866,0.855005580337534,0.245,"medium","alpha",1,13,7926,"plus",0.91694733879988,0.0620804900298002,126,"21"
0.734,1,1,0.122895243432169,1.008,0.927992756638582,0.274,"medium","alpha",1,13,7927,"plus",0.987950571888741,0.122895243432169,127,"21"
0.957,-1,0,-0.0411332799154592,1.279,0.52408496017461,0.322,"easy","alpha",1,13,7928,"plus",0.787405941244825,-0.0411332799154592,128,"21"
0.872,1,1,0.203446069724251,2.50499999999988,0.916499266010626,1.63299999999988,"hard","alpha",1,13,7929,"plus",0.990315595623765,0.203446069724251,129,"21"
0.611,1,1,0.083206585291749,0.877,0.893589431641279,0.266,"medium","alpha",1,13,7930,"plus",0.960781002177339,0.083206585291749,130,"21"
0.501,1,1,0.00510128781329851,0.846,0.710200001277485,0.345,"hard","alpha",1,13,7931,"plus",0.549750239988261,0.00510128781329851,131,"21"
0.882,1,1,0.0415465023077471,1.182,0.778005795245275,0.3,"medium","alpha",1,13,7932,"plus",0.798300867963546,0.0415465023077471,132,"22"
0.555,-1,0,-0.00820803899081168,1.012,0.64896672782945,0.457,"easy","alpha",1,13,7933,"plus",0.572909251772905,-0.00820803899081168,133,"22"
0.644,1,1,0.1292702356073,1.059,0.930920060553908,0.415,"medium","alpha",1,13,7934,"plus",0.989251825114286,0.1292702356073,134,"22"
0.958,-1,0,-0.0147884397154105,1.272,0.612974882535976,0.314,"easy","alpha",1,13,7935,"plus",0.615866686783197,-0.0147884397154105,135,"22"
0.448,1,1,0.072800038802711,0.976,0.864712003770125,0.528,"medium","alpha",1,13,7936,"plus",0.93418428469162,0.072800038802711,136,"22"
0.483,1,1,0.0860385461171817,0.741,0.914009801158851,0.258,"medium","alpha",1,13,7937,"plus",0.973355985145538,0.0860385461171817,137,"22"
0.489,1,1,0.0895307458432058,1.004,0.889495170620018,0.515,"hard","alpha",1,13,7938,"plus",0.961456575718884,0.0895307458432058,138,"23"
0.495,1,1,-0.00854093064590264,0.748,0.672500591330165,0.253,"hard","alpha",1,13,7939,"plus",0.412046470307369,-0.00854093064590264,139,"23"
0.471,-1,0,-0.0505052088982061,1.11,0.495423600104207,0.639,"medium","alpha",1,13,7940,"plus",0.848866637423037,-0.0505052088982061,140,"23"
0.53,1,1,0.0204879934029772,1.194,0.725817336393282,0.664,"medium","alpha",1,13,7941,"plus",0.662619812027089,0.0204879934029772,141,"23"
0.5,1,1,0.138023307795269,0.796,0.959482695104094,0.296,"easy","alpha",1,13,7942,"plus",0.996201096318381,0.138023307795269,142,"23"
0.598,1,1,0.0485593671827456,1.35,0.781867106423875,0.752000000000001,"easy","alpha",1,13,7943,"plus",0.818252319056509,0.0485593671827456,143,"23"
0.489,1,1,0.173172453489049,0.803,0.976872454429038,0.314,"hard","alpha",1,13,7944,"plus",0.999048939405402,0.173172453489049,144,"24"
0.541,-1,0,0.0591527175685624,0.98,0.840488301911404,0.439,"hard","alpha",1,13,7945,"plus",0.10422785341722,0.0591527175685624,145,"24"
0.563,1,1,0.0402901088827382,0.97,0.79346496251659,0.407,"easy","alpha",1,13,7946,"plus",0.813466679414229,0.0402901088827382,146,"24"
0.43,1,1,0.131873271028443,0.937,0.942113385899224,0.507,"hard","alpha",1,13,7947,"plus",0.992640776998096,0.131873271028443,147,"24"
0.45,-1,0,-0.0134368912751799,0.72,0.649436060672369,0.27,"easy","alpha",1,13,7948,"plus",0.638780494091165,-0.0134368912751799,148,"24"
0.555,-1,0,-0.0194462801956636,0.802,0.618453389536384,0.247,"hard","alpha",1,13,7949,"plus",0.68604989034431,-0.0194462801956636,149,"24"
0.553,1,1,0.128022303908308,0.961,0.937083128491644,0.408,"hard","alpha",1,13,7950,"plus",0.990998906305082,0.128022303908308,150,"25"
0.543,1,1,0.0930827276675015,1.145,0.879441026878367,0.602,"hard","alpha",1,13,7951,"plus",0.95817775314317,0.0930827276675015,151,"25"
0.864,-1,0,0.0140195668730985,1.119,0.70947483008043,0.255,"hard","alpha",1,13,7952,"plus",0.382934374621983,0.0140195668730985,152,"25"
0.959,-1,0,-0.037333110187969,1.266,0.534911916946265,0.307,"medium","alpha",1,13,7953,"plus",0.767540969379672,-0.037333110187969,153,"25"
0.762,-1,0,-0.0473645582044713,1.253,0.504298992715389,0.491,"hard","alpha",1,13,7954,"plus",0.821020445380669,-0.0473645582044713,154,"25"
0.451,1,1,0.204049318717341,0.884,0.982864334390693,0.433,"hard","alpha",1,13,7955,"plus",0.999595656895804,0.204049318717341,155,"25"
0.599,-1,0,-0.103131269997821,0.942,0.304928646458153,0.343,"easy","alpha",1,13,7956,"plus",0.978653640089184,-0.103131269997821,156,"26"
0.575,1,1,-0.0346179969108655,0.836,0.570936685313712,0.261,"hard","alpha",1,13,7957,"plus",0.20375170839621,-0.0346179969108655,157,"26"
0.574,1,1,0.120020821209205,0.93,0.934498861608541,0.356,"hard","alpha",1,13,7958,"plus",0.988797853391688,0.120020821209205,158,"26"
1.029,1,1,0.1331858592304,1.432,0.909638663516893,0.402999999999997,"hard","alpha",1,13,7959,"plus",0.982131872832485,0.1331858592304,159,"26"
1.013,1,1,0.00931311628432109,1.352,0.686105121677637,0.339,"medium","alpha",1,13,7960,"plus",0.571590124736324,0.00931311628432109,160,"26"
0.494,1,1,0.14031040077189,0.986,0.947265901504751,0.492,"easy","alpha",1,13,7961,"plus",0.993860676648435,0.14031040077189,161,"26"
0.73,-1,0,-0.0344142481024012,1.367,0.553143216908622,0.637000000000001,"medium","alpha",1,13,7962,"plus",0.742620155533319,-0.0344142481024012,162,"27"
0.736,1,1,0.13036704847177,1.312,0.915649541064511,0.576000000000001,"easy","alpha",1,13,7963,"plus",0.983654751266819,0.13036704847177,163,"27"
0.607,1,1,0.017690106686426,0.931,0.747053365118693,0.324,"easy","alpha",1,13,7964,"plus",0.659264431954581,0.017690106686426,164,"27"
0.97,1,1,0.034453045341107,1.409,0.748098675873771,0.438999999999999,"hard","alpha",1,13,7965,"plus",0.739793592881703,0.034453045341107,165,"27"
0.658,-1,0,0.032444812973896,1.046,0.774419166957447,0.388,"easy","alpha",1,13,7966,"plus",0.241946714540934,0.032444812973896,166,"27"
0.535,-1,0,-0.00315246694420128,0.821,0.684215513997559,0.286,"hard","alpha",1,13,7967,"plus",0.531271707243628,-0.00315246694420128,167,"27"
0.922,-1,0,-0.054636122992579,1.382,0.48322036714329,0.46,"hard","alpha",1,13,7968,"plus",0.84199119676109,-0.054636122992579,168,"28"
0.479,1,1,0.0660585132732011,0.79,0.877606499437751,0.311,"easy","alpha",1,13,7969,"plus",0.935569113015253,0.0660585132732011,169,"28"
1.299,-1,0,0.00130231499439003,1.59099999999998,0.650270722208483,0.291999999999979,"easy","alpha",1,13,7970,"plus",0.490708793767353,0.00130231499439003,170,"28"
0.517,1,1,0.0179469283187029,1.271,0.7124758342133,0.754000000000001,"easy","alpha",1,13,7971,"plus",0.639474445021382,0.0179469283187029,171,"28"
0.671,1,1,0.102735093684667,1.2,0.890061580053452,0.529,"medium","alpha",1,13,7972,"plus",0.966952569510294,0.102735093684667,172,"28"
0.456,1,1,0.00328724196365338,0.829,0.70728911015022,0.373,"hard","alpha",1,13,7973,"plus",0.532447670136105,0.00328724196365338,173,"28"
0.505,-1,0,0.198721424374839,1.325,0.962215528040302,0.820000000000001,"medium","alpha",1,13,7974,"plus",0.00199532773210075,0.198721424374839,174,"29"
0.627,1,1,0.0983152521735144,0.954,0.902077925279977,0.327,"medium","alpha",1,13,7975,"plus",0.974008634132694,0.0983152521735144,175,"29"
0.898,1,1,0.0778128719201743,1.224,0.843646850623604,0.326,"hard","alpha",1,13,7976,"plus",0.926354022234043,0.0778128719201743,176,"29"
0.469,1,1,0.0497065816010208,0.735,0.844033299706973,0.266,"medium","alpha",1,13,7977,"plus",0.889655540509465,0.0497065816010208,177,"29"
0.76,1,1,0.14096167512865,1.064,0.938916488290586,0.304,"hard","alpha",1,13,7978,"plus",0.992750956134768,0.14096167512865,178,"29"
0.602,-1,0,-0.111149355621698,0.915,0.268159594189264,0.313,"easy","alpha",1,13,7979,"plus",0.984977703319121,-0.111149355621698,179,"29"
0.656,1,1,0.153072161716817,1.034,0.952012949349198,0.378,"hard","alpha",1,13,7980,"plus",0.995588918611588,0.153072161716817,180,"30"
0.631,-1,0,-0.0795428253234433,1.037,0.391518997044719,0.406,"medium","alpha",1,13,7981,"plus",0.943319713561188,-0.0795428253234433,181,"30"
0.495,1,1,0.0665944782018522,0.785,0.880664530194036,0.29,"easy","alpha",1,13,7982,"plus",0.937370741619251,0.0665944782018522,182,"30"
0.672,1,1,0.109797485653713,1.07,0.912220161441792,0.398,"hard","alpha",1,13,7983,"plus",0.978568115054571,0.109797485653713,183,"30"
0.614,1,1,0.0760728051351801,0.878,0.885755564124977,0.264,"medium","alpha",1,13,7984,"plus",0.948956574018595,0.0760728051351801,184,"30"
0.481,-1,0,0.00878575404979404,0.938,0.719613194779643,0.457,"hard","alpha",1,13,7985,"plus",0.419075149711887,0.00878575404979404,185,"30"
0.46,-1,0,-0.0414579783368906,1.257,0.532157248757251,0.797,"hard","alpha",1,13,7986,"plus",0.791038018764193,-0.0414579783368906,186,"31"
1.15,-1,0,0.0817441448751872,1.52099999999999,0.835712683992196,0.370999999999987,"hard","alpha",1,13,7987,"plus",0.0842369017713773,0.0817441448751872,187,"31"
0.711,1,1,0.100981825889357,1.056,0.8995682749781,0.345,"hard","alpha",1,13,7988,"plus",0.971739543197382,0.100981825889357,188,"31"
0.827,1,1,0.0442862285564219,1.76999999999996,0.742111921364153,0.94299999999996,"hard","alpha",1,13,7989,"plus",0.768230959417746,0.0442862285564219,189,"31"
0.804,1,1,0.0316730716710918,1.199,0.752653917878579,0.395,"hard","alpha",1,13,7990,"plus",0.739103266888332,0.0316730716710918,190,"31"
0.506,-1,0,-0.0983377481036861,1.46899999999999,0.353374907478361,0.962999999999993,"hard","alpha",1,13,7991,"plus",0.948867923511151,-0.0983377481036861,191,"31"
0.558,1,1,-0.0198125998148767,0.965,0.619376841206557,0.407,"hard","alpha",1,13,7992,"plus",0.32605788911443,-0.0198125998148767,192,"32"
0.466,-1,0,0.00209050155879084,1.064,0.68311392864041,0.598,"medium","alpha",1,13,7993,"plus",0.481768283348039,0.00209050155879084,193,"32"
0.691,1,1,-0.0387656574883058,1.215,0.538311655967975,0.524,"hard","alpha",1,13,7994,"plus",0.219929739854996,-0.0387656574883058,194,"32"
0.62,1,1,-0.0461561786588647,0.917,0.510879597332132,0.297,"medium","alpha",1,13,7995,"plus",0.149925803672911,-0.0461561786588647,195,"32"
0.512,1,1,0.176232666694317,1.052,0.963587848473153,0.54,"medium","alpha",1,13,7996,"plus",0.997945281044416,0.176232666694317,196,"32"
0.47,1,1,0.0398832237236153,0.754,0.819941700374606,0.284,"hard","alpha",1,13,7997,"plus",0.839363526240852,0.0398832237236153,197,"32"
0.824,1,1,0.0764721618489587,1.152,0.850512392000411,0.328,"easy","alpha",1,13,7998,"plus",0.928571016961576,0.0764721618489587,198,"33"
0.506,1,1,0.181199677536715,0.75,0.981537460425749,0.244,"hard","alpha",1,13,7999,"plus",0.999464770165169,0.181199677536715,199,"33"
0.726,1,1,0.151016635113024,1.192,0.939222592733546,0.466,"medium","alpha",1,13,8000,"plus",0.993169601237048,0.151016635113024,200,"33"
0.51,-1,0,-0.130901097908941,1.442,0.263091188767199,0.931999999999996,"medium","alpha",1,13,8001,"plus",0.98062668164399,-0.130901097908941,201,"33"
1.266,1,1,0.225116534448812,1.91099999999994,0.952430038443709,0.644999999999944,"easy","alpha",1,13,8002,"plus",0.997163772110825,0.225116534448812,202,"33"
1.339,1,1,0.0969236400402844,1.76299999999996,0.842088116136951,0.42399999999996,"easy","alpha",1,13,8003,"plus",0.932634211033749,0.0969236400402844,203,"33"
0.63,1,1,0.0722616296282368,1.016,0.863315127578834,0.386,"easy","alpha",1,13,8004,"plus",0.929618318519954,0.0722616296282368,204,"34"
0.567,1,1,-0.0167193497106619,0.913,0.634347045944671,0.346,"easy","alpha",1,13,8005,"plus",0.347529099432506,-0.0167193497106619,205,"34"
0.594,-1,0,0.0563631084003846,1.259,0.807468124953073,0.665000000000001,"medium","alpha",1,13,8006,"plus",0.140837481700157,0.0563631084003846,206,"34"
0.561,1,1,0.122526484326989,0.9,0.937294745871568,0.339,"easy","alpha",1,13,8007,"plus",0.990524521198257,0.122526484326989,207,"34"
0.468,1,1,0.0145210387667465,0.893,0.731742056415648,0.425,"easy","alpha",1,13,8008,"plus",0.634874700204817,0.0145210387667465,208,"34"
0.488,1,1,0.07520211261746,1.028,0.861566472710492,0.54,"easy","alpha",1,13,8009,"plus",0.935241451239803,0.07520211261746,209,"34"
0.842,1,1,0.0629337138808644,1.61999999999998,0.788315050976878,0.777999999999976,"easy","alpha",1,13,8010,"plus",0.855700414694397,0.0629337138808644,210,"35"
0.668,1,1,0.10652401537021,0.996,0.911798699418747,0.328,"medium","alpha",1,13,8011,"plus",0.9790108703661,0.10652401537021,211,"35"
0.538,-1,0,0.0312211198254624,1.015,0.767812167973639,0.477,"medium","alpha",1,13,8012,"plus",0.246824858941896,0.0312211198254624,212,"35"
1.129,1,1,0.0739457740785569,1.397,0.823398195477519,0.268,"medium","alpha",1,13,8013,"plus",0.904844218861418,0.0739457740785569,213,"35"
0.66,1,1,0.0918596942144461,1.045,0.885668284601597,0.385,"medium","alpha",1,13,8014,"plus",0.962128449042612,0.0918596942144461,214,"35"
0.544,-1,0,-0.017645090565691,1.175,0.603222480365313,0.631000000000001,"hard","alpha",1,13,8015,"plus",0.642449312681162,-0.017645090565691,215,"35"
0.584,1,1,0.141789630771142,1.2,0.930831820470058,0.616,"easy","alpha",1,13,8016,"plus",0.990619183100715,0.141789630771142,216,"36"
0.916,-1,0,-0.0056332417622134,1.24,0.639738877424629,0.324,"hard","alpha",1,13,8017,"plus",0.545403600695873,-0.0056332417622134,217,"36"
0.736,-1,0,0.107533006568228,1.46799999999999,0.872658527747045,0.731999999999993,"easy","alpha",1,13,8018,"plus",0.0393518349867871,0.107533006568228,218,"36"
0.744,1,1,0.0718079030691047,1.395,0.81485175004561,0.651000000000001,"medium","alpha",1,13,8019,"plus",0.899230097881681,0.0718079030691047,219,"36"
0.523,1,1,0.105742083435558,1.46599999999999,0.866424258511654,0.942999999999993,"hard","alpha",1,13,8020,"plus",0.958671469499199,0.105742083435558,220,"36"
0.802,1,1,0.0492737760913911,1.175,0.787799567198926,0.373,"medium","alpha",1,13,8021,"plus",0.837048649450156,0.0492737760913911,221,"36"
0.614,1,1,0.151630864933905,1.451,0.921080452380595,0.836999999999995,"easy","alpha",1,13,8022,"plus",0.989351544594442,0.151630864933905,222,"37"
0.553,1,1,0.0986692507822633,1.043,0.893206532197145,0.49,"hard","alpha",1,13,8023,"plus",0.970057725301774,0.0986692507822633,223,"37"
0.485,-1,0,-0.00411282885094848,0.76,0.673509487552625,0.275,"medium","alpha",1,13,8024,"plus",0.542357597550445,-0.00411282885094848,224,"37"
0.548,-1,0,0.0495949324428975,1.178,0.788887099251804,0.63,"easy","alpha",1,13,8025,"plus",0.161786160999865,0.0495949324428975,225,"37"
0.558,1,1,0.119924283777898,1.58899999999998,0.875008438511037,1.03099999999998,"easy","alpha",1,13,8026,"plus",0.968473344558825,0.119924283777898,226,"37"
0.589,1,1,0.0141893521487996,1.317,0.681366416550687,0.728,"hard","alpha",1,13,8027,"plus",0.609476741375412,0.0141893521487996,227,"37"
0.621,1,1,0.0420666581083837,0.909,0.794034711761654,0.288,"hard","alpha",1,13,8028,"plus",0.830388971176928,0.0420666581083837,228,"38"
0.524,1,1,0.120357310321792,0.976,0.923634574291049,0.452,"medium","alpha",1,13,8029,"plus",0.987700125545975,0.120357310321792,229,"38"
0.47,-1,0,-0.0608398535897561,0.815,0.430642351428781,0.345,"easy","alpha",1,13,8030,"plus",0.918796235165244,-0.0608398535897561,230,"38"
0.577,1,1,0.0854170635039679,1.65599999999997,0.821559239306138,1.07899999999997,"medium","alpha",1,13,8031,"plus",0.916026764332934,0.0854170635039679,231,"38"
0.796,-1,0,-0.0156580003050519,1.219,0.601418032724697,0.423,"hard","alpha",1,13,8032,"plus",0.624934539653008,-0.0156580003050519,232,"38"
0.621,1,1,0.0931059563867234,0.858,0.904906586889294,0.237,"hard","alpha",1,13,8033,"plus",0.973878897489299,0.0931059563867234,233,"38"
0.895,-1,0,-0.115055836101416,1.51199999999999,0.301650283708847,0.616999999999988,"easy","alpha",1,13,8034,"plus",0.966704764396834,-0.115055836101416,234,"39"
0.655,-1,0,0.0245907865886782,1.003,0.749830632909689,0.348,"easy","alpha",1,13,8035,"plus",0.292362189186925,0.0245907865886782,235,"39"
0.461,1,1,0.0159978359080827,0.944,0.726168811434156,0.483,"hard","alpha",1,13,8036,"plus",0.643997087984246,0.0159978359080827,236,"39"
1.334,1,1,0.100591903463597,1.77899999999996,0.840070548438918,0.444999999999958,"hard","alpha",1,13,8037,"plus",0.937908344656685,0.100591903463597,237,"39"
0.443,1,1,0.0552292942451117,0.698,0.863003588805803,0.255,"easy","alpha",1,13,8038,"plus",0.915274228542261,0.0552292942451117,238,"39"
0.536,1,1,0.0905692148624177,0.836,0.905859267060457,0.3,"medium","alpha",1,13,8039,"plus",0.972507576041131,0.0905692148624177,239,"39"
0.437,-1,0,-0.0381509951973508,0.759,0.540804202025082,0.322,"hard","alpha",1,13,8040,"plus",0.828703442455604,-0.0381509951973508,240,"40"
1.117,1,1,0.262097394687586,1.64699999999997,0.974190237587771,0.529999999999973,"hard","alpha",1,13,8041,"plus",0.999359228189495,0.262097394687586,241,"40"
0.794,-1,0,-0.164276593351118,1.37,0.185141842572848,0.576000000000001,"medium","alpha",1,13,8042,"plus",0.993648019080444,-0.164276593351118,242,"40"
0.708,-1,0,0.0264516921222378,1.042,0.758838950372085,0.334,"easy","alpha",1,13,8043,"plus",0.282343299923856,0.0264516921222378,243,"40"
0.45,-1,0,0.0382878055712476,0.881,0.803794823084112,0.431,"hard","alpha",1,13,8044,"plus",0.187171430338947,0.0382878055712476,244,"40"
0.651,1,1,0.130507188928357,0.94,0.940540384774826,0.289,"easy","alpha",1,13,8045,"plus",0.992200442715962,0.130507188928357,245,"40"
0.48,1,1,0.0270236788802113,0.745,0.78685843007192,0.265,"easy","alpha",1,13,8046,"plus",0.755304982487211,0.0270236788802113,246,"41"
0.574,1,1,0.0712165440852086,0.917,0.866221878385366,0.343,"hard","alpha",1,13,8047,"plus",0.935673554498821,0.0712165440852086,247,"41"
0.668,1,1,0.0577814044798515,1.14,0.816042511390753,0.472,"easy","alpha",1,13,8048,"plus",0.875251572285411,0.0577814044798515,248,"41"
0.448,1,1,-0.0068275534741192,0.725,0.67557342178352,0.277,"medium","alpha",1,13,8049,"plus",0.428330487203552,-0.0068275534741192,249,"41"
0.546,1,1,0.0435347463425589,1.062,0.790514974318407,0.516,"easy","alpha",1,13,8050,"plus",0.820657343061589,0.0435347463425589,250,"41"
0.457,1,1,0.0363996430945889,0.712,0.817111679500385,0.255,"medium","alpha",1,13,8051,"plus",0.825338934563541,0.0363996430945889,251,"41"
1.252,1,1,0.131541894609238,2.08599999999993,0.865635611761896,0.833999999999925,"easy","alpha",1,13,8052,"plus",0.963692598065729,0.131541894609238,252,"42"
