"sub","condition","difflevel","cost_ldc","a0","b0","eta_a","eta_b","manip","model","Ndata_point","Npar","bic","bound","drift","ter","cost_ddm","z","vratio"
103,"minus","easy",0.00468519723807837,8.56518444722662,8.33375856999541,1.00007546487821,0,"alpha","alpha",753,3,-9006.64941084367,0.0760547613772059,0.204569146341687,0.464681391888497,0.00113590789564187,0,1
103,"minus","hard",0.00468993884606953,7.44796628924044,8.21243970522975,1.00007546487821,1.24110042465366,"alpha","both",753,4,-8999.26366469951,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"minus","hard",0.00476353470031911,7.56408033285935,7.83102209439785,0,1.24110042465366,"alpha","beta",753,3,-8994.16319341955,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"minus","hard",0.00479469895129808,7.59471359225477,8.51660532750186,0,0,"alpha","no",753,2,-8995.87698652009,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"minus","hard",0.00468519723807837,8.56518444722662,8.33375856999541,1.00007546487821,0,"alpha","alpha",753,3,-9006.64941084367,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"minus","medium",0.00476353470031911,7.56408033285935,7.83102209439785,0,1.24110042465366,"alpha","beta",753,3,-8994.16319341955,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"minus","medium",0.00479469895129808,7.59471359225477,8.51660532750186,0,0,"alpha","no",753,2,-8995.87698652009,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"minus","medium",0.00468519723807837,8.56518444722662,8.33375856999541,1.00007546487821,0,"alpha","alpha",753,3,-9006.64941084367,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"minus","medium",0.00468993884606953,7.44796628924044,8.21243970522975,1.00007546487821,1.24110042465366,"alpha","both",753,4,-8999.26366469951,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"plus","easy",0.00476353470031911,7.56408033285935,7.83102209439785,0,1.24110042465366,"alpha","beta",753,3,-8994.16319341955,0.0760547613772059,0.204569146341687,0.464681391888497,0.00113590789564187,0,1
103,"plus","easy",0.00468993884606953,7.44796628924044,8.21243970522975,1.00007546487821,1.24110042465366,"alpha","both",753,4,-8999.26366469951,0.0760547613772059,0.204569146341687,0.464681391888497,0.00113590789564187,0,1
103,"plus","easy",0.00468519723807837,8.56518444722662,8.33375856999541,1.00007546487821,0,"alpha","alpha",753,3,-9006.64941084367,0.0760547613772059,0.204569146341687,0.464681391888497,0.00113590789564187,0,1
103,"plus","easy",0.00479469895129808,7.59471359225477,8.51660532750186,0,0,"alpha","no",753,2,-8995.87698652009,0.0760547613772059,0.204569146341687,0.464681391888497,0.00113590789564187,0,1
103,"plus","hard",0.00476353470031911,7.56408033285935,7.83102209439785,0,1.24110042465366,"alpha","beta",753,3,-8994.16319341955,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"plus","hard",0.00468519723807837,8.56518444722662,8.33375856999541,1.00007546487821,0,"alpha","alpha",753,3,-9006.64941084367,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"plus","hard",0.00479469895129808,7.59471359225477,8.51660532750186,0,0,"alpha","no",753,2,-8995.87698652009,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"plus","hard",0.00468993884606953,7.44796628924044,8.21243970522975,1.00007546487821,1.24110042465366,"alpha","both",753,4,-8999.26366469951,0.0760547613772059,0.0878366978402376,0.464681391888497,0.00113590789564187,0,1
103,"plus","medium",0.00468519723807837,8.56518444722662,8.33375856999541,1.00007546487821,0,"alpha","alpha",753,3,-9006.64941084367,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"plus","medium",0.00468993884606953,7.44796628924044,8.21243970522975,1.00007546487821,1.24110042465366,"alpha","both",753,4,-8999.26366469951,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"plus","medium",0.00476353470031911,7.56408033285935,7.83102209439785,0,1.24110042465366,"alpha","beta",753,3,-8994.16319341955,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
103,"plus","medium",0.00479469895129808,7.59471359225477,8.51660532750186,0,0,"alpha","no",753,2,-8995.87698652009,0.0760547613772059,0.141489232747145,0.464681391888497,0.00113590789564187,0,1
104,"minus","easy",0.00571272957166183,5.36596380394202,22.7017275521659,0,1.00429693147939,"alpha","beta",753,3,-8857.33784783523,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,0,1
104,"minus","easy",0.00571272957058694,5.36612444618206,22.701415367205,0,0,"alpha","no",753,2,-8863.96191320471,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,0,1
104,"minus","easy",0.00564601815596866,0.489280623709065,22.5462911068089,1.00034417431744,0,"alpha","alpha",753,3,-8866.18288512543,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,0,1
104,"minus","easy",0.00566481766761249,1.54544970239457,21.6671079261382,1.00034417431744,1.00429693147939,"alpha","both",753,4,-8857.05572542716,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,0,1
104,"minus","hard",0.00571272957058694,5.36612444618206,22.701415367205,0,0,"alpha","no",753,2,-8863.96191320471,0.0578520700950877,0.063644079662763,0.427725764070437,0.00170138843142009,0,1
104,"minus","hard",0.00564601815596866,0.489280623709065,22.5462911068089,1.00034417431744,0,"alpha","alpha",753,3,-8866.18288512543,0.0578520700950877,0.063644079662763,0.427725764070437,0.00170138843142009,0,1
104,"minus","hard",0.00571272957166183,5.36596380394202,22.7017275521659,0,1.00429693147939,"alpha","beta",753,3,-8857.33784783523,0.0578520700950877,0.063644079662763,0.427725764070437,0.00170138843142009,0,1
104,"minus","hard",0.00566481766761249,1.54544970239457,21.6671079261382,1.00034417431744,1.00429693147939,"alpha","both",753,4,-8857.05572542716,0.0578520700950877,0.063644079662763,0.427725764070437,0.00170138843142009,0,1
104,"minus","medium",0.00571272957058694,5.36612444618206,22.701415367205,0,0,"alpha","no",753,2,-8863.96191320471,0.0578520700950877,0.136177343315592,0.427725764070437,0.00170138843142009,0,1
104,"minus","medium",0.00571272957166183,5.36596380394202,22.7017275521659,0,1.00429693147939,"alpha","beta",753,3,-8857.33784783523,0.0578520700950877,0.136177343315592,0.427725764070437,0.00170138843142009,0,1
104,"minus","medium",0.00566481766761249,1.54544970239457,21.6671079261382,1.00034417431744,1.00429693147939,"alpha","both",753,4,-8857.05572542716,0.0578520700950877,0.136177343315592,0.427725764070437,0.00170138843142009,0,1
104,"minus","medium",0.00564601815596866,0.489280623709065,22.5462911068089,1.00034417431744,0,"alpha","alpha",753,3,-8866.18288512543,0.0578520700950877,0.136177343315592,0.427725764070437,0.00170138843142009,0,1
104,"plus","easy",0.00571272957058694,5.36612444618206,22.701415367205,0,0,"alpha","no",753,2,-8863.96191320471,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,0,1
104,"plus","easy",0.00571272957166183,5.36596380394202,22.7017275521659,0,1.00429693147939,"alpha","beta",753,3,-8857.33784783523,0.0578520700950877,0.149888182489794,0.427725764070437,0.00170138843142009,0,1
