"bound","drift","ter","eta_b","cost_ddm","cost_ldc","a0","b0","sub","condition","difflevel","manip","model","eta_a"
NA,NA,NA,609.4289,NA,0.0015,3.5727,43.56999,"21","minus","hard","beta","beta",0
NA,NA,NA,609.4289,NA,0.0015,3.5727,43.56999,"21","minus","medium","beta","beta",0
NA,NA,NA,609.4289,NA,0.0015,3.5727,43.56999,"21","plus","easy","beta","beta",0
NA,NA,NA,609.4289,NA,0.0015,3.5727,43.56999,"21","plus","hard","beta","beta",0
NA,NA,NA,609.4289,NA,0.0015,3.5727,43.56999,"21","plus","medium","beta","beta",0
NA,NA,NA,604.4957,NA,0.00154,2.50581,33.31347,"22","minus","easy","beta","beta",0
NA,NA,NA,604.4957,NA,0.00154,2.50581,33.31347,"22","minus","hard","beta","beta",0
NA,NA,NA,604.4957,NA,0.00154,2.50581,33.31347,"22","minus","medium","beta","beta",0
NA,NA,NA,604.4957,NA,0.00154,2.50581,33.31347,"22","plus","easy","beta","beta",0
NA,NA,NA,604.4957,NA,0.00154,2.50581,33.31347,"22","plus","hard","beta","beta",0
NA,NA,NA,604.4957,NA,0.00154,2.50581,33.31347,"22","plus","medium","beta","beta",0
NA,NA,NA,613.8422,NA,0.00123,2.70859,5.23233,"23","minus","easy","beta","beta",0
NA,NA,NA,613.8422,NA,0.00123,2.70859,5.23233,"23","minus","hard","beta","beta",0
NA,NA,NA,613.8422,NA,0.00123,2.70859,5.23233,"23","minus","medium","beta","beta",0
NA,NA,NA,613.8422,NA,0.00123,2.70859,5.23233,"23","plus","easy","beta","beta",0
NA,NA,NA,613.8422,NA,0.00123,2.70859,5.23233,"23","plus","hard","beta","beta",0
NA,NA,NA,613.8422,NA,0.00123,2.70859,5.23233,"23","plus","medium","beta","beta",0
NA,NA,NA,608.09,NA,0.001,2.39542,8.83063,"25","minus","easy","beta","beta",0
NA,NA,NA,608.09,NA,0.001,2.39542,8.83063,"25","minus","hard","beta","beta",0
NA,NA,NA,608.09,NA,0.001,2.39542,8.83063,"25","minus","medium","beta","beta",0
NA,NA,NA,608.09,NA,0.001,2.39542,8.83063,"25","plus","easy","beta","beta",0
NA,NA,NA,608.09,NA,0.001,2.39542,8.83063,"25","plus","hard","beta","beta",0
NA,NA,NA,608.09,NA,0.001,2.39542,8.83063,"25","plus","medium","beta","beta",0
NA,NA,NA,560.4438,NA,0.00127,2.51422,-14.90994,"26","minus","easy","beta","beta",0
NA,NA,NA,560.4438,NA,0.00127,2.51422,-14.90994,"26","minus","hard","beta","beta",0
NA,NA,NA,560.4438,NA,0.00127,2.51422,-14.90994,"26","minus","medium","beta","beta",0
NA,NA,NA,560.4438,NA,0.00127,2.51422,-14.90994,"26","plus","easy","beta","beta",0
NA,NA,NA,560.4438,NA,0.00127,2.51422,-14.90994,"26","plus","hard","beta","beta",0
NA,NA,NA,560.4438,NA,0.00127,2.51422,-14.90994,"26","plus","medium","beta","beta",0
NA,NA,NA,581.7541,NA,0.00107,3.14191,2.62421,"27","minus","easy","beta","beta",0
NA,NA,NA,581.7541,NA,0.00107,3.14191,2.62421,"27","minus","hard","beta","beta",0
NA,NA,NA,581.7541,NA,0.00107,3.14191,2.62421,"27","minus","medium","beta","beta",0
NA,NA,NA,581.7541,NA,0.00107,3.14191,2.62421,"27","plus","easy","beta","beta",0
NA,NA,NA,581.7541,NA,0.00107,3.14191,2.62421,"27","plus","hard","beta","beta",0
NA,NA,NA,581.7541,NA,0.00107,3.14191,2.62421,"27","plus","medium","beta","beta",0
NA,NA,NA,539.3193,NA,0.00124,3.96545,0.85007,"28","minus","easy","beta","beta",0
NA,NA,NA,539.3193,NA,0.00124,3.96545,0.85007,"28","minus","hard","beta","beta",0
NA,NA,NA,539.3193,NA,0.00124,3.96545,0.85007,"28","minus","medium","beta","beta",0
NA,NA,NA,539.3193,NA,0.00124,3.96545,0.85007,"28","plus","easy","beta","beta",0
NA,NA,NA,539.3193,NA,0.00124,3.96545,0.85007,"28","plus","hard","beta","beta",0
NA,NA,NA,539.3193,NA,0.00124,3.96545,0.85007,"28","plus","medium","beta","beta",0
NA,NA,NA,566.1113,NA,0.00124,4.2887,13.35283,"30","minus","easy","beta","beta",0
NA,NA,NA,566.1113,NA,0.00124,4.2887,13.35283,"30","minus","hard","beta","beta",0
NA,NA,NA,566.1113,NA,0.00124,4.2887,13.35283,"30","minus","medium","beta","beta",0
NA,NA,NA,566.1113,NA,0.00124,4.2887,13.35283,"30","plus","easy","beta","beta",0
NA,NA,NA,566.1113,NA,0.00124,4.2887,13.35283,"30","plus","hard","beta","beta",0
NA,NA,NA,566.1113,NA,0.00124,4.2887,13.35283,"30","plus","medium","beta","beta",0
NA,NA,NA,557.3545,NA,0.00178,2.91955,5.859,"32","minus","easy","beta","beta",0
NA,NA,NA,557.3545,NA,0.00178,2.91955,5.859,"32","minus","hard","beta","beta",0
NA,NA,NA,557.3545,NA,0.00178,2.91955,5.859,"32","minus","medium","beta","beta",0
NA,NA,NA,557.3545,NA,0.00178,2.91955,5.859,"32","plus","easy","beta","beta",0
NA,NA,NA,557.3545,NA,0.00178,2.91955,5.859,"32","plus","hard","beta","beta",0
NA,NA,NA,557.3545,NA,0.00178,2.91955,5.859,"32","plus","medium","beta","beta",0
NA,NA,NA,548.199,NA,0.00117,1.63171,-28.07822,"33","minus","easy","beta","beta",0
NA,NA,NA,548.199,NA,0.00117,1.63171,-28.07822,"33","minus","hard","beta","beta",0
NA,NA,NA,548.199,NA,0.00117,1.63171,-28.07822,"33","minus","medium","beta","beta",0
NA,NA,NA,548.199,NA,0.00117,1.63171,-28.07822,"33","plus","easy","beta","beta",0
NA,NA,NA,548.199,NA,0.00117,1.63171,-28.07822,"33","plus","hard","beta","beta",0
NA,NA,NA,548.199,NA,0.00117,1.63171,-28.07822,"33","plus","medium","beta","beta",0
NA,NA,NA,577.99,NA,0.00135,2.32682,-12.16706,"34","minus","easy","beta","beta",0
NA,NA,NA,577.99,NA,0.00135,2.32682,-12.16706,"34","minus","hard","beta","beta",0
NA,NA,NA,577.99,NA,0.00135,2.32682,-12.16706,"34","minus","medium","beta","beta",0
NA,NA,NA,577.99,NA,0.00135,2.32682,-12.16706,"34","plus","easy","beta","beta",0
NA,NA,NA,577.99,NA,0.00135,2.32682,-12.16706,"34","plus","hard","beta","beta",0
NA,NA,NA,577.99,NA,0.00135,2.32682,-12.16706,"34","plus","medium","beta","beta",0
NA,NA,NA,592.5763,NA,0.00123,2.66812,-37.11342,"35","minus","easy","beta","beta",0
NA,NA,NA,592.5763,NA,0.00123,2.66812,-37.11342,"35","minus","hard","beta","beta",0
NA,NA,NA,592.5763,NA,0.00123,2.66812,-37.11342,"35","minus","medium","beta","beta",0
NA,NA,NA,592.5763,NA,0.00123,2.66812,-37.11342,"35","plus","easy","beta","beta",0
NA,NA,NA,592.5763,NA,0.00123,2.66812,-37.11342,"35","plus","hard","beta","beta",0
NA,NA,NA,592.5763,NA,0.00123,2.66812,-37.11342,"35","plus","medium","beta","beta",0
NA,NA,NA,570.0332,NA,0.0014,3.90387,1.85324,"36","minus","easy","beta","beta",0
NA,NA,NA,570.0332,NA,0.0014,3.90387,1.85324,"36","minus","hard","beta","beta",0
NA,NA,NA,570.0332,NA,0.0014,3.90387,1.85324,"36","minus","medium","beta","beta",0
NA,NA,NA,570.0332,NA,0.0014,3.90387,1.85324,"36","plus","easy","beta","beta",0
NA,NA,NA,570.0332,NA,0.0014,3.90387,1.85324,"36","plus","hard","beta","beta",0
NA,NA,NA,570.0332,NA,0.0014,3.90387,1.85324,"36","plus","medium","beta","beta",0
NA,NA,NA,570.0618,NA,0.00088,2.07472,-15.24424,"37","minus","easy","beta","beta",0
NA,NA,NA,570.0618,NA,0.00088,2.07472,-15.24424,"37","minus","hard","beta","beta",0
NA,NA,NA,570.0618,NA,0.00088,2.07472,-15.24424,"37","minus","medium","beta","beta",0
NA,NA,NA,570.0618,NA,0.00088,2.07472,-15.24424,"37","plus","easy","beta","beta",0
NA,NA,NA,570.0618,NA,0.00088,2.07472,-15.24424,"37","plus","hard","beta","beta",0
NA,NA,NA,570.0618,NA,0.00088,2.07472,-15.24424,"37","plus","medium","beta","beta",0
NA,NA,NA,569.1241,NA,0.0013,3.41514,38.36164,"38","minus","easy","beta","beta",0
NA,NA,NA,569.1241,NA,0.0013,3.41514,38.36164,"38","minus","hard","beta","beta",0
NA,NA,NA,569.1241,NA,0.0013,3.41514,38.36164,"38","minus","medium","beta","beta",0
NA,NA,NA,569.1241,NA,0.0013,3.41514,38.36164,"38","plus","easy","beta","beta",0
NA,NA,NA,569.1241,NA,0.0013,3.41514,38.36164,"38","plus","hard","beta","beta",0
NA,NA,NA,569.1241,NA,0.0013,3.41514,38.36164,"38","plus","medium","beta","beta",0
NA,NA,NA,559.6088,NA,0.00112,2.45056,4.7462,"39","minus","easy","beta","beta",0
NA,NA,NA,559.6088,NA,0.00112,2.45056,4.7462,"39","minus","hard","beta","beta",0
NA,NA,NA,559.6088,NA,0.00112,2.45056,4.7462,"39","minus","medium","beta","beta",0
NA,NA,NA,559.6088,NA,0.00112,2.45056,4.7462,"39","plus","easy","beta","beta",0
NA,NA,NA,559.6088,NA,0.00112,2.45056,4.7462,"39","plus","hard","beta","beta",0
NA,NA,NA,559.6088,NA,0.00112,2.45056,4.7462,"39","plus","medium","beta","beta",0
NA,NA,NA,601.5167,NA,0.00161,2.6136,-55.39666,"4","minus","easy","beta","beta",0
NA,NA,NA,601.5167,NA,0.00161,2.6136,-55.39666,"4","minus","hard","beta","beta",0
NA,NA,NA,601.5167,NA,0.00161,2.6136,-55.39666,"4","minus","medium","beta","beta",0
NA,NA,NA,601.5167,NA,0.00161,2.6136,-55.39666,"4","plus","easy","beta","beta",0
NA,NA,NA,601.5167,NA,0.00161,2.6136,-55.39666,"4","plus","hard","beta","beta",0
NA,NA,NA,601.5167,NA,0.00161,2.6136,-55.39666,"4","plus","medium","beta","beta",0
NA,NA,NA,585.186,NA,0.00131,2.1864,6.45089,"40","minus","easy","beta","beta",0
NA,NA,NA,585.186,NA,0.00131,2.1864,6.45089,"40","minus","hard","beta","beta",0
NA,NA,NA,585.186,NA,0.00131,2.1864,6.45089,"40","minus","medium","beta","beta",0
NA,NA,NA,585.186,NA,0.00131,2.1864,6.45089,"40","plus","easy","beta","beta",0
NA,NA,NA,585.186,NA,0.00131,2.1864,6.45089,"40","plus","hard","beta","beta",0
NA,NA,NA,585.186,NA,0.00131,2.1864,6.45089,"40","plus","medium","beta","beta",0
NA,NA,NA,572.7253,NA,0.00155,2.49806,-29.60805,"41","minus","easy","beta","beta",0
NA,NA,NA,572.7253,NA,0.00155,2.49806,-29.60805,"41","minus","hard","beta","beta",0
NA,NA,NA,572.7253,NA,0.00155,2.49806,-29.60805,"41","minus","medium","beta","beta",0
NA,NA,NA,572.7253,NA,0.00155,2.49806,-29.60805,"41","plus","easy","beta","beta",0
NA,NA,NA,572.7253,NA,0.00155,2.49806,-29.60805,"41","plus","hard","beta","beta",0
NA,NA,NA,572.7253,NA,0.00155,2.49806,-29.60805,"41","plus","medium","beta","beta",0
NA,NA,NA,564.6671,NA,0.00139,3.68943,24.01946,"43","minus","easy","beta","beta",0
NA,NA,NA,564.6671,NA,0.00139,3.68943,24.01946,"43","minus","hard","beta","beta",0
NA,NA,NA,564.6671,NA,0.00139,3.68943,24.01946,"43","minus","medium","beta","beta",0
NA,NA,NA,564.6671,NA,0.00139,3.68943,24.01946,"43","plus","easy","beta","beta",0
NA,NA,NA,564.6671,NA,0.00139,3.68943,24.01946,"43","plus","hard","beta","beta",0
NA,NA,NA,564.6671,NA,0.00139,3.68943,24.01946,"43","plus","medium","beta","beta",0
NA,NA,NA,555.3852,NA,0.00135,2.33327,-16.76796,"44","minus","easy","beta","beta",0
NA,NA,NA,555.3852,NA,0.00135,2.33327,-16.76796,"44","minus","hard","beta","beta",0
NA,NA,NA,555.3852,NA,0.00135,2.33327,-16.76796,"44","minus","medium","beta","beta",0
NA,NA,NA,555.3852,NA,0.00135,2.33327,-16.76796,"44","plus","easy","beta","beta",0
NA,NA,NA,555.3852,NA,0.00135,2.33327,-16.76796,"44","plus","hard","beta","beta",0
NA,NA,NA,555.3852,NA,0.00135,2.33327,-16.76796,"44","plus","medium","beta","beta",0
NA,NA,NA,608.035,NA,0.00144,2.16256,-36.56726,"45","minus","easy","beta","beta",0
NA,NA,NA,608.035,NA,0.00144,2.16256,-36.56726,"45","minus","hard","beta","beta",0
NA,NA,NA,608.035,NA,0.00144,2.16256,-36.56726,"45","minus","medium","beta","beta",0
NA,NA,NA,608.035,NA,0.00144,2.16256,-36.56726,"45","plus","easy","beta","beta",0
NA,NA,NA,608.035,NA,0.00144,2.16256,-36.56726,"45","plus","hard","beta","beta",0
NA,NA,NA,608.035,NA,0.00144,2.16256,-36.56726,"45","plus","medium","beta","beta",0
NA,NA,NA,541.2902,NA,0.00136,3.4853,-19.78108,"47","minus","easy","beta","beta",0
NA,NA,NA,541.2902,NA,0.00136,3.4853,-19.78108,"47","minus","hard","beta","beta",0
NA,NA,NA,541.2902,NA,0.00136,3.4853,-19.78108,"47","minus","medium","beta","beta",0
NA,NA,NA,541.2902,NA,0.00136,3.4853,-19.78108,"47","plus","easy","beta","beta",0
NA,NA,NA,541.2902,NA,0.00136,3.4853,-19.78108,"47","plus","hard","beta","beta",0
NA,NA,NA,541.2902,NA,0.00136,3.4853,-19.78108,"47","plus","medium","beta","beta",0
NA,NA,NA,552.7017,NA,0.00133,4.38727,-9.5257,"48","minus","easy","beta","beta",0
NA,NA,NA,552.7017,NA,0.00133,4.38727,-9.5257,"48","minus","hard","beta","beta",0
NA,NA,NA,552.7017,NA,0.00133,4.38727,-9.5257,"48","minus","medium","beta","beta",0
NA,NA,NA,552.7017,NA,0.00133,4.38727,-9.5257,"48","plus","easy","beta","beta",0
NA,NA,NA,552.7017,NA,0.00133,4.38727,-9.5257,"48","plus","hard","beta","beta",0
NA,NA,NA,552.7017,NA,0.00133,4.38727,-9.5257,"48","plus","medium","beta","beta",0
NA,NA,NA,578.5254,NA,0.00188,2.89385,12.86858,"49","minus","easy","beta","beta",0
NA,NA,NA,578.5254,NA,0.00188,2.89385,12.86858,"49","minus","hard","beta","beta",0
NA,NA,NA,578.5254,NA,0.00188,2.89385,12.86858,"49","minus","medium","beta","beta",0
NA,NA,NA,578.5254,NA,0.00188,2.89385,12.86858,"49","plus","easy","beta","beta",0
NA,NA,NA,578.5254,NA,0.00188,2.89385,12.86858,"49","plus","hard","beta","beta",0
NA,NA,NA,578.5254,NA,0.00188,2.89385,12.86858,"49","plus","medium","beta","beta",0
NA,NA,NA,653.9322,NA,0.00156,3.29671,-19.37267,"5","minus","easy","beta","beta",0
NA,NA,NA,653.9322,NA,0.00156,3.29671,-19.37267,"5","minus","hard","beta","beta",0
NA,NA,NA,653.9322,NA,0.00156,3.29671,-19.37267,"5","minus","medium","beta","beta",0
NA,NA,NA,653.9322,NA,0.00156,3.29671,-19.37267,"5","plus","easy","beta","beta",0
NA,NA,NA,653.9322,NA,0.00156,3.29671,-19.37267,"5","plus","hard","beta","beta",0
NA,NA,NA,653.9322,NA,0.00156,3.29671,-19.37267,"5","plus","medium","beta","beta",0
NA,NA,NA,546.205,NA,0.00134,2.13747,58.5494,"50","minus","easy","beta","beta",0
NA,NA,NA,546.205,NA,0.00134,2.13747,58.5494,"50","minus","hard","beta","beta",0
NA,NA,NA,546.205,NA,0.00134,2.13747,58.5494,"50","minus","medium","beta","beta",0
NA,NA,NA,546.205,NA,0.00134,2.13747,58.5494,"50","plus","easy","beta","beta",0
NA,NA,NA,546.205,NA,0.00134,2.13747,58.5494,"50","plus","hard","beta","beta",0
NA,NA,NA,546.205,NA,0.00134,2.13747,58.5494,"50","plus","medium","beta","beta",0
NA,NA,NA,595.7252,NA,0.00128,3.24568,11.06624,"52","minus","easy","beta","beta",0
NA,NA,NA,595.7252,NA,0.00128,3.24568,11.06624,"52","minus","hard","beta","beta",0
NA,NA,NA,595.7252,NA,0.00128,3.24568,11.06624,"52","minus","medium","beta","beta",0
NA,NA,NA,595.7252,NA,0.00128,3.24568,11.06624,"52","plus","easy","beta","beta",0
NA,NA,NA,595.7252,NA,0.00128,3.24568,11.06624,"52","plus","hard","beta","beta",0
NA,NA,NA,595.7252,NA,0.00128,3.24568,11.06624,"52","plus","medium","beta","beta",0
NA,NA,NA,646.8194,NA,0.00153,2.64683,13.48569,"53","minus","easy","beta","beta",0
NA,NA,NA,646.8194,NA,0.00153,2.64683,13.48569,"53","minus","hard","beta","beta",0
NA,NA,NA,646.8194,NA,0.00153,2.64683,13.48569,"53","minus","medium","beta","beta",0
NA,NA,NA,646.8194,NA,0.00153,2.64683,13.48569,"53","plus","easy","beta","beta",0
NA,NA,NA,646.8194,NA,0.00153,2.64683,13.48569,"53","plus","hard","beta","beta",0
NA,NA,NA,646.8194,NA,0.00153,2.64683,13.48569,"53","plus","medium","beta","beta",0
NA,NA,NA,512.0171,NA,0.00166,2.99263,-5.36844,"54","minus","easy","beta","beta",0
NA,NA,NA,512.0171,NA,0.00166,2.99263,-5.36844,"54","minus","hard","beta","beta",0
NA,NA,NA,512.0171,NA,0.00166,2.99263,-5.36844,"54","minus","medium","beta","beta",0
NA,NA,NA,512.0171,NA,0.00166,2.99263,-5.36844,"54","plus","easy","beta","beta",0
NA,NA,NA,512.0171,NA,0.00166,2.99263,-5.36844,"54","plus","hard","beta","beta",0
NA,NA,NA,512.0171,NA,0.00166,2.99263,-5.36844,"54","plus","medium","beta","beta",0
NA,NA,NA,692.6471,NA,0.00136,2.32393,-22.18282,"55","minus","easy","beta","beta",0
NA,NA,NA,692.6471,NA,0.00136,2.32393,-22.18282,"55","minus","hard","beta","beta",0
NA,NA,NA,692.6471,NA,0.00136,2.32393,-22.18282,"55","minus","medium","beta","beta",0
NA,NA,NA,692.6471,NA,0.00136,2.32393,-22.18282,"55","plus","easy","beta","beta",0
NA,NA,NA,692.6471,NA,0.00136,2.32393,-22.18282,"55","plus","hard","beta","beta",0
NA,NA,NA,692.6471,NA,0.00136,2.32393,-22.18282,"55","plus","medium","beta","beta",0
NA,NA,NA,641.1505,NA,0.0015,2.36375,44.24577,"56","minus","easy","beta","beta",0
NA,NA,NA,641.1505,NA,0.0015,2.36375,44.24577,"56","minus","hard","beta","beta",0
NA,NA,NA,641.1505,NA,0.0015,2.36375,44.24577,"56","minus","medium","beta","beta",0
NA,NA,NA,641.1505,NA,0.0015,2.36375,44.24577,"56","plus","easy","beta","beta",0
NA,NA,NA,641.1505,NA,0.0015,2.36375,44.24577,"56","plus","hard","beta","beta",0
NA,NA,NA,641.1505,NA,0.0015,2.36375,44.24577,"56","plus","medium","beta","beta",0
NA,NA,NA,572.6442,NA,0.00117,2.28319,-16.81707,"57","minus","easy","beta","beta",0
NA,NA,NA,572.6442,NA,0.00117,2.28319,-16.81707,"57","minus","hard","beta","beta",0
NA,NA,NA,572.6442,NA,0.00117,2.28319,-16.81707,"57","minus","medium","beta","beta",0
NA,NA,NA,572.6442,NA,0.00117,2.28319,-16.81707,"57","plus","easy","beta","beta",0
NA,NA,NA,572.6442,NA,0.00117,2.28319,-16.81707,"57","plus","hard","beta","beta",0
NA,NA,NA,572.6442,NA,0.00117,2.28319,-16.81707,"57","plus","medium","beta","beta",0
NA,NA,NA,625.9966,NA,0.00141,1.88589,1.33052,"58","minus","easy","beta","beta",0
NA,NA,NA,625.9966,NA,0.00141,1.88589,1.33052,"58","minus","hard","beta","beta",0
NA,NA,NA,625.9966,NA,0.00141,1.88589,1.33052,"58","minus","medium","beta","beta",0
NA,NA,NA,625.9966,NA,0.00141,1.88589,1.33052,"58","plus","easy","beta","beta",0
NA,NA,NA,625.9966,NA,0.00141,1.88589,1.33052,"58","plus","hard","beta","beta",0
NA,NA,NA,625.9966,NA,0.00141,1.88589,1.33052,"58","plus","medium","beta","beta",0
NA,NA,NA,541.5726,NA,0.00099,3.23849,-40.51715,"59","minus","easy","beta","beta",0
NA,NA,NA,541.5726,NA,0.00099,3.23849,-40.51715,"59","minus","hard","beta","beta",0
NA,NA,NA,541.5726,NA,0.00099,3.23849,-40.51715,"59","minus","medium","beta","beta",0
NA,NA,NA,541.5726,NA,0.00099,3.23849,-40.51715,"59","plus","easy","beta","beta",0
NA,NA,NA,541.5726,NA,0.00099,3.23849,-40.51715,"59","plus","hard","beta","beta",0
NA,NA,NA,541.5726,NA,0.00099,3.23849,-40.51715,"59","plus","medium","beta","beta",0
NA,NA,NA,612.3649,NA,0.00118,3.54992,14.85507,"60","minus","easy","beta","beta",0
NA,NA,NA,612.3649,NA,0.00118,3.54992,14.85507,"60","minus","hard","beta","beta",0
NA,NA,NA,612.3649,NA,0.00118,3.54992,14.85507,"60","minus","medium","beta","beta",0
NA,NA,NA,612.3649,NA,0.00118,3.54992,14.85507,"60","plus","easy","beta","beta",0
NA,NA,NA,612.3649,NA,0.00118,3.54992,14.85507,"60","plus","hard","beta","beta",0
NA,NA,NA,612.3649,NA,0.00118,3.54992,14.85507,"60","plus","medium","beta","beta",0
NA,NA,NA,634.5726,NA,0.00132,2.49511,-55.61292,"61","minus","easy","beta","beta",0
NA,NA,NA,634.5726,NA,0.00132,2.49511,-55.61292,"61","minus","hard","beta","beta",0
NA,NA,NA,634.5726,NA,0.00132,2.49511,-55.61292,"61","minus","medium","beta","beta",0
NA,NA,NA,634.5726,NA,0.00132,2.49511,-55.61292,"61","plus","easy","beta","beta",0
NA,NA,NA,634.5726,NA,0.00132,2.49511,-55.61292,"61","plus","hard","beta","beta",0
NA,NA,NA,634.5726,NA,0.00132,2.49511,-55.61292,"61","plus","medium","beta","beta",0
NA,NA,NA,589.3918,NA,0.00153,2.34216,-24.44229,"63","minus","easy","beta","beta",0
NA,NA,NA,589.3918,NA,0.00153,2.34216,-24.44229,"63","minus","hard","beta","beta",0
NA,NA,NA,589.3918,NA,0.00153,2.34216,-24.44229,"63","minus","medium","beta","beta",0
NA,NA,NA,589.3918,NA,0.00153,2.34216,-24.44229,"63","plus","easy","beta","beta",0
NA,NA,NA,589.3918,NA,0.00153,2.34216,-24.44229,"63","plus","hard","beta","beta",0
NA,NA,NA,589.3918,NA,0.00153,2.34216,-24.44229,"63","plus","medium","beta","beta",0
NA,NA,NA,584.4242,NA,0.00151,2.5667,-15.97522,"66","minus","easy","beta","beta",0
NA,NA,NA,584.4242,NA,0.00151,2.5667,-15.97522,"66","minus","hard","beta","beta",0
NA,NA,NA,584.4242,NA,0.00151,2.5667,-15.97522,"66","minus","medium","beta","beta",0
NA,NA,NA,584.4242,NA,0.00151,2.5667,-15.97522,"66","plus","easy","beta","beta",0
NA,NA,NA,584.4242,NA,0.00151,2.5667,-15.97522,"66","plus","hard","beta","beta",0
NA,NA,NA,584.4242,NA,0.00151,2.5667,-15.97522,"66","plus","medium","beta","beta",0
NA,NA,NA,593.5326,NA,0.00118,3.09763,-23.89519,"69","minus","easy","beta","beta",0
NA,NA,NA,593.5326,NA,0.00118,3.09763,-23.89519,"69","minus","hard","beta","beta",0
NA,NA,NA,593.5326,NA,0.00118,3.09763,-23.89519,"69","minus","medium","beta","beta",0
NA,NA,NA,593.5326,NA,0.00118,3.09763,-23.89519,"69","plus","easy","beta","beta",0
NA,NA,NA,593.5326,NA,0.00118,3.09763,-23.89519,"69","plus","hard","beta","beta",0
NA,NA,NA,593.5326,NA,0.00118,3.09763,-23.89519,"69","plus","medium","beta","beta",0
NA,NA,NA,554.9096,NA,0.00118,2.73927,-12.74832,"7","minus","easy","beta","beta",0
NA,NA,NA,554.9096,NA,0.00118,2.73927,-12.74832,"7","minus","hard","beta","beta",0
NA,NA,NA,554.9096,NA,0.00118,2.73927,-12.74832,"7","minus","medium","beta","beta",0
NA,NA,NA,554.9096,NA,0.00118,2.73927,-12.74832,"7","plus","easy","beta","beta",0
NA,NA,NA,554.9096,NA,0.00118,2.73927,-12.74832,"7","plus","hard","beta","beta",0
NA,NA,NA,554.9096,NA,0.00118,2.73927,-12.74832,"7","plus","medium","beta","beta",0
NA,NA,NA,532.3714,NA,0.00126,3.17221,20.49047,"70","minus","easy","beta","beta",0
NA,NA,NA,532.3714,NA,0.00126,3.17221,20.49047,"70","minus","hard","beta","beta",0
NA,NA,NA,532.3714,NA,0.00126,3.17221,20.49047,"70","minus","medium","beta","beta",0
NA,NA,NA,532.3714,NA,0.00126,3.17221,20.49047,"70","plus","easy","beta","beta",0
NA,NA,NA,532.3714,NA,0.00126,3.17221,20.49047,"70","plus","hard","beta","beta",0
NA,NA,NA,532.3714,NA,0.00126,3.17221,20.49047,"70","plus","medium","beta","beta",0
NA,NA,NA,589.8265,NA,0.0014,2.846,-39.99321,"72","minus","easy","beta","beta",0
NA,NA,NA,589.8265,NA,0.0014,2.846,-39.99321,"72","minus","hard","beta","beta",0
NA,NA,NA,589.8265,NA,0.0014,2.846,-39.99321,"72","minus","medium","beta","beta",0
NA,NA,NA,589.8265,NA,0.0014,2.846,-39.99321,"72","plus","easy","beta","beta",0
NA,NA,NA,589.8265,NA,0.0014,2.846,-39.99321,"72","plus","hard","beta","beta",0
NA,NA,NA,589.8265,NA,0.0014,2.846,-39.99321,"72","plus","medium","beta","beta",0
NA,NA,NA,557.4248,NA,0.00188,3.12577,28.86704,"74","minus","easy","beta","beta",0
NA,NA,NA,557.4248,NA,0.00188,3.12577,28.86704,"74","minus","hard","beta","beta",0
NA,NA,NA,557.4248,NA,0.00188,3.12577,28.86704,"74","minus","medium","beta","beta",0
NA,NA,NA,557.4248,NA,0.00188,3.12577,28.86704,"74","plus","easy","beta","beta",0
NA,NA,NA,557.4248,NA,0.00188,3.12577,28.86704,"74","plus","hard","beta","beta",0
NA,NA,NA,557.4248,NA,0.00188,3.12577,28.86704,"74","plus","medium","beta","beta",0
NA,NA,NA,622.9259,NA,0.0015,3.08826,24.23786,"8","minus","easy","beta","beta",0
NA,NA,NA,622.9259,NA,0.0015,3.08826,24.23786,"8","minus","hard","beta","beta",0
NA,NA,NA,622.9259,NA,0.0015,3.08826,24.23786,"8","minus","medium","beta","beta",0
NA,NA,NA,622.9259,NA,0.0015,3.08826,24.23786,"8","plus","easy","beta","beta",0
NA,NA,NA,622.9259,NA,0.0015,3.08826,24.23786,"8","plus","hard","beta","beta",0
NA,NA,NA,622.9259,NA,0.0015,3.08826,24.23786,"8","plus","medium","beta","beta",0
