"bound","drift","ter","eta_b","cost_ddm","cost_ldc","a0","b0","sub","condition","difflevel","manip","model","eta_a"
NA,NA,NA,266.6925,NA,0.00652,38.18143,6.16139,"66","minus","hard","beta","trim_skip",266.6925
NA,NA,NA,266.6925,NA,0.00652,38.18143,6.16139,"66","minus","medium","beta","trim_skip",266.6925
NA,NA,NA,266.6925,NA,0.00652,38.18143,6.16139,"66","plus","easy","beta","trim_skip",266.6925
NA,NA,NA,266.6925,NA,0.00652,38.18143,6.16139,"66","plus","hard","beta","trim_skip",266.6925
NA,NA,NA,266.6925,NA,0.00652,38.18143,6.16139,"66","plus","medium","beta","trim_skip",266.6925
NA,NA,NA,NA,NA,NA,NA,NA,"69","minus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"69","minus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"69","minus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"69","plus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"69","plus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"69","plus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"7","minus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"7","minus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"7","minus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"7","plus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"7","plus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"7","plus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"70","minus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"70","minus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"70","minus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"70","plus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"70","plus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"70","plus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"72","minus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"72","minus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"72","minus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"72","plus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"72","plus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"72","plus","medium","beta","trim_skip",NA
NA,NA,NA,290.4292,NA,0.00546,41.99944,43.80814,"74","minus","easy","beta","trim_skip",290.4292
NA,NA,NA,290.4292,NA,0.00546,41.99944,43.80814,"74","minus","hard","beta","trim_skip",290.4292
NA,NA,NA,290.4292,NA,0.00546,41.99944,43.80814,"74","minus","medium","beta","trim_skip",290.4292
NA,NA,NA,290.4292,NA,0.00546,41.99944,43.80814,"74","plus","easy","beta","trim_skip",290.4292
NA,NA,NA,290.4292,NA,0.00546,41.99944,43.80814,"74","plus","hard","beta","trim_skip",290.4292
NA,NA,NA,290.4292,NA,0.00546,41.99944,43.80814,"74","plus","medium","beta","trim_skip",290.4292
NA,NA,NA,NA,NA,NA,NA,NA,"8","minus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"8","minus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"8","minus","medium","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"8","plus","easy","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"8","plus","hard","beta","trim_skip",NA
NA,NA,NA,NA,NA,NA,NA,NA,"8","plus","medium","beta","trim_skip",NA
