"cost_ldc","a0","b0","eta_a","eta_b","bound","drift","ter","cost_ddm","sub","difflevel","manip","model","z","vratio"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"126","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"126","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"126","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"126","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"126","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","hard",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","medium",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","easy",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","hard",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","medium",NA,"no",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","easy",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","hard",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","medium",NA,"alpha",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","easy",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","hard",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","medium",NA,"beta",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","easy",NA,"both",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","hard",NA,"both",NA,NA
